slug,variant_id,sku,price,price_type,license
1893_samsung_gt-s7390,1,21736789,1416,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g110h,1,24751053,2794,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g355h,1,23339155,553,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g920f,1,26346564,782,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g920f,2,26408542,2923,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g925f,1,26408559,206,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g928f,1,29544908,537,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-n910f,1,24675870,1796,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_sony_c5-ultra,1,29847624,1995,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_sony_m4-aqua,1,26534020,1196,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_sony_xperia-z5,1,29579058,1647,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_sony_xperia-z5,2,29579061,1424,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_sony_xperia-z5-compact,1,29579056,2951,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_sony_z3-compact,1,24602396,2395,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_sony_z5,1,29801571,505,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_sony_z5-premium,1,29731567,1386,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_samsung_galaxy-gear,1,19682158,2978,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_samsung_galaxy-gear,2,19682159,723,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_samsung_galaxy-gear,3,19763031,1130,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_samsung_gear-s,1,24666697,757,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_samsung_gear-s2,1,30014805,918,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_samsung_gear-s2,2,30014807,452,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_samsung_gear-s2-classic,1,29901936,2299,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_sony_smartwatch,1,12295890,2640,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_sony_smartwatch-3-swr50,1,24495842,908,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_sony_smartwatch-3-swr50,2,24495843,2202,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_sony_smartwatch-3-swr50,3,26512883,686,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_sony_smartwatch-3-swr50,4,26512884,2122,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2647_sony_sw2-smartwatch-2,1,21047360,787,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2871_acer_leap-active,1,29727910,1060,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2871_hannspree_sw49st11,1,28535676,1813,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2871_sony_smartband-talk-swr30,1,24495852,2203,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2871_sony_smartband-talk-swr30,2,24495853,855,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
2871_sony_swr10-limited-brazil-edition,1,22078075,2366,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
3073_sony_swr12,1,29634940,2986,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
3073_sony_swr12,2,29634947,779,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_canon_1200d-ef-s-18-55mm,1,21751902,2572,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_canon_160,1,25905585,523,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_canon_165,1,25904598,2576,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_canon_285-hs,1,30688700,1568,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_canon_g9-x,1,30021637,1720,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_canon_rebel-sl1-ef-s-18-55mm,1,18146996,1223,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_canon_sx610-hs,1,25904691,2993,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_fujifilm_xp80,1,26224361,1671,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_panasonic_dmc-fz300,1,29393146,619,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_panasonic_dmc-gh4-g-vario-hd-14-140mm,1,22766226,498,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_panasonic_dmc-sz10,1,26141878,57,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_panasonic_dmc-tz57eg,1,26933260,597,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
575_sony_dsc-w630,1,12255434,1222,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_canon_hf-g25,1,17365820,1188,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_canon_hf-g30,1,18662566,1355,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_canon_hf-r606,1,25910847,2140,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_canon_hf-r66,1,25955264,1640,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_ricoh_theta-s,1,30150732,654,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_samsung_hmx-f90wp,1,17681791,1780,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_samsung_mini-dv-camcorder-black,1,828188,2548,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_sony_hdr-cx405,1,25904123,2856,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_sony_hdr-mv1,1,19692589,2466,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_sony_hxr-mc2500e,1,24788780,1671,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_sony_nex-vg30e,1,15619960,643,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_sony_pxw-fs5k,1,29851280,527,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
584_toshiba_camileo-s30,1,6350138,484,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_acer_one-7-b1-770,1,29545800,2847,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_asus_z170c-1b012a,1,29525342,1383,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_asus_z170c-1l019a,1,29525343,2851,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_asus_z300c-1a069a,1,29518547,2834,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_asus_z300c-1b053a,1,29518551,2163,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
