"magento_id","product_type","has_options","name","price","price_type","required_options","short_description","sku","sku_type","small_image","special_from_date","special_to_date","tax_class_id","thumbnail","url","url_path","visibility","weight","weight_type","base_price_amount","base_price_base_unit","base_price_unit","delivery_time","pphundert","salesprogramm"
116,"simple",0,"PETS DELI Cookies BIO-Käsestangen 100g",4.5000,NULL,0,"PETS DELI Cookies. 
",59226992,NULL,"/m/f/mfd_1266_a.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"no_selection","/cookies-kaestestangen","/cookies-kaestestangen.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,50",NULL
117,"simple",0,"PETS DELI Cookies Fischlein für Katzen 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",119548993,NULL,"/m/f/mfd_1264_a_1.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1264_a_1.jpg","/cookies-fischis-fuer-katzen","/cookies-fischis-fuer-katzen.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
118,"simple",0,"PETS DELI Cookies Sternlein für Katzen 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",119548999,NULL,"/m/f/mfd_1265_a_2.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1265_a_2.jpg","/cookies-sternis-fuer-katzen","/cookies-sternis-fuer-katzen.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
119,"simple",0,"PETS DELI Trockenfleisch Strauß 100g",6.0000,NULL,0,"Luftgetrocknetes PETS DELI Trockenfleisch als gesunder Snack oder kleine Belohnung.
",118810478,NULL,"/m/f/mfd_1263_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1263_a.jpg","/trockenfleisch-strauss","/trockenfleisch-strauss.html",4,"100g",NULL,NULL,"KG","KG","2-3 Tage","6,00",NULL
120,"simple",0,"PETS DELI Trockenfleisch Sprotte 100g",6.0000,NULL,0,"Luftgetrocknetes PETS DELI Trockenfleisch als gesunder Snack oder kleine Belohnung.
",119562823,NULL,"/m/f/mfd_1262_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1262_a.jpg","/trockenfleisch-sprotte","/trockenfleisch-sprotte.html",4,"100g",NULL,NULL,"KG","KG","2-3 Tage","6,00",NULL
121,"bundle",1,"PETS DELI Rundum-Sorglos-Paket für Hunde (für einen Monat)",85.4000,1,1,"Individuelle PETS DELI Menü's, perfekt angepasst an Ihr Tier.",120071485,1,"/r/u/rundumsorglospaket_hund_kopie.jpg","2014-04-29 00:00:00","2018-04-30 00:00:00",2,"/r/u/rundumsorglospaket_hund_kopie.jpg","/rundumsorglospaket-hund","/rundumsorglospaket-hund.html",4,"250g oder 500g",1,NULL,"G","G","2-3 Tage",0.80,NULL
122,"bundle",1,"PETS DELI Rundum-Sorglos-Paket für Katzen (für einen Monat)",68.9000,1,1,"Individuelle PETS DELI Menü's, perfekt angepasst an Ihr Tier.",120071488,1,"/r/u/rundumsorglospaket_katze_kopie.jpg","2014-04-29 00:00:00","2018-12-30 00:00:00",2,"/r/u/rundumsorglospaket_katze_kopie.jpg","/rundumsorglospaket-katze","/rundumsorglospaket-katze.html",4,"150g",1,NULL,"G","G","2-3 Tage",NULL,NULL
123,"simple",0,"PETS DELI Brustbeinknochen vom Rind groß",4.0000,NULL,0,"PETS DELI Brustbeinknochen mit Frischfleisch vom Rind.
",55146270,NULL,"/d/e/deli_1300_b.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/d/e/deli_1300_b.jpg","/brustbeinknochen","/brustbeinknochen.html",4,"200 bis 300g",NULL,NULL,"KG","KG","2-3 Tage","1,33",NULL
124,"simple",0,"PETS DELI Cookies Rinder-Minis 100g",4.0000,NULL,0,"PETS DELI Cookies.",11954913837,NULL,"/d/e/deli_1302_a.jpg",NULL,NULL,2,"/d/e/deli_1302_a.jpg","/rinder-minis","/rinder-minis.html",4,"100g",NULL,NULL,"G","G","1-2 Werktage",4.00,NULL
125,"simple",0,"PETS DELI Cookies Puten-Minis 100g",4.0000,NULL,0,"PETS DELI Cookies.",11954913839,NULL,"/d/e/deli_1303_a.jpg",NULL,NULL,2,"/d/e/deli_1303_a.jpg","/puten-minis","/puten-minis.html",4,"100g",NULL,NULL,"G","G","1-2 Werktage",4.00,NULL
138,"simple",1,"PETS DELI Menübox für Katzen Hirschfleisch",1.5000,NULL,0,"Fertige Menübox mit zartem Hirschfilet, Kürbis und Kartoffeln.",70005,NULL,"/w/i/wild_1.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/w/i/wild_1.jpg","/menubox-hirsch-katze","/menubox-hirsch-katze.html",4,"150g",NULL,NULL,"KG","KG","2-3 Tage",1.00,NULL
139,"simple",1,"PETS DELI Menübox für Katzen Rotbarschfilet",1.5000,NULL,0,"Fertige Menübox mit zartem Rotbarschfilet, Bananen und Reis.",70006,NULL,"/f/i/fisch_1.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/f/i/fisch_1.jpg","/menubox-fisch-katze","/menubox-fisch-katze.html",4,"150g",NULL,NULL,"KG","KG","2-3 Tage",1.00,NULL
142,"simple",1,"PETS DELI Menübox für Hunde Känguru hypoallergen",2.0000,NULL,1,"Fertige Menübox mit bestem Fleisch vom Känguru mit pürierten Karotten.",80004,NULL,"/k/_/k_nguru_hypo.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/k/_/k_nguru_hypo.jpg","/menubox-kaenguru-hund-getreidefrei","/menubox-kaenguru-hund-getreidefrei.html",4,"250g oder 500g",NULL,NULL,"KG","KG","2-3 Tage",0.80,NULL
143,"simple",1,"PETS DELI Menübox für Hunde Hühnerbrustfilet Diät/Light",2.0000,NULL,1,"Fertige Menübox mit Hühnerbrustfilet mit pürierten Karotten.",80000,NULL,"/h/u/huhn_light.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/h/u/huhn_light.jpg","/menubox-huhn-hund-light","/menubox-huhn-hund-light.html",4,"250g oder 500g",NULL,NULL,"KG","KG","2-3 Tage",0.80,NULL
144,"simple",0,"PETS DELI Kräuter-Mix 100g für Hunde",14.9000,NULL,0,"PETS DELI Supplements",122553302,NULL,"/m/f/mfd_1277_a.jpg",NULL,NULL,2,"/m/f/mfd_1277_a.jpg","/kraeuter-mix","/kraeuter-mix.html",4,"100g",NULL,NULL,"G","G","1-2 Werktage","14,90",NULL
