product,relation_type,rule,is_rebuild_scheduled
115,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""DELL""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
116,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""Fujitsu""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
117,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""Fujitsu""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
118,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""Fujitsu""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
119,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""Fujitsu""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
120,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""Fujitsu""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
121,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""HP""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
122,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""HP""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
123,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""HP""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
124,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""HP""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
125,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""HP""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
126,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""HP""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
127,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Pc's/Workstations""},{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""greater"",""value"":""HP""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
132,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
134,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
135,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
136,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
137,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
138,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
139,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
141,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
144,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
145,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
146,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
147,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
148,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
149,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
150,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
152,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
153,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
154,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
155,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_category_name"",""field"":""spy_category_attribute.name"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Notebooks""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
156,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Acer""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
157,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Asus""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
159,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Asus""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
160,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Asus""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
161,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Asus""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
163,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Asus""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
165,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Asus""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
166,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Asus""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
173,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Samsung""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
175,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Samsung""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
176,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Samsung""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
177,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Samsung""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
178,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Samsung""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
180,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Samsung""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
182,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Samsung""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
183,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
184,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Canon""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
185,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Canon""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
191,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Samsung""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
193,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
194,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
196,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
198,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
199,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
200,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
201,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
202,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
203,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
204,related-products,"{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product.json.brand"",""field"":""spy_product_abstract.attributes"",""type"":""string"",""input"":""text"",""operator"":""equal"",""value"":""Sony""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}",1
