feature_id,sid,tid,measure_id,type,class,limit_direction,searchable,restricted_values,updated,last_published,value_sorting,avoid_auto_ordering,num_products,highlight_supplier_id,brand_specific
8037,73475,11128,32,range,0,0,0,,2011-04-15 15:10:09,1302873009,0,0,1678,0,0
8038,73476,11129,24,numerical,0,0,0,,2011-04-15 15:10:09,1302873009,0,0,791,0,0
8039,73477,11130,24,numerical,0,0,0,,2011-04-15 15:10:09,1302873009,0,0,448,0,0
8040,73478,11131,24,numerical,0,0,0,,2011-04-15 15:10:09,1302873009,0,0,430,0,0
8041,73479,11132,29,multi_dropdown,0,0,0,Trimming\nResizing\nRotating\nCrop,2011-04-15 17:10:12,1302880212,0,0,7399,0,0
8042,73483,11136,29,multi_dropdown,0,0,0,AAC\nAIFF\nAPE\nASF\nFLAC\nMIDI\nMP1\nMP2\nMP3\nOGG\nQTFF\nWAV\nWMA\nCD-A\nCD-A2,2011-04-19 11:10:21,1303204221,0,0,195,0,0
8043,73484,11137,29,multi_dropdown,0,0,0,AAC\nAIFF\nAPE\nASF\nFLAC\nMIDI\nMP1\nMP2\nMP3\nOGG\nQTFF\nWAV\nWMA\nCD-A\nCD-A2,2011-04-19 11:10:21,1303204221,0,0,155,0,0
8044,73490,11143,29,dropdown,0,0,0,Phisical\nPolitical\nCelestial,2011-04-19 15:10:14,1303218614,0,0,24,0,0
8045,73491,11144,29,multi_dropdown,0,0,0,Classic\nChild\nSouvenir\nArmillary sphere\nElectronic,2013-01-02 10:30:40,1303218614,0,0,24,0,0
8046,73492,11145,29,y_n,0,0,0,,2011-04-19 15:10:14,1303218614,0,0,4,0,0
8047,73493,11146,24,numerical,0,0,0,,2011-04-19 15:10:14,1303218614,0,0,3,0,0
8048,73494,11147,29,dropdown,0,0,0,Acryl\nPlastic\nMetal,2015-10-13 11:42:23,1303218614,0,0,21,0,0
8049,73501,11154,165,numerical,0,0,0,,2011-04-20 11:10:05,1303290605,0,0,17673,0,0
8050,73502,11155,29,multi_dropdown,0,0,0,Auto\nIndoor\nOutdoor,2011-04-20 11:10:05,1303290605,0,0,13069,0,0
8051,73503,11156,26,dropdown,0,0,0,Y\nN,2011-04-20 13:10:03,1303297803,0,0,3576,0,0
8052,73504,11157,33,numerical,0,0,0,,2011-04-20 13:10:03,1303297803,0,0,955,0,0
8053,73505,11158,29,text,0,0,0,,2011-07-11 10:32:13,1303305017,0,0,14629,0,0
8054,73510,11163,38,numerical,0,0,0,,2011-04-20 17:10:20,1303312220,0,0,78,0,0
8055,73511,11164,29,multi_dropdown,0,0,0,4100\n6100\n2000\n8000\n4000\n6000\n6200\n4200\n1000\n6300\n3000,2015-08-03 09:25:21,1303312220,0,0,156,0,0
8056,73512,11165,29,multi_dropdown,0,0,0,Memory card\nHDD\nOptical disc\nVideotape\nSSD\nNAND,2011-10-07 15:19:26,1303319416,0,0,1450,0,0
8057,73513,11166,165,numerical,0,0,0,,2011-04-20 21:10:09,1303326609,0,0,1360,0,0
8058,73514,11167,165,numerical,0,0,0,,2011-04-20 21:10:09,1303326609,0,0,820,0,0
8059,73515,11168,29,dropdown,0,0,0,DIGIC DV II\nDIGIC DV III\nBIONZ\n2 x DIGIC 5+\nDIGIC DV IV\nBIONZ X\nDIGIC 4+\nDIGIC 5\nDIGIC 6\n2 x DIGIC 4\nEXPEED C2\nDIGIC 5+\nLeica Maestro\nEXPEED 3,2016-01-23 11:36:35,1303326609,0,0,847,0,0
8060,73516,11169,29,multi_dropdown,0,0,0,Brightness\nContrast\nSharpness\nColour depth\nSaturation,2011-04-20 21:10:09,1303326609,0,0,876,0,0
8061,73517,11170,26,dropdown,0,0,0,Y\nN,2011-04-20 21:10:09,1303326609,0,0,159,0,0
8062,73518,11171,29,dropdown,0,0,0,Optical\nDigital\nHybrid,2013-05-14 10:04:53,1303333832,0,0,540,0,0
8063,73519,11172,26,dropdown,0,0,0,Y\nN,2011-04-20 23:10:32,1303333832,0,0,196,0,0
8064,73520,11173,26,dropdown,0,0,0,Y\nN,2011-04-20 23:10:32,1303333832,0,0,4109,0,0
8065,73522,11175,26,dropdown,0,0,0,Y\nN,2011-04-21 09:10:05,1303369805,0,0,564,0,0
8070,73527,11180,23,multi_dropdown,0,0,0,400\n800,2011-04-21 13:10:13,1303384213,0,0,331,0,0
8071,73528,11181,68,multi_dropdown,0,0,0,1.5\n3\n6,2011-04-21 13:10:13,1303384213,0,0,268,0,0
8072,73530,11183,29,multi_dropdown,0,3,0,Water resistant\nDust resistant\nShock resistant\nSplash proof\nFreeze resistant\nScratch resistant\nExplosion proof\nBulletproof\nHeat resistant\nSolvent resistant\nUnspecified\nVandal-proof\nCrash proof\nFireproof\nRadiation resistant\nX-ray-proof\nFuel-resistant\nMagnet proof\nPressure resistance\nTemperature proof\nVibration proof\nSnow resistant,2015-10-13 10:42:37,1444727405,0,0,140989,0,0
8073,73531,11184,23,multi_dropdown,0,0,0,12\n480\n5000,2011-04-21 13:10:13,1303384213,0,0,2948,0,0
8074,73536,11189,26,y_n,0,3,0,Y\nN,2012-07-06 16:09:41,1341587418,0,0,92763,0,0
8075,73537,11190,29,y_n,0,0,0,,2011-04-21 17:10:07,1303398607,0,0,56,0,0
8076,73538,11191,29,y_n,0,0,0,,2011-04-21 17:10:07,1303398607,0,0,80,0,0
8078,73540,11193,26,dropdown,0,0,0,Y\nN,2011-04-21 17:10:07,1303398607,0,0,137,0,0
8080,73545,11198,26,y_n,0,0,0,,2016-01-23 15:24:53,1303477828,0,0,12,0,0
8081,73549,11202,46,numerical,0,0,0,,2011-04-22 17:10:24,1303485024,0,0,74,0,0
8082,73552,11205,85,numerical,0,0,0,,2011-04-22 19:10:57,1303492257,0,0,0,0,0
8083,73553,11206,207,range,0,0,0,,2011-05-04 23:10:55,1304543455,0,0,0,0,0
8084,73556,11209,29,dropdown,0,0,0,Fixed\nTrimmer\nVariable,2011-04-26 09:10:11,1303801811,0,0,228,0,0
8085,73557,11210,29,dropdown,0,0,0,Aluminium\nCeramic\nFilm\nGas\nMetallized paper\nMica\nOil\nPeper\nTantalum\nVacuum,2011-04-26 09:10:11,1303801811,0,0,258,0,0
8086,73558,11211,29,numerical,0,0,0,,2011-04-26 11:10:07,1303809007,0,0,433,0,0
8087,73559,11212,64,numerical,0,0,0,,2011-04-26 13:10:27,1303816227,0,0,220,0,0
8088,73560,11213,64,numerical,0,0,0,,2011-04-26 13:10:27,1303816227,0,0,367,0,0
8089,73561,11214,64,numerical,0,0,0,,2011-04-26 13:10:27,1303816227,0,0,43,0,0
8090,73564,11216,29,dropdown,0,0,0,Adapter\nAerator\nBushing\nCap\nConnector\nCoupling\nCross\nElbow\nNipple\nPlug\nReducer\nTee\nUnion\nWater stopper,2011-04-26 15:10:12,1303823412,0,0,68,0,0
8091,73565,11217,24,numerical,0,0,0,,2011-04-27 09:10:27,1303888227,0,0,128,0,0
8092,73566,11218,29,numerical,0,0,0,,2011-04-27 09:10:27,1303888227,0,0,154,0,0
8093,73567,11219,29,numerical,0,0,0,,2011-04-27 09:10:27,1303888227,0,0,12,0,0
8094,73568,11220,29,y_n,0,0,0,,2011-04-27 11:10:22,1303895422,0,0,223,0,0
8095,73569,11221,29,dropdown,0,3,0,2\n4\n6\n10\n16\nN\n3,2014-02-06 09:46:48,1303902617,0,0,17473,0,0
8096,73574,11226,44,numerical,0,0,0,,2011-04-27 17:10:08,1303917008,0,0,629,0,0
8097,73580,11232,29,dropdown,0,0,0,Capacitive\nResistive\nInfrared,2015-02-25 13:52:58,1304068205,0,0,37104,0,0
8098,73581,11233,29,y_n,0,0,0,,2011-04-29 13:11:09,1304075469,0,0,1824,0,0
8099,73583,11235,29,dropdown,0,0,0,CI\nCI+,2011-04-29 15:10:07,1304082607,0,0,97,0,0
8100,73584,11236,29,y_n,0,0,0,,2011-05-02 23:10:12,1304370612,0,0,17083,0,0
8101,73590,11242,24,numerical,0,0,0,,2011-05-04 13:10:05,1304507405,0,0,133,0,0
8102,73594,11245,29,multi_dropdown,0,0,0,Combination\nFlat key\nRound key\nN\nUnspecified,2011-05-04 17:13:44,1304522024,0,0,874,0,0
8103,73595,11246,29,dropdown,0,0,0,1\n2\n3\n4,2011-05-04 17:13:44,1304522024,0,0,213,0,0
8104,73597,11248,17,numerical,0,0,0,,2011-05-04 17:13:44,1304522024,0,0,14,0,0
8105,73598,11250,29,numerical,0,0,0,,2011-05-04 23:10:55,1304543455,0,0,1979,0,0
8106,73599,11251,29,dropdown,0,0,0,Auto,2011-05-04 23:10:55,1304543455,0,0,3,0,0
8107,73600,11252,29,dropdown,0,0,0,1.3\n2.0\n2.01\n2.03\n2.1\n2.2\n2.3\n2.31\n2.32\n3.21\n2.4,2013-06-19 14:16:27,1304579426,0,0,2303,0,0
8108,73601,11253,29,dropdown,0,0,0,2.91\n2.92,2011-05-05 09:10:26,1304579426,0,0,766,0,0
8109,73602,11254,29,multi_dropdown,0,0,0,Top\nSide,2013-11-04 15:56:38,1310735355,0,0,1465,0,0
8110,73603,11255,29,dropdown,0,0,0,80 PLUS\n80 PLUS Bronze\n80 PLUS Silver\n80 PLUS Gold\n80 PLUS Platinum\n80 PLUS Titanium,2014-08-25 13:46:06,1304579426,0,0,2151,0,0
8111,73604,11256,29,dropdown,0,0,0,Active\nPassive,2011-09-12 09:27:38,1304579426,0,0,2276,0,0
8112,73606,11258,29,multi_dropdown,0,0,0,Anti Rotation Pins\nCombination/Key Code Registration\nLike Keyed\nMaster Keyed\nSafe\nSafe Premium\nSafe Pro\nT-Bar,2011-05-05 09:10:26,1304579426,0,0,145,0,0
8113,73607,11259,29,dropdown,0,0,0,Ball\nFluid\nGimbal\nPan\nPanoramic,2011-05-05 09:10:26,1304579426,0,0,216,0,0
8114,73608,11260,28,numerical,0,0,0,,2011-05-05 09:10:26,1304579426,0,0,811,0,0
8115,73609,11261,32,range,0,0,0,,2011-05-05 09:10:26,1304579426,0,0,58,0,0
8116,73610,11262,32,range,0,0,0,,2011-05-05 09:10:26,1304579426,0,0,45,0,0
8117,73611,11263,32,range,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,1,0,0
8118,73612,11264,32,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,86,0,0
8119,73613,11265,44,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,1912,0,0
8120,73614,11266,44,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,1716,0,0
8121,73615,11267,44,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,1899,0,0
8122,73616,11268,44,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,1636,0,0
8123,73617,11269,44,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,1637,0,0
8124,73618,11270,41,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,2535,0,0
8125,73619,11271,41,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,1744,0,0
8126,73620,11272,41,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,2532,0,0
8127,73621,11273,41,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,2456,0,0
8128,73622,11274,41,numerical,0,0,0,,2011-05-05 11:10:10,1304586610,0,0,2465,0,0
8129,73624,11276,29,multi_dropdown,0,0,0,Cat5\nCat5e\nCat6\nCat7\nCat6e\nCat6a\nFiber,2014-08-29 10:47:50,1304601041,0,0,1247,0,0
8130,73625,11277,29,numerical,0,0,0,,2011-05-05 17:14:59,1304608499,0,0,1507,0,0
8131,73626,11278,29,numerical,0,0,0,,2011-05-05 17:14:59,1304608499,0,0,175,0,0
8132,73627,11279,26,dropdown,0,0,0,Y\nN,2011-05-06 21:11:02,1304709062,0,0,17506,0,0
8133,73630,11282,29,dropdown,0,0,0,1x 80 mm\n1x 92 mm\n1x 120 mm\n1x 140 mm\n1x 200 mm\n1x 230 mm\n2x 92 mm\n3x 140 mm\n3x 120 mm\n2x 120 mm\n2x 140 mm\n1x 180 mm\n1x 140 mm/1x 120 mm\n1x 90 mm\n1x 60 mm\n2x 60 mm\n2x 80 mm\n2x 90 mm\n3x 80 mm\n4x 80 mm\n1x 80 mm/1x 120 mm\n1x 50 mm\n4 x 140 mm\n2x 40 mm\n2x 180 mm,2015-05-06 17:39:01,1304673017,0,0,1670,0,0
8134,73631,11283,29,numerical,0,0,0,,2011-05-06 11:10:17,1304673017,0,0,1833,0,0
8135,73632,11284,29,dropdown,0,0,0,Binaural\nMonaural,2013-11-04 16:33:03,1304673017,0,0,16417,0,0
8136,73635,11287,29,multi_dropdown,0,0,0,Head-band\nNeck-band\nEar-hook\nIn-ear\nStethoset\nUnder-chin\nUnspecified\nHelmet\nWrist\nBeanie\nHandheld,2016-01-04 16:31:53,1315905044,0,0,22864,0,0
8137,73636,11288,24,multi_dropdown,0,0,0,40\n60\n70\n80\n92\n120\n130\n140\n200\n230\n90\n180\n170\n240,2015-09-24 16:12:53,1304673017,0,0,2200,0,0
8138,73637,11289,29,multi_dropdown,0,0,0,C1 coupler\nC2 coupler\nC3 coupler\nC4 coupler\nC5 coupler\nC6 coupler\nC7 coupler\nC8 coupler\nC9 coupler\nC10 coupler\nC11 coupler\nC12 coupler\nC13 coupler\nC14 coupler\nC15 coupler\nC16 coupler\nC17 coupler\nC18 coupler\nC19 coupler\nC20 coupler\nC21 coupler\nC22 coupler\nC23 coupler\nC24 coupler\nNEMA 1–15P\nNEMA 1–15R\nNEMA 1–20P\nNEMA 1–20R\nNEMA 1–30P\nNEMA 2–15\nNEMA 2–20\nNEMA 2–30\nNEMA 5–15\nNEMA 5–15P\nNEMA 5–15R\nNEMA 5–20\nNEMA 5–20P\nNEMA 5–20R\nNEMA 5–30\nNEMA 6–15\nNEMA 6–15P\nNEMA 6–20\nNEMA 6–20P\nNEMA 6–20R\nNEMA 6–30\nNEMA 10–30\nNEMA 10–50\nNEMA 14–30\nNEMA 14–50\nNEMA TT–30\nType D\nType E (FR)\nType F (Schuko)\nType E / F\nType G (BS 1363)\nType H\nType I\nType J\nType L\nType M\nUnspecified\nNEMA L6-30R\nNEMA 6–30R\nBS 1363\nNEMA L6-30P\nNEMA L5-20R\nNEMA L6-20R\nIEC 309 516C6\nNEMA L5-30R\nNEMA 6-15R\nNEMA L15-30R\nNEMA L6-15R\nNEMA L21-20\nNEMA L14-30R\nTerminal\nType C\nNEMA L5–15R\nIEC 60309\nNEMA L21-30P\nNBR 14136\nType B\nType A\n Type B\nType K,2015-11-02 16:27:54,1304687514,0,0,5030,0,0
8139,73638,11290,24,multi_dropdown,0,0,0,40\n60\n70\n80\n92\n120\n130\n140\n200\n230\n220\n90\n180\n250\n190\n50,2012-11-16 13:57:32,1304673017,0,0,1273,0,0
8140,73639,11291,24,multi_dropdown,0,0,0,40\n60\n70\n80\n92\n120\n130\n140\n200\n230\n50\n90,2012-05-08 08:42:14,1304673017,0,0,2522,0,0
8141,73640,11292,24,multi_dropdown,0,0,0,40\n60\n70\n80\n92\n120\n130\n140\n170\n200\n230\n90\n180\n240,2015-09-24 16:12:52,1304673017,0,0,1140,0,0
8142,73641,11293,24,multi_dropdown,0,0,0,40\n60\n70\n80\n92\n120\n130\n140\n200\n230\n180\n90,2012-07-30 12:08:46,1304673017,0,0,687,0,0
8143,73642,11294,29,numerical,0,0,0,,2011-05-06 13:10:31,1304680231,0,0,1129,0,0
8144,73643,11295,29,numerical,0,0,0,,2011-05-06 13:29:11,1304680231,0,0,2042,0,0
8145,73644,11296,29,numerical,0,0,0,,2011-05-06 13:10:31,1304680231,0,0,1054,0,0
8146,73645,11297,29,numerical,0,0,0,,2011-05-06 13:10:31,1304680231,0,0,695,0,0
8147,73646,11298,29,multi_dropdown,0,0,0,THX TruStudio\nVoiceFX\nNoiseGard\nWindSmart,2011-05-06 15:11:54,1304687514,0,0,1,0,0
8148,73647,11299,29,multi_dropdown,0,0,0,1x 80 mm\n1x 92 mm\n1x 120 mm\n1x 200 mm\n1x 230 mm\n2x 40 mm\n2x 60 mm\n2x 80 mm\n2x 120 mm\n1x 140 mm\n1x 220 mm\n1x 220 mm\n1x 180 mm\n1x 100 mm\n1x 250 mm\n1x 60 mm\n2x 140 mm\n1x 190 mm\n2x 230 mm\n1x 170 mm\n3x 120 mm\n4x 120 mm,2013-03-21 08:58:55,1304680231,0,0,305,0,0
8149,73648,11300,29,dropdown,0,0,0,1x 120 mm\n1x 140 mm\n1x 170 mm\n1x 200 mm\n1x 230 mm\n2x 80 mm\n2x 92 mm\n2x 120 mm\n1x 180 mm\n2x 140 mm\n1x 80 mm\n3x 120mm\n4x 80 mm\n2x 230 mm\n2x 200 mm\n1x 200mm,2014-03-20 09:55:21,1304680231,0,0,542,0,0
8150,73651,11303,29,dropdown,0,0,0,1x 80 mm\n1x 92 mm\n1x 120 mm\n1x 140 mm\n2x 80 mm\n2x 120 mm\n2x 140 mm\n1x 90 mm\n1x 50 mm\n2x 60 mm\n2x 70 mm\n1x 60 mm\n3x 80mm\n1x 40 mm\n1x 120 mm/1x 140 mm\n2x 92 mm\n1x 180 mm,2014-03-20 11:51:15,1304687514,0,0,2112,0,0
8151,73652,11304,29,dropdown,0,0,0,1x 80 mm\n1x 120 mm\n1x 140 mm\n2x 80 mm\n3x 180 mm\n2x 120 mm\n2 x 180 mm\n2 x 140 mm,2015-03-17 15:18:46,1304687514,0,0,104,0,0
8152,73653,11305,29,y_n,0,0,0,,2011-05-06 15:11:54,1304687514,0,0,0,0,0
8153,73662,11314,29,multi_dropdown,0,0,0,Basic\nMetered\nMonitored\nSwitched\nModular\nManaged,2015-11-15 10:47:58,1304694796,0,0,2182,0,0
8154,73663,11315,29,multi_dropdown,0,0,0,Current\nHumidity\nTemperature,2011-05-06 17:13:16,1304694796,0,0,203,0,0
8155,73664,11316,29,multi_dropdown,0,0,0,Lock-out\nRecycle\nTurn on\nTurn off,2011-05-06 17:13:16,1304694796,0,0,80,0,0
8156,73665,11317,29,dropdown,0,3,0,Acer\nAmazon\nPhase\nLilliput\nHummer\nGMC\nLand Rover\nInfiniti\nLexus\nSmart\nAny brand\nPentax\nVolvo\nSaturn\nBuick\nSubaru\nLincoln\nOlympus\nToyota\nDodge\nApple\nBendixking\nArchos\nAutovision\nBarnes & Noble\nBlackBerry\nCreative\nLeica\nDell\nGarmin\nHP\nHTC\niRiver\nKurio\nLG\nMotorola\nNikon\nNintendo\nNokia\nPackard Bell\nPalm\nPanasonic\nPlantronics\nPsion\nSamsung\nSiemens\nSony Ericsson\nSony\nTom-Tom\nToshiba\nViliv\nZTE\nSteelseries\nLenovo\nAsus\nDatalogic\nJanam\nIcarus\nIntermec\nEmporia\nCisco\nTriSquare\nFujitsu\nNavigon\nPocketbook\nHannspree\nEnergy Sistem\nDoro\nViewsonic\nKobo\nUniversal\nCowon\nStorage Options\nFujifilm\nSonim\nBeBook\nAgfeo\nMemup\nAscom\nAlcatel\nCanon\nMitac\nUnitech\nMedion\nSeagate\nPolycom\nArezzo\nFalk\nMagellan\nFlowgistics\nCasio\nLeap Frog\nHuawei\nT-Mobile\nGoogle\nMeebox\nCaterpillar\nSansa\nBecker\nGetac\nEasypix\nMatsunichi\nE-ten\nbq\nSPCinternet\nMediacom\nMotion Computing\nOlivetti\nOregon Scientific\nQtek\nMidland\nMio\nNavGear\nMobistel\nHamlet\nO2\nVodafone\nViaMichelin\nLogitech\nPandigital\nBlaupunkt\nRicoh\nBookeen\nHoneywell\nGoPro\nAluratek\nJVC\nSocket Mobile\nTrekstor\nMicrosoft\nNGM\nPrimux\nPrestigio\nDrift\nWestern Digital\nCrono\nPoint of View\nSagem\n3M\nWacom\nBrother\nNew Majestic\nVupoint Solutions\nContour\nGeneral Electric\nInnostream\nNavman\nSigma\nOdys\nGeneral Mobile\nWiko\nPolaroid\nBose\nBenq\nWoxter\nSanyo\nOxx\nVisual Land\nIRex\nWeTab\nAT&T\nTrimble\nPantech\nKyocera\n3GO\nNabi\nAvaya\nDigix\nRollei\nSharp\nCoby\nKenwood\nEclipse\nJensen\nPioneer\nClarion\nFarenheit\nDuel\nInsignia\nPhicomm\nNGS\nYarvik\nNHJ\nVosonic\nAlpine\nApex\nPhilips\nKingston\nEpson\nRCA\nSandisk\nTDK\nCreative Labs\nTapwave\nDigital Cube\nMpio\nJetAudio\nPyle\nSonicBlue\nPhase Linear\nXenarc\nFuhu\nMoto\nAvus\nHisense\nOptoma\nBrondi\nGE\nSnakebyte\nMaya\nBraun\nAgfa\ni-mate\nKodak\ni-INN\ni-onik\nGoClever\nSimvalley Mobile\nBeats by Dr. Dre\nSmeg\nBLU\nDT Research\nIce Phone\nCelkon\nRoberts\nBinatone\nNeingrenze\nTechniSat\nLytro\nTeleco\nTecmobile\nCAT\nAmazeTech\nHero\nAT Mobile\nBixolon\nFlip\nOpenmoko\nMepamsa\nMySAGA\niFOE\niDeaUSA\nBarco\nKazam\nSonos\nISAW\nAiris\nLRP\nDXG\nSkygolf\nPebble\nOWC\nOpticron\nintertechno\nHomeMatic\nEVA STAMPAGGI\nXiaomi\nOPPO\nGionee\nOnePlus\nTamrac\nSTEINEL\nSpektrum\nGefen\nJabra\nInsteon\nMyfox\nThomson\nNilox\nElo TouchSystems\nFaber\nKarbonn\nMicromax\nSpice Dream\nBigben\nLindy\nTrio\nAGAiT\nOlympia\noray\nTechly\nREDMOND\nMartian\nRazer\nNike+\nFitbit\nPolar\nNook\nTHL\nSuunto\nNovation\nMULTIPLEX\nTolino\nsnom\nPivos\nEVGA\nDigiLand\nAlecto\nJiayu\nRaidsonic\nWindows\nMeriva Security\nHitec\nTely Labs\nSYMBOL\nGrundig\nChiligreen\nJenoptik\nVoigtländer\nGeneral Imaging\nJaycam\nAkai\nHyundai\nBLUEMEDIA\nDuracell\nOrange\nParrot\nEinhell\nSwissvoice\nSennheiser\nAxceze\nGigaByte\nSlendertone\nPhoenix Technologies\nBOSCH\nHitachi\nBlack&Decker\nVeho\nCube\nColorovo\nZOPO\nSanwa\nNovy\nDeWalt\nMyWiGo\nMiele\nMSI\nAlinco\nEi Electronics\nAlan\nBlade\nSECO-LARM\nFUJITSU-SIEMENS\nAcoustic\nAnexTEK\nApproach\nAstell&Kern\nAudiovox\nBenQ-Siemens\nContax\nEagle\neDigital\nEten\nFenix\nFisher\nForerunner\nFuruno\nGarminfone\nGizmondo\nHasbro\nHasselblad\nHelio\nHumminbird\niBasso\niHealth\niLuv\nInmarsat\nLeaf\nLeapfrog\nLowrance\nMamiya\nMinolta\nMWG\nNEC\nPharos\nPhase\nPure\nRaymarine\nRed\nRIM\nRoyal\nSierra\nSimrad\nSirius\nSlacker\nSonyEricsson\nSprint\nTDS\nTiger\nTomTom\nVadem\nVerizon\nVertu\nVideoNow\nVirgin\nVivitar\nVtech\nJolla\nGorenje\nTivoli\niNew\nkingzone\nVexia\nKlarstein\nGraupner\nGigaware\nWolverine\nConstructa\nInventum\nRobby Wash\nLatte\nBadgy\nWhirlpool\nCUBE1\nNVIDIA\nHumax\nMeizu\nMaginon\nTraveler\nKingSing\nStarmobile\nAmoi\nNeonode\nSendo\nLava\nIcemobile\nMakita\nXolo\nMyNav\nMegapix\nZen Mobile\nPentagram\nLumigon\ni-mobile\nVerykool\nKathrein\nAcura\nAMX\nAres\nAudi\nAvMap\nBanks\nBendixking\nBMW\nBoss\nCallaway\nCobra\nDelorme\nDelphi\nEscort\nEvesham\nExpresso\nFine\nFord\nForesight\nGM\nGolf\nHarman\nJaguar\nLilliput\nMercedes Benz\nMitsubishi\nMobile\nNav\nNavigation\nNextar\nNissan\nNovogo\nOmniTech\nOnCourse\nONIX\nOnpar\nPorsche\nRand\nRoadmaster\nSaab\nSKY\nTeleType\nTom\nV7\nVia\nVolkswagen\nWhistler\nCadillac\nCarminat\nChevrolet\nChicago\nMazda\nKia\nScion\nJeep\nMercury\nMeridian\nMichelin\nPontiac\nSuzuki\nZumo\nChrysler\nHonda\nPrimera Trio\nDJI\nKönig\niSmart Alarm\nNextbase\nNextbase\nZen,2016-02-06 16:33:56,1365426694,0,0,307408,0,0
8157,73666,11318,29,dropdown,0,0,0,Dynamic\nElectrostatic\nBalanced\nHybrid\nMylar,2014-12-16 16:20:42,1304709062,0,0,4409,0,0
8158,73667,11319,29,multi_dropdown,0,0,0,Nokia AV\niPhone\n3.5 mm\n6.3 mm\n2.5 mm\nRCA\nFlight,2014-06-09 12:27:17,1304709062,0,0,720,0,0
8159,73668,11320,26,dropdown,0,0,0,Y\nN,2011-05-06 21:11:02,1304709062,0,0,424,0,0
8160,73669,11321,29,multi_dropdown,0,0,0,Volume +\nVolume -\nPlay/pause\nMulti-key\nTrack >\nTrack <\nBluetooth pairing\nPTT,2014-05-23 11:51:43,1304709062,0,0,1809,0,0
8161,73670,11322,26,dropdown,0,0,0,Y\nN,2011-05-06 23:11:37,1304716297,0,0,1284,0,0
8162,73671,11323,29,multi_dropdown,0,0,0,2.0mm charger\n2.5mm\n2.5mm Nokia\n3.5mm stereo\n3.5mm Nokia\n3.5mm Sagem\n6.3mm\nMini-USB\nMicro-USB\nLG plug\niPhone plug\nMotorola plug\nSamsung plug\nSony Ericsson plug,2013-11-04 17:08:04,1304766689,0,0,552,0,0
8163,73672,11324,54,numerical,0,0,0,,2011-05-10 09:10:25,1305011425,0,0,223,0,0
8164,73673,11325,54,numerical,0,0,0,,2011-05-10 09:10:25,1305011425,0,0,132,0,0
8165,73674,11326,29,y_n,0,0,0,,2011-05-10 09:10:25,1305011425,0,0,2418,0,0
8166,73681,11333,29,dropdown,0,0,0,A4\nA3\nLegal,2012-05-29 14:22:13,1305105038,0,0,115,0,0
8167,73682,11334,29,multi_dropdown,0,0,0,Standard\nFine\nSuper Fine\nPhoto,2011-05-11 11:10:38,1305105038,0,0,69,0,0
8168,73683,11335,55,numerical,0,0,0,,2012-11-19 13:10:02,1305112272,0,0,10,0,0
8169,73684,11336,29,dropdown,0,3,0,Wired handset\nWireless handset,2015-06-02 08:42:43,1387267817,0,0,507,0,0
8170,73685,11337,26,dropdown,0,0,0,Y\nN,2011-05-11 13:11:12,1305112272,0,0,39,0,0
8171,73689,11341,29,text,0,0,0,,2014-11-26 22:14:46,1417039808,0,0,2118,0,0
8172,73691,11342,75,numerical,0,0,0,,2013-01-02 16:24:12,1357143003,0,0,23658,0,0
8173,73692,11343,29,multi_dropdown,0,0,0,Bathroom\nBedroom\nChildren's room\nDining room\nEntrance\nGarage\nKitchen\nLaundry room\nLiving room\nOffice\nStorage room\nToilet\nPorch\nStudy\nGarden\nPatio\nFunctional,2016-02-04 14:44:59,1363097444,0,0,13786,0,0
8174,73693,11344,143,numerical,0,0,0,,2013-01-02 16:09:20,1357143003,0,0,13930,0,0
8175,73694,11345,49,numerical,0,0,0,,2013-01-02 15:36:34,1357143003,0,0,62,0,0
8176,73699,11350,153,numerical,0,0,0,,2011-05-12 11:10:25,1305191425,0,0,0,0,0
8177,73701,11352,29,dropdown,0,0,0,1:4\n1:4 - 1:9,2011-05-12 11:10:25,1305191425,0,0,0,0,0
8178,73704,11355,29,dropdown,0,0,0,Wide-angle\nStandard\nTelephoto\nSuper telephoto\nWide-angle zoom\nStandard zoom\nHigh power zoom\nClose-up,2013-10-25 19:58:15,1305198826,0,0,2381,0,0
8179,73705,11356,29,multi_dropdown,0,0,0,DCF 2.0\nDPOF 1.1\nExif 2.1\nExif 2.2\nExif 2.3\nExif 2.21\nRAW\nDCF\nMPF\nDPOF\nPRINT Image Matching III\nExif,2014-03-21 10:11:55,1305198826,0,0,6111,0,0
8180,73706,11357,29,y_n,0,3,0,Y\nN,2013-04-08 15:54:03,1365433915,0,0,917,0,0
8181,73708,11359,24,numerical,0,0,0,,2011-05-12 15:11:54,1305205914,0,0,264,0,0
