sku,variantId,price,price_type
24574680,1,1025,DEFAULT
24573793,1,2521,DEFAULT
24575213,1,2389,DEFAULT
3516236,1,2193,DEFAULT
24575330,1,2971,DEFAULT
24573792,1,314,DEFAULT
24575268,1,1969,DEFAULT
24573462,1,1611,DEFAULT
1311607,1,2261,DEFAULT
30328877,1,858,DEFAULT
9010491,1,2138,DEFAULT
22577759,1,195,DEFAULT
8618106,1,622,DEFAULT
8618107,2,652,DEFAULT
21921380,1,587,DEFAULT
1579196,1,800,DEFAULT
20810919,1,1807,DEFAULT
4817072,1,12,DEFAULT
318912,1,2511,DEFAULT
25157210,1,793,DEFAULT
3596352,1,1203,DEFAULT
6041699,1,2135,DEFAULT
5775041,1,94,DEFAULT
5844977,1,1814,DEFAULT
5815199,1,2248,DEFAULT
477149,1,1351,DEFAULT
5815200,1,2322,DEFAULT
4006620,1,1029,DEFAULT
4692117,1,2732,DEFAULT
9589700,1,2014,DEFAULT
8510248,1,2736,DEFAULT
2059484,1,758,DEFAULT
3436173,1,1535,DEFAULT
8962460,1,2125,DEFAULT
10584277,1,2952,DEFAULT
2152818,1,1507,DEFAULT
71498,1,2440,DEFAULT
7316550,1,1921,DEFAULT
8019228,1,118,DEFAULT
6080283,1,1702,DEFAULT
8962461,1,2780,DEFAULT
1369513,1,2256,DEFAULT
2059513,1,1897,DEFAULT
738165,1,402,DEFAULT
738166,1,2909,DEFAULT
15403433,1,2484,DEFAULT
483681,1,1202,DEFAULT
127092,1,1716,DEFAULT
122982,1,2497,DEFAULT
16030,1,714,DEFAULT
12022632,1,2510,DEFAULT
17739672,1,700,DEFAULT
8901870,1,2849,DEFAULT
20101564,1,2604,DEFAULT
13061271,1,2515,DEFAULT
6432430,1,2097,DEFAULT
5237919,1,956,DEFAULT
12506,1,1838,DEFAULT
69449,1,127,DEFAULT
5743824,1,689,DEFAULT
15011994,1,852,DEFAULT
8196012,1,2863,DEFAULT
8196013,1,1447,DEFAULT
2253459,1,2387,DEFAULT
793092,1,1989,DEFAULT
893278,1,1399,DEFAULT
842844,1,895,DEFAULT
708219,1,1429,DEFAULT
11577,1,321,DEFAULT
3465003,1,1013,DEFAULT
1646121,1,132,DEFAULT
126403,1,101,DEFAULT
1554122,1,270,DEFAULT
55130,1,2029,DEFAULT
338912,1,503,DEFAULT
56184,1,179,DEFAULT
16029026,1,1513,DEFAULT
1796477,1,1706,DEFAULT
1796476,1,1896,DEFAULT
99235,1,1011,DEFAULT
858338,1,2420,DEFAULT
458552,1,1406,DEFAULT
4792241,1,1712,DEFAULT
990314,1,2270,DEFAULT
14972509,1,1011,DEFAULT
7924242,1,1227,DEFAULT
8543688,1,1368,DEFAULT
23204852,1,1968,DEFAULT
9589715,1,65,DEFAULT
6266697,1,1495,DEFAULT
15672112,1,2657,DEFAULT
6729460,1,918,DEFAULT
7976834,1,1359,DEFAULT
9857148,1,1104,DEFAULT
5141513,1,306,DEFAULT
61565,1,349,DEFAULT
14512836,1,2504,DEFAULT
1005047,1,1201,DEFAULT
1005335,1,1778,DEFAULT
322194,1,2825,DEFAULT
19640088,1,2215,DEFAULT
3712841,1,1911,DEFAULT
3528810,1,2926,DEFAULT
1178178,1,2485,DEFAULT
496168,1,940,DEFAULT
14332979,1,430,DEFAULT
19225718,1,2665,DEFAULT
2704878,1,2454,DEFAULT
4147781,1,2136,DEFAULT
25901677,1,1562,DEFAULT
21352439,1,466,DEFAULT
23091938,1,1557,DEFAULT
7975068,1,2969,DEFAULT
7975202,1,2178,DEFAULT
25154829,1,827,DEFAULT
24370778,1,981,DEFAULT
81794,1,406,DEFAULT
1955466,1,2195,DEFAULT
457661,1,2949,DEFAULT
4470,1,472,DEFAULT
20985063,1,691,DEFAULT
1371235,1,2606,DEFAULT
703216,1,1390,DEFAULT
279994,1,2050,DEFAULT
352122,1,711,DEFAULT
268362,1,1696,DEFAULT
19366513,1,2399,DEFAULT
98679,1,216,DEFAULT
40673,1,2897,DEFAULT
34586,1,1178,DEFAULT
883828,1,42,DEFAULT
373331,1,2113,DEFAULT
66821,1,90,DEFAULT
66834,1,2968,DEFAULT
872862,1,1598,DEFAULT
923805,1,1030,DEFAULT
9865428,1,399,DEFAULT
18145481,1,1264,DEFAULT
18646059,1,484,DEFAULT
12390467,1,2536,DEFAULT
18145479,1,2827,DEFAULT
18145480,2,950,DEFAULT
17413572,1,1093,DEFAULT
18145484,1,2796,DEFAULT
13224319,1,129,DEFAULT
13767427,2,1920,DEFAULT
8267629,1,777,DEFAULT
15671828,1,535,DEFAULT
24219713,1,1116,DEFAULT
24219709,1,726,DEFAULT
12887459,1,1008,DEFAULT
13362893,1,1808,DEFAULT
25157209,1,333,DEFAULT
12595377,1,2398,DEFAULT
12882496,1,858,DEFAULT
18145478,1,1045,DEFAULT
20560263,1,1095,DEFAULT
18145482,1,258,DEFAULT
30231826,1,1261,DEFAULT
13448997,1,993,DEFAULT
11495071,1,1437,DEFAULT
12883305,2,1303,DEFAULT
30391628,1,106,DEFAULT
22158724,1,1528,DEFAULT
312788,1,1272,DEFAULT
711385,1,1705,DEFAULT
1269279,1,2558,DEFAULT
1269278,1,1671,DEFAULT
312505,1,2969,DEFAULT
667587,1,43,DEFAULT
1209414,1,1207,DEFAULT
1209412,1,2797,DEFAULT
836195,1,994,DEFAULT
9773895,1,2301,DEFAULT
282619,1,2593,DEFAULT
26778664,1,1123,DEFAULT
7820992,1,1222,DEFAULT
6499385,1,371,DEFAULT
2153751,1,1659,DEFAULT
6436132,1,2338,DEFAULT
134064,1,1097,DEFAULT
299354,1,2667,DEFAULT
29884191,1,1146,DEFAULT
14124271,1,1431,DEFAULT
14124272,2,2066,DEFAULT
6501613,1,2005,DEFAULT
13060505,1,2476,DEFAULT
1353961,1,161,DEFAULT
8981037,1,2264,DEFAULT
24692976,1,737,DEFAULT
16501,1,1154,DEFAULT
485166,1,702,DEFAULT
339015,1,2041,DEFAULT
15671823,1,1260,DEFAULT
15671825,2,2230,DEFAULT
15672377,3,313,DEFAULT
97261,1,2965,DEFAULT
15673172,1,1789,DEFAULT
339040,1,1985,DEFAULT
28716,1,2935,DEFAULT
653999,1,1832,DEFAULT
15673134,1,192,DEFAULT
123055,1,2732,DEFAULT
718807,2,2827,DEFAULT
15671622,1,2493,DEFAULT
264822,1,2326,DEFAULT
1353680,1,951,DEFAULT
1353679,1,715,DEFAULT
12580279,1,2697,DEFAULT
14653910,1,2610,DEFAULT
123057,1,54,DEFAULT
269792,2,795,DEFAULT
264823,1,2278,DEFAULT
860050,1,1201,DEFAULT
39471,1,2226,DEFAULT
12579827,1,1345,DEFAULT
17434086,1,207,DEFAULT
5242629,1,1702,DEFAULT
639803,1,1506,DEFAULT
24770245,1,2471,DEFAULT
2059494,1,2440,DEFAULT
24795327,1,2661,DEFAULT
24795325,1,174,DEFAULT
29856182,1,1481,DEFAULT
855260,1,922,DEFAULT
3916457,1,2405,DEFAULT
362462,1,1795,DEFAULT
5911746,1,887,DEFAULT
5911749,1,1194,DEFAULT
4852584,1,780,DEFAULT
1956984,1,823,DEFAULT
8538726,1,27,DEFAULT
1645482,1,972,DEFAULT
1893750,1,556,DEFAULT
274806,1,2854,DEFAULT
3898935,1,466,DEFAULT
387619,1,2882,DEFAULT
1893751,1,805,DEFAULT
1938589,1,1182,DEFAULT
1423673,1,2579,DEFAULT
304266,1,416,DEFAULT
312462,2,1237,DEFAULT
894547,1,375,DEFAULT
143648,1,2695,DEFAULT
1938591,1,2438,DEFAULT
548951,1,2601,DEFAULT
1956965,1,1040,DEFAULT
12552219,1,2646,DEFAULT
4601717,1,1304,DEFAULT
1858640,1,2547,DEFAULT
1972352,1,2118,DEFAULT
17146154,1,745,DEFAULT
1990694,1,2208,DEFAULT
5122375,1,2292,DEFAULT
9119707,1,2227,DEFAULT
19597013,1,130,DEFAULT
9857273,1,1697,DEFAULT
29882221,1,1022,DEFAULT
10995214,1,1018,DEFAULT
1310668,1,2892,DEFAULT
7978148,1,1802,DEFAULT
76480,1,1842,DEFAULT
27147698,1,2919,DEFAULT
25589676,1,2775,DEFAULT
28542958,1,2398,DEFAULT
28542959,2,2774,DEFAULT
8116424,1,242,DEFAULT
5816738,1,2281,DEFAULT
8033994,1,580,DEFAULT
1620675,1,1425,DEFAULT
1620673,1,1861,DEFAULT
1198827,1,996,DEFAULT
653628,1,2662,DEFAULT
1673,1,2236,DEFAULT
1676,1,692,DEFAULT
1675,1,2101,DEFAULT
1678,1,1838,DEFAULT
84258,1,1733,DEFAULT
2074,1,1747,DEFAULT
514175,1,143,DEFAULT
2478452,1,1280,DEFAULT
2804721,1,865,DEFAULT
13970068,1,888,DEFAULT
17975469,1,489,DEFAULT
8799158,1,158,DEFAULT
1381285,1,115,DEFAULT
917703,1,620,DEFAULT
35137,1,1856,DEFAULT
639888,1,1138,DEFAULT
34433,1,1639,DEFAULT
6032508,1,1749,DEFAULT
1674439,1,2941,DEFAULT
1105462,1,481,DEFAULT
1105460,1,1669,DEFAULT
2252386,1,2716,DEFAULT
5929634,1,2880,DEFAULT
15040793,1,1443,DEFAULT
15040814,1,2959,DEFAULT
16712958,1,2161,DEFAULT
18523620,1,2023,DEFAULT
19631487,1,1384,DEFAULT
13818587,1,1023,DEFAULT
13818597,1,20,DEFAULT
13818635,1,1047,DEFAULT
20424141,1,259,DEFAULT
12602221,1,713,DEFAULT
15672122,1,149,DEFAULT
19226695,1,2098,DEFAULT
15672335,1,2446,DEFAULT
15672336,1,1897,DEFAULT
15672340,1,2241,DEFAULT
17567055,1,726,DEFAULT
22895817,1,2763,DEFAULT
19227217,1,130,DEFAULT
15672832,1,1216,DEFAULT
15672844,1,2921,DEFAULT
17837075,1,246,DEFAULT
17680350,1,1836,DEFAULT
17680351,1,1778,DEFAULT
12734496,1,1384,DEFAULT
13091658,1,475,DEFAULT
4359950,1,527,DEFAULT
19237389,1,1325,DEFAULT
19237536,1,957,DEFAULT
16711958,1,2196,DEFAULT
12592079,1,1042,DEFAULT
12592117,1,837,DEFAULT
13448286,1,640,DEFAULT
12592253,1,1002,DEFAULT
12592254,1,2999,DEFAULT
19238252,1,2663,DEFAULT
18174347,1,2387,DEFAULT
12389599,1,1022,DEFAULT
17414223,1,2684,DEFAULT
18187866,1,434,DEFAULT
12595342,1,1282,DEFAULT
15676940,1,397,DEFAULT
12765345,1,584,DEFAULT
13456402,1,381,DEFAULT
15676997,1,2844,DEFAULT
13456816,1,2481,DEFAULT
5609202,1,2622,DEFAULT
27123710,1,570,DEFAULT
7907268,1,2244,DEFAULT
7137969,1,2752,DEFAULT
7146432,1,1786,DEFAULT
7146782,1,2166,DEFAULT
7146795,1,2999,DEFAULT
15460406,1,623,DEFAULT
12368495,1,944,DEFAULT
20944828,1,1383,DEFAULT
7150595,1,1099,DEFAULT
12368745,1,1472,DEFAULT
20944831,1,2709,DEFAULT
20944832,1,2056,DEFAULT
20944829,1,668,DEFAULT
20944830,1,752,DEFAULT
7150659,1,2894,DEFAULT
12368873,1,1308,DEFAULT
7912421,1,1755,DEFAULT
7151922,1,2893,DEFAULT
12369022,1,972,DEFAULT
20944547,1,1142,DEFAULT
12369044,1,916,DEFAULT
12369224,1,657,DEFAULT
12369226,1,1576,DEFAULT
20944083,1,2198,DEFAULT
20944082,1,1055,DEFAULT
12369238,1,2160,DEFAULT
12369268,1,2580,DEFAULT
7975890,1,899,DEFAULT
12663733,1,1642,DEFAULT
7976097,1,2202,DEFAULT
11427958,1,1470,DEFAULT
20941880,1,886,DEFAULT
7977189,1,1955,DEFAULT
7977482,1,257,DEFAULT
7977484,1,53,DEFAULT
7978004,1,1954,DEFAULT
7978180,1,880,DEFAULT
7978182,1,997,DEFAULT
7978332,1,338,DEFAULT
7978333,1,1979,DEFAULT
20937214,1,2469,DEFAULT
20936028,1,48,DEFAULT
12677216,1,1036,DEFAULT
10709089,1,138,DEFAULT
10709143,1,801,DEFAULT
10709157,1,930,DEFAULT
15672314,1,1447,DEFAULT
10709391,1,2556,DEFAULT
10709650,1,824,DEFAULT
15725223,1,2420,DEFAULT
29813592,1,698,DEFAULT
17364551,1,1740,DEFAULT
17364615,1,78,DEFAULT
21575177,1,2275,DEFAULT
22101120,1,939,DEFAULT
23329899,1,1133,DEFAULT
22101223,1,1436,DEFAULT
10708989,1,519,DEFAULT
7978498,1,2033,DEFAULT
5165582,1,78,DEFAULT
24432049,1,2722,DEFAULT
19634147,1,503,DEFAULT
19370434,1,965,DEFAULT
11198809,1,1677,DEFAULT
12715093,1,760,DEFAULT
12715068,1,1018,DEFAULT
12715227,1,632,DEFAULT
9861944,1,1641,DEFAULT
9861946,1,2015,DEFAULT
9862051,1,971,DEFAULT
17424681,1,621,DEFAULT
12716443,1,1485,DEFAULT
12581730,1,1020,DEFAULT
19539253,1,1657,DEFAULT
15959149,1,1624,DEFAULT
12473791,1,1821,DEFAULT
12591658,1,2588,DEFAULT
9738652,1,71,DEFAULT
19539873,1,1378,DEFAULT
22027718,1,412,DEFAULT
22027365,1,2492,DEFAULT
20694677,1,2076,DEFAULT
22026534,1,2152,DEFAULT
17884877,1,2570,DEFAULT
9884598,1,1352,DEFAULT
14988634,1,92,DEFAULT
19593295,1,703,DEFAULT
22011880,1,2788,DEFAULT
505835,1,611,DEFAULT
24371820,1,2736,DEFAULT
13061156,1,2866,DEFAULT
13061155,1,333,DEFAULT
2935687,1,240,DEFAULT
1899,1,831,DEFAULT
66845,1,2011,DEFAULT
1241303,1,1000,DEFAULT
22902132,1,1849,DEFAULT
12376344,1,2644,DEFAULT
12376356,1,2642,DEFAULT
12376370,1,865,DEFAULT
27124508,1,615,DEFAULT
26763310,1,263,DEFAULT
9808854,1,2351,DEFAULT
17379619,1,1635,DEFAULT
18234685,1,1921,DEFAULT
5228010,1,975,DEFAULT
22542441,1,457,DEFAULT
14645198,1,1509,DEFAULT
15399459,1,1047,DEFAULT
9811305,1,1835,DEFAULT
13477542,1,1922,DEFAULT
18236267,1,539,DEFAULT
12386286,1,912,DEFAULT
13477567,1,1075,DEFAULT
5205153,1,110,DEFAULT
5239345,1,2264,DEFAULT
23060842,1,1167,DEFAULT
12386604,1,813,DEFAULT
12386610,1,2053,DEFAULT
15399492,1,1779,DEFAULT
5169736,1,550,DEFAULT
12387518,1,1920,DEFAULT
12387623,1,2113,DEFAULT
12387624,1,790,DEFAULT
12387647,1,2752,DEFAULT
12387648,1,1124,DEFAULT
12387685,1,1791,DEFAULT
12387687,1,1602,DEFAULT
12387712,1,768,DEFAULT
12387717,1,1434,DEFAULT
13477648,1,2467,DEFAULT
18280057,1,1384,DEFAULT
18280058,1,1697,DEFAULT
23478255,1,1819,DEFAULT
8485401,1,20,DEFAULT
13830505,1,619,DEFAULT
12388555,1,2795,DEFAULT
12388576,1,478,DEFAULT
12388578,1,2129,DEFAULT
18237409,1,842,DEFAULT
14645204,1,2313,DEFAULT
23214645,1,1051,DEFAULT
5242624,1,1382,DEFAULT
5670967,1,226,DEFAULT
4422997,1,2127,DEFAULT
19900352,1,1492,DEFAULT
9735746,1,2491,DEFAULT
9242781,1,294,DEFAULT
9735754,1,2306,DEFAULT
10725122,1,1544,DEFAULT
5199030,1,2073,DEFAULT
9724054,1,2857,DEFAULT
20323507,1,465,DEFAULT
24566952,1,1186,DEFAULT
15923689,1,648,DEFAULT
14709567,1,217,DEFAULT
18486563,1,2311,DEFAULT
17914837,1,2440,DEFAULT
26145778,1,1819,DEFAULT
19529136,1,80,DEFAULT
29385500,1,874,DEFAULT
29385499,1,1287,DEFAULT
7007003,1,1464,DEFAULT
5782445,1,2571,DEFAULT
26130002,1,106,DEFAULT
13186942,1,1485,DEFAULT
14873679,1,191,DEFAULT
19603639,1,2901,DEFAULT
24442452,1,1963,DEFAULT
24442453,1,2320,DEFAULT
11953513,1,744,DEFAULT
17383995,1,1276,DEFAULT
6033674,1,372,DEFAULT
9497258,1,2127,DEFAULT
327292,1,1503,DEFAULT
3331909,1,2499,DEFAULT
3331910,1,620,DEFAULT
23129163,1,994,DEFAULT
6432741,1,2793,DEFAULT
5493232,1,2926,DEFAULT
10725102,1,2539,DEFAULT
873370,1,1867,DEFAULT
139329,1,2784,DEFAULT
554878,1,5,DEFAULT
3923700,1,54,DEFAULT
1728222,1,432,DEFAULT
19650039,1,222,DEFAULT
29825695,1,2365,DEFAULT
2004869,1,2872,DEFAULT
2201784,1,2042,DEFAULT
19617107,1,2445,DEFAULT
99015,1,746,DEFAULT
20366572,1,329,DEFAULT
23348,1,910,DEFAULT
25304,1,318,DEFAULT
5360304,1,436,DEFAULT
23527,1,2395,DEFAULT
12388875,1,509,DEFAULT
153121,1,338,DEFAULT
1947280,1,1358,DEFAULT
11878096,1,2830,DEFAULT
11878097,1,1083,DEFAULT
3901813,1,2635,DEFAULT
1189889,1,202,DEFAULT
292364,1,210,DEFAULT
26496073,1,1138,DEFAULT
2269626,1,2701,DEFAULT
79146,1,830,DEFAULT
12509856,1,2133,DEFAULT
12388553,1,2495,DEFAULT
12388556,1,757,DEFAULT
13874683,1,1673,DEFAULT
822556,1,1362,DEFAULT
822512,1,542,DEFAULT
12642667,1,1678,DEFAULT
12387354,1,1416,DEFAULT
5163090,1,975,DEFAULT
1686914,1,1901,DEFAULT
14854119,1,781,DEFAULT
3332160,1,847,DEFAULT
3332161,1,943,DEFAULT
3332162,1,227,DEFAULT
15976993,1,1594,DEFAULT
10795215,1,1273,DEFAULT
15977118,1,1137,DEFAULT
15977119,1,1913,DEFAULT
1691,1,1709,DEFAULT
1372,1,532,DEFAULT
26538407,1,2423,DEFAULT
1373,1,2047,DEFAULT
1822,1,1891,DEFAULT
23907,1,2253,DEFAULT
5345669,1,131,DEFAULT
5167764,1,1526,DEFAULT
15745530,1,2455,DEFAULT
2328119,1,341,DEFAULT
108201,1,2664,DEFAULT
822187,1,2157,DEFAULT
5488645,1,1172,DEFAULT
18655847,1,1798,DEFAULT
13055363,1,1652,DEFAULT
953079,1,1930,DEFAULT
1728105,1,471,DEFAULT
7935553,1,14,DEFAULT
15415897,1,2472,DEFAULT
15415898,1,2150,DEFAULT
15415899,1,1431,DEFAULT
15415900,1,447,DEFAULT
15415931,1,1051,DEFAULT
15415932,1,2213,DEFAULT
18341971,1,1295,DEFAULT
5439028,1,1995,DEFAULT
662582,1,2440,DEFAULT
19164,1,2890,DEFAULT
78776,1,268,DEFAULT
80051,1,578,DEFAULT
23297307,1,1804,DEFAULT
12063853,1,1977,DEFAULT
2099,1,1111,DEFAULT
5616366,1,1227,DEFAULT
23021,1,1025,DEFAULT
591728,1,2,DEFAULT
13403026,1,480,DEFAULT
13403027,1,1156,DEFAULT
13403028,1,1528,DEFAULT
8750716,1,2936,DEFAULT
19417542,1,1498,DEFAULT
13820646,1,1192,DEFAULT
139598,1,2093,DEFAULT
9010416,1,2671,DEFAULT
1105512,1,2991,DEFAULT
19664493,1,746,DEFAULT
16475783,1,1601,DEFAULT
25924526,1,462,DEFAULT
19335449,1,760,DEFAULT
1424931,1,1074,DEFAULT
1857003,1,2613,DEFAULT
24557555,1,2192,DEFAULT
24557565,1,1522,DEFAULT
24557566,1,664,DEFAULT
24557588,1,1405,DEFAULT
24557598,1,2818,DEFAULT
24557599,1,2660,DEFAULT
24557609,1,846,DEFAULT
24557620,1,2708,DEFAULT
19617613,1,2928,DEFAULT
21837557,1,1424,DEFAULT
23216130,1,1512,DEFAULT
24557630,1,1906,DEFAULT
24557656,1,2535,DEFAULT
2249361,1,2740,DEFAULT
14071343,1,2932,DEFAULT
14088549,1,2537,DEFAULT
14071402,1,221,DEFAULT
14071396,1,1089,DEFAULT
14071398,1,1065,DEFAULT
78516,1,157,DEFAULT
9422280,1,2587,DEFAULT
9075145,1,2258,DEFAULT
21128901,1,2251,DEFAULT
18194987,1,2259,DEFAULT
18146996,1,2249,DEFAULT
11026724,1,2997,DEFAULT
2004203,1,861,DEFAULT
20196567,1,2712,DEFAULT
19672973,1,758,DEFAULT
5105588,1,1935,DEFAULT
29760671,1,2325,DEFAULT
1640559,1,2950,DEFAULT
9116452,1,458,DEFAULT
21999163,1,2990,DEFAULT
21999181,2,1356,DEFAULT
642968,1,276,DEFAULT
6047810,1,2650,DEFAULT
29911541,1,2202,DEFAULT
20002145,1,2985,DEFAULT
6314728,1,2579,DEFAULT
30408353,1,626,DEFAULT
1839599,1,1498,DEFAULT
1839600,1,1485,DEFAULT
644779,1,162,DEFAULT
1860849,1,1238,DEFAULT
1839596,1,1417,DEFAULT
1839597,1,2700,DEFAULT
11678714,1,1459,DEFAULT
11678715,1,2507,DEFAULT
11678696,1,766,DEFAULT
11678697,1,1617,DEFAULT
1860846,1,2095,DEFAULT
10797118,1,24,DEFAULT
10797142,1,868,DEFAULT
20756414,1,1354,DEFAULT
10797144,1,2274,DEFAULT
10797145,2,866,DEFAULT
20113070,1,2215,DEFAULT
33298,1,1987,DEFAULT
2096736,1,1624,DEFAULT
3712110,1,1151,DEFAULT
1322085,1,1313,DEFAULT
1542909,1,1575,DEFAULT
881221,1,1609,DEFAULT
27200661,1,1303,DEFAULT
1606140,1,2931,DEFAULT
10055494,1,1886,DEFAULT
1199584,1,954,DEFAULT
3718756,1,2134,DEFAULT
3718922,2,1871,DEFAULT
3737476,3,533,DEFAULT
5966603,4,2760,DEFAULT
1242322,1,369,DEFAULT
1359359,2,2019,DEFAULT
9012410,1,2923,DEFAULT
3328500,1,1608,DEFAULT
3328518,1,437,DEFAULT
1322073,1,2623,DEFAULT
3516237,1,67,DEFAULT
1449784,1,2944,DEFAULT
3802724,1,389,DEFAULT
2057370,1,1684,DEFAULT
19340967,1,2039,DEFAULT
19331873,1,414,DEFAULT
3328322,1,2553,DEFAULT
23190821,1,394,DEFAULT
19331884,1,2689,DEFAULT
1242344,1,419,DEFAULT
1255077,2,2609,DEFAULT
2113097,3,1676,DEFAULT
33315,1,2044,DEFAULT
5116096,1,761,DEFAULT
20101075,1,2989,DEFAULT
3597712,1,619,DEFAULT
5116095,1,2371,DEFAULT
5116097,1,1293,DEFAULT
15654783,1,551,DEFAULT
15538188,1,1257,DEFAULT
25898359,1,2248,DEFAULT
24883886,1,2685,DEFAULT
20769871,1,129,DEFAULT
20806138,2,2782,DEFAULT
18073027,1,2446,DEFAULT
25990034,1,499,DEFAULT
25990004,1,1802,DEFAULT
24649181,1,2369,DEFAULT
20769870,1,2107,DEFAULT
1366236,1,2239,DEFAULT
1366200,1,1992,DEFAULT
15705751,1,2174,DEFAULT
1856118,1,2184,DEFAULT
3332147,1,2382,DEFAULT
5353115,1,859,DEFAULT
20688680,1,1224,DEFAULT
20688676,1,2796,DEFAULT
20688677,1,412,DEFAULT
20688667,1,1618,DEFAULT
20688666,1,2485,DEFAULT
20688678,1,832,DEFAULT
20688679,1,1228,DEFAULT
20688668,1,1162,DEFAULT
20688670,1,2876,DEFAULT
20688669,1,1989,DEFAULT
24626127,1,1152,DEFAULT
20688665,1,496,DEFAULT
20688638,1,1360,DEFAULT
20688635,1,2446,DEFAULT
20688612,1,1048,DEFAULT
10798492,1,2618,DEFAULT
1590545,1,1694,DEFAULT
1674630,1,733,DEFAULT
1642975,1,2747,DEFAULT
443399,1,1477,DEFAULT
269340,1,180,DEFAULT
7804442,1,246,DEFAULT
6391941,1,279,DEFAULT
12664071,1,2549,DEFAULT
13443575,1,2353,DEFAULT
12590927,1,2519,DEFAULT
8799232,1,1542,DEFAULT
22140514,1,1528,DEFAULT
5614069,1,1703,DEFAULT
666644,1,924,DEFAULT
666645,2,2388,DEFAULT
2402958,1,2927,DEFAULT
1289412,1,721,DEFAULT
20884834,1,2800,DEFAULT
5220580,1,1546,DEFAULT
5076357,1,207,DEFAULT
360312,1,633,DEFAULT
704721,1,2774,DEFAULT
10077244,1,1369,DEFAULT
19321732,1,509,DEFAULT
12226308,1,1763,DEFAULT
508381,1,2521,DEFAULT
7938306,1,1006,DEFAULT
27204,1,124,DEFAULT
122828,1,1967,DEFAULT
5337382,1,2054,DEFAULT
1352506,1,2742,DEFAULT
476924,1,662,DEFAULT
8870062,1,2788,DEFAULT
1098612,1,2490,DEFAULT
6729157,1,2139,DEFAULT
20323254,1,2968,DEFAULT
430590,1,2736,DEFAULT
18317340,1,2419,DEFAULT
55627,1,2518,DEFAULT
703982,1,2090,DEFAULT
711037,1,1938,DEFAULT
558775,1,1061,DEFAULT
16783613,1,619,DEFAULT
4065801,1,642,DEFAULT
12249994,1,1986,DEFAULT
542396,1,7,DEFAULT
29075,1,569,DEFAULT
34655,1,2707,DEFAULT
3717508,1,2808,DEFAULT
862148,1,2115,DEFAULT
3400342,1,2914,DEFAULT
4864365,1,441,DEFAULT
499940,1,1890,DEFAULT
341508,1,1283,DEFAULT
1999,1,951,DEFAULT
141808,1,654,DEFAULT
1686900,1,805,DEFAULT
17642376,1,1957,DEFAULT
5843822,1,778,DEFAULT
15964136,1,2773,DEFAULT
856281,1,1011,DEFAULT
54706,1,521,DEFAULT
54707,1,435,DEFAULT
25543033,1,799,DEFAULT
2274033,1,12,DEFAULT
9054811,1,2575,DEFAULT
9781366,1,767,DEFAULT
5736783,1,2749,DEFAULT
694263,1,1994,DEFAULT
2255596,1,286,DEFAULT
1107169,1,1839,DEFAULT
8329561,1,933,DEFAULT
1107068,1,1347,DEFAULT
1107059,1,2458,DEFAULT
1107049,1,1575,DEFAULT
1107047,1,333,DEFAULT
1107048,2,2466,DEFAULT
1107350,1,2145,DEFAULT
1107315,1,40,DEFAULT
1107270,1,2274,DEFAULT
1107266,1,1260,DEFAULT
1107251,1,2955,DEFAULT
1107239,1,2716,DEFAULT
1107226,1,151,DEFAULT
1107227,2,1239,DEFAULT
1107223,1,667,DEFAULT
1107225,2,805,DEFAULT
1107192,1,2044,DEFAULT
1107132,1,2624,DEFAULT
1107123,1,1583,DEFAULT
1107063,1,1817,DEFAULT
1107052,1,635,DEFAULT
1107307,1,2105,DEFAULT
1107298,1,2253,DEFAULT
1107002,1,1435,DEFAULT
1107069,1,2117,DEFAULT
342475,1,1829,DEFAULT
41454,1,2203,DEFAULT
1106064,1,1866,DEFAULT
605143,1,823,DEFAULT
342517,1,2489,DEFAULT
2266556,1,706,DEFAULT
2266080,1,1757,DEFAULT
1107065,1,836,DEFAULT
342921,1,165,DEFAULT
1659565,1,332,DEFAULT
1659693,1,1169,DEFAULT
3481969,1,2631,DEFAULT
2125328,1,2477,DEFAULT
13884494,1,1210,DEFAULT
694118,1,1906,DEFAULT
693782,1,738,DEFAULT
694181,1,1165,DEFAULT
8534584,1,1622,DEFAULT
644412,1,889,DEFAULT
1802990,1,2404,DEFAULT
2152043,1,2289,DEFAULT
45445,1,1694,DEFAULT
1929398,1,1449,DEFAULT
18385068,1,1914,DEFAULT
1904202,1,278,DEFAULT
12766919,1,266,DEFAULT
3695554,1,2549,DEFAULT
3842193,1,2384,DEFAULT
3957798,1,2520,DEFAULT
6268416,1,985,DEFAULT
24980726,1,1502,DEFAULT
21417373,1,1349,DEFAULT
24648016,1,188,DEFAULT
25924524,1,368,DEFAULT
25924525,2,2173,DEFAULT
24410541,1,2677,DEFAULT
8907758,1,1075,DEFAULT
21695891,1,930,DEFAULT
637347,1,513,DEFAULT
1489,1,1240,DEFAULT
721567,1,1262,DEFAULT
814987,1,1683,DEFAULT
601183,1,872,DEFAULT
11919813,1,740,DEFAULT
792551,1,2893,DEFAULT
15407709,1,2779,DEFAULT
48108,1,1479,DEFAULT
7935083,1,1059,DEFAULT
1356097,1,1402,DEFAULT
5264083,1,2368,DEFAULT
4054958,1,463,DEFAULT
13713999,1,692,DEFAULT
7936594,1,1063,DEFAULT
7936604,1,1913,DEFAULT
7936645,1,2606,DEFAULT
13378311,1,1342,DEFAULT
1231871,1,2179,DEFAULT
15347,1,2156,DEFAULT
