sku,variantId,quantity,is_never_out_of_stock,stock_type
25864683,1,1257,0,Warehouse1
23130141,1,1291,0,Warehouse1
25131710,1,924,0,Warehouse1
28474020,1,199,0,Warehouse1
14539859,1,2158,0,Warehouse1
24548108,1,2819,0,Warehouse1
19561067,1,1601,0,Warehouse1
23152181,1,2526,0,Warehouse1
23117243,1,1810,0,Warehouse1
20849177,1,78,0,Warehouse1
19590047,1,1353,0,Warehouse1
18329134,1,1360,0,Warehouse1
17863310,1,2499,0,Warehouse1
14699490,1,2001,0,Warehouse1
15764289,1,2973,0,Warehouse1
475332,1,2486,0,Warehouse1
13362559,1,85,0,Warehouse1
324131,1,568,0,Warehouse1
1266153,1,777,0,Warehouse1
9488038,1,505,0,Warehouse1
28977,1,697,0,Warehouse1
14110624,1,965,0,Warehouse1
8638500,1,1759,0,Warehouse1
5231874,1,2100,0,Warehouse1
12799528,1,471,0,Warehouse1
1569606,1,2540,0,Warehouse1
1579214,1,1652,0,Warehouse1
20882388,1,2574,0,Warehouse1
30150521,1,1120,0,Warehouse1
22175000,1,1191,0,Warehouse1
3921127,1,2731,0,Warehouse1
8982128,1,2377,0,Warehouse1
3402520,1,2483,0,Warehouse1
30647079,1,656,0,Warehouse1
30375357,1,2577,0,Warehouse1
24593161,1,1641,0,Warehouse1
3597731,1,476,0,Warehouse1
101599,1,1178,0,Warehouse1
19331829,1,1167,0,Warehouse1
19175698,1,2286,0,Warehouse1
12808323,1,1257,0,Warehouse1
22641728,1,2521,0,Warehouse1
14922763,1,646,0,Warehouse1
12808120,1,756,0,Warehouse1
19175752,1,1522,0,Warehouse1
12808321,1,620,0,Warehouse1
19331850,1,243,0,Warehouse1
19331851,1,1608,0,Warehouse1
19312877,1,1189,0,Warehouse1
22641705,1,1021,0,Warehouse1
3516239,1,2114,0,Warehouse1
3516252,1,1887,0,Warehouse1
19331840,1,1986,0,Warehouse1
19331861,1,873,0,Warehouse1
12808322,1,987,0,Warehouse1
19175708,1,2458,0,Warehouse1
13191619,1,414,0,Warehouse1
15587357,1,2640,0,Warehouse1
15587356,1,2033,0,Warehouse1
24410537,1,1534,0,Warehouse1
29851197,1,831,0,Warehouse1
8974779,1,1764,0,Warehouse1
3919279,1,911,0,Warehouse1
4195543,1,314,0,Warehouse1
17407022,1,2420,0,Warehouse1
26936319,1,489,0,Warehouse1
26936320,1,1956,0,Warehouse1
20876199,1,2896,0,Warehouse1
29803456,1,1668,0,Warehouse1
30086208,1,123,0,Warehouse1
18009570,1,2183,0,Warehouse1
24770456,1,2925,0,Warehouse1
22294595,1,2644,0,Warehouse1
18383393,1,2829,0,Warehouse1
30823384,1,682,0,Warehouse1
30823385,2,1167,0,Warehouse1
21125001,1,450,0,Warehouse1
9890243,1,925,0,Warehouse1
18637360,1,2775,0,Warehouse1
21199239,1,1639,0,Warehouse1
21199233,1,1946,0,Warehouse1
10646676,1,1889,0,Warehouse1
449602,1,526,0,Warehouse1
4713932,1,933,0,Warehouse1
1804995,1,2763,0,Warehouse1
1346737,1,1514,0,Warehouse1
1231820,1,392,0,Warehouse1
1347779,1,177,0,Warehouse1
1716961,1,1154,0,Warehouse1
15415777,1,2425,0,Warehouse1
6845644,1,1711,0,Warehouse1
16795486,1,1986,0,Warehouse1
29892294,1,1190,0,Warehouse1
27210206,1,2623,0,Warehouse1
27210207,2,2301,0,Warehouse1
27210217,3,611,0,Warehouse1
25898397,1,113,0,Warehouse1
26035391,2,1257,0,Warehouse1
8630289,1,508,0,Warehouse1
18247797,1,1781,0,Warehouse1
4314897,1,1380,0,Warehouse1
24574647,1,2691,0,Warehouse1
24573697,1,1706,0,Warehouse1
24574680,1,1025,0,Warehouse1
24573793,1,2521,0,Warehouse1
24575213,1,2389,0,Warehouse1
3516236,1,2193,0,Warehouse1
24575330,1,2971,0,Warehouse1
24573792,1,314,0,Warehouse1
24575268,1,1969,0,Warehouse1
24573462,1,1611,0,Warehouse1
1311607,1,2261,0,Warehouse1
30328877,1,858,0,Warehouse1
9010491,1,2138,0,Warehouse1
22577759,1,195,0,Warehouse1
8618106,1,622,0,Warehouse1
8618107,2,652,0,Warehouse1
21921380,1,587,0,Warehouse1
1579196,1,800,0,Warehouse1
20810919,1,1807,0,Warehouse1
4817072,1,12,0,Warehouse1
318912,1,2511,0,Warehouse1
25157210,1,793,0,Warehouse1
3596352,1,1203,0,Warehouse1
6041699,1,2135,0,Warehouse1
5775041,1,94,0,Warehouse1
5844977,1,1814,0,Warehouse1
5815199,1,2248,0,Warehouse1
477149,1,1351,0,Warehouse1
5815200,1,2322,0,Warehouse1
4006620,1,1029,0,Warehouse1
4692117,1,2732,0,Warehouse1
9589700,1,2014,0,Warehouse1
8510248,1,2736,0,Warehouse1
2059484,1,758,0,Warehouse1
3436173,1,1535,0,Warehouse1
8962460,1,2125,0,Warehouse1
10584277,1,2952,0,Warehouse1
2152818,1,1507,0,Warehouse1
71498,1,2440,0,Warehouse1
7316550,1,1921,0,Warehouse1
8019228,1,118,0,Warehouse1
6080283,1,1702,0,Warehouse1
8962461,1,2780,0,Warehouse1
1369513,1,2256,0,Warehouse1
2059513,1,1897,0,Warehouse1
738165,1,402,0,Warehouse1
738166,1,2909,0,Warehouse1
15403433,1,2484,0,Warehouse1
483681,1,1202,0,Warehouse1
127092,1,1716,0,Warehouse1
122982,1,2497,0,Warehouse1
16030,1,714,0,Warehouse1
12022632,1,2510,0,Warehouse1
17739672,1,700,0,Warehouse1
8901870,1,2849,0,Warehouse1
20101564,1,2604,0,Warehouse1
13061271,1,2515,0,Warehouse1
6432430,1,2097,0,Warehouse1
5237919,1,956,0,Warehouse1
12506,1,1838,0,Warehouse1
69449,1,127,0,Warehouse1
5743824,1,689,0,Warehouse1
15011994,1,852,0,Warehouse1
8196012,1,2863,0,Warehouse2
8196013,1,1447,0,Warehouse1
2253459,1,2387,0,Warehouse1
793092,1,1989,0,Warehouse2
893278,1,1399,0,Warehouse2
842844,1,895,0,Warehouse1
708219,1,1429,0,Warehouse1
11577,1,321,0,Warehouse1
3465003,1,1013,0,Warehouse1
1646121,1,132,0,Warehouse1
126403,1,101,0,Warehouse1
1554122,1,270,0,Warehouse1
55130,1,2029,0,Warehouse1
338912,1,503,0,Warehouse1
56184,1,179,0,Warehouse1
16029026,1,1513,0,Warehouse1
1796477,1,1706,0,Warehouse1
1796476,1,1896,0,Warehouse1
99235,1,1011,0,Warehouse1
858338,1,2420,0,Warehouse1
458552,1,1406,0,Warehouse1
4792241,1,1712,0,Warehouse1
990314,1,2270,0,Warehouse1
14972509,1,1011,0,Warehouse1
7924242,1,1227,0,Warehouse1
8543688,1,1368,0,Warehouse1
23204852,1,1968,0,Warehouse1
9589715,1,65,0,Warehouse1
6266697,1,1495,0,Warehouse1
15672112,1,2657,0,Warehouse1
6729460,1,918,0,Warehouse1
7976834,1,1359,0,Warehouse1
9857148,1,1104,0,Warehouse1
5141513,1,306,0,Warehouse1
61565,1,349,0,Warehouse1
14512836,1,2504,0,Warehouse1
1005047,1,1201,0,Warehouse1
1005335,1,1778,0,Warehouse1
322194,1,2825,0,Warehouse1
19640088,1,2215,0,Warehouse1
3712841,1,1911,0,Warehouse1
3528810,1,2926,0,Warehouse1
1178178,1,2485,0,Warehouse1
496168,1,940,0,Warehouse1
14332979,1,430,0,Warehouse1
19225718,1,2665,0,Warehouse1
2704878,1,2454,0,Warehouse1
4147781,1,2136,0,Warehouse1
25901677,1,1562,0,Warehouse1
21352439,1,466,0,Warehouse1
23091938,1,1557,0,Warehouse1
7975068,1,2969,0,Warehouse1
7975202,1,2178,0,Warehouse1
25154829,1,827,0,Warehouse1
24370778,1,981,0,Warehouse1
81794,1,406,0,Warehouse1
1955466,1,2195,0,Warehouse1
457661,1,2949,0,Warehouse1
4470,1,472,0,Warehouse1
20985063,1,691,0,Warehouse1
1371235,1,2606,0,Warehouse1
703216,1,1390,0,Warehouse1
279994,1,2050,0,Warehouse1
352122,1,711,0,Warehouse1
268362,1,1696,0,Warehouse1
19366513,1,2399,0,Warehouse1
98679,1,216,0,Warehouse1
40673,1,2897,0,Warehouse1
34586,1,1178,0,Warehouse1
883828,1,42,0,Warehouse1
373331,1,2113,0,Warehouse1
66821,1,90,0,Warehouse1
66834,1,2968,0,Warehouse1
872862,1,1598,0,Warehouse1
923805,1,1030,0,Warehouse1
9865428,1,399,0,Warehouse1
18145481,1,1264,0,Warehouse1
18646059,1,484,0,Warehouse1
12390467,1,2536,0,Warehouse1
18145479,1,2827,0,Warehouse1
18145480,2,950,0,Warehouse1
17413572,1,1093,0,Warehouse1
18145484,1,2796,0,Warehouse1
13224319,1,129,0,Warehouse1
13767427,2,1920,0,Warehouse1
8267629,1,777,0,Warehouse1
15671828,1,535,0,Warehouse1
24219713,1,1116,0,Warehouse1
24219709,1,726,0,Warehouse1
12887459,1,1008,0,Warehouse1
13362893,1,1808,0,Warehouse1
25157209,1,333,0,Warehouse1
12595377,1,2398,0,Warehouse1
12882496,1,858,0,Warehouse1
18145478,1,1045,0,Warehouse1
20560263,1,1095,0,Warehouse1
18145482,1,258,0,Warehouse1
30231826,1,1261,0,Warehouse1
13448997,1,993,0,Warehouse1
11495071,1,1437,0,Warehouse1
12883305,2,1303,0,Warehouse1
30391628,1,106,0,Warehouse1
22158724,1,1528,0,Warehouse1
312788,1,1272,0,Warehouse1
711385,1,1705,0,Warehouse1
1269279,1,2558,0,Warehouse1
1269278,1,1671,0,Warehouse1
312505,1,2969,0,Warehouse1
667587,1,43,0,Warehouse1
1209414,1,1207,0,Warehouse1
1209412,1,2797,0,Warehouse1
836195,1,994,0,Warehouse1
9773895,1,2301,0,Warehouse1
282619,1,2593,0,Warehouse1
26778664,1,1123,0,Warehouse1
7820992,1,1222,0,Warehouse1
6499385,1,371,0,Warehouse1
2153751,1,1659,0,Warehouse1
6436132,1,2338,0,Warehouse1
134064,1,1097,0,Warehouse1
299354,1,2667,0,Warehouse1
29884191,1,1146,0,Warehouse1
14124271,1,1431,0,Warehouse1
14124272,2,2066,0,Warehouse1
6501613,1,2005,0,Warehouse1
13060505,1,2476,0,Warehouse1
1353961,1,161,0,Warehouse1
8981037,1,2264,0,Warehouse1
24692976,1,737,0,Warehouse1
16501,1,1154,0,Warehouse1
485166,1,702,0,Warehouse1
339015,1,2041,0,Warehouse1
15671823,1,1260,0,Warehouse1
15671825,2,2230,0,Warehouse1
15672377,3,313,0,Warehouse1
97261,1,2965,0,Warehouse1
15673172,1,1789,0,Warehouse1
339040,1,1985,0,Warehouse1
28716,1,2935,0,Warehouse1
653999,1,1832,0,Warehouse1
15673134,1,192,0,Warehouse1
123055,1,2732,0,Warehouse1
718807,2,2827,0,Warehouse1
15671622,1,2493,0,Warehouse1
264822,1,2326,0,Warehouse1
1353680,1,951,0,Warehouse1
1353679,1,715,0,Warehouse1
12580279,1,2697,0,Warehouse1
14653910,1,2610,0,Warehouse1
123057,1,54,0,Warehouse1
269792,2,795,0,Warehouse1
264823,1,2278,0,Warehouse1
860050,1,1201,0,Warehouse1
39471,1,2226,0,Warehouse1
12579827,1,1345,0,Warehouse1
17434086,1,207,0,Warehouse1
5242629,1,1702,0,Warehouse1
639803,1,1506,0,Warehouse1
24770245,1,2471,0,Warehouse1
2059494,1,2440,0,Warehouse1
24795327,1,2661,0,Warehouse1
24795325,1,174,0,Warehouse1
29856182,1,1481,0,Warehouse1
855260,1,922,0,Warehouse1
3916457,1,2405,0,Warehouse1
362462,1,1795,0,Warehouse1
5911746,1,887,0,Warehouse1
5911749,1,1194,0,Warehouse1
4852584,1,780,0,Warehouse1
1956984,1,823,0,Warehouse1
8538726,1,27,0,Warehouse1
1645482,1,972,0,Warehouse1
1893750,1,556,0,Warehouse1
274806,1,2854,0,Warehouse1
3898935,1,466,0,Warehouse1
387619,1,2882,0,Warehouse1
1893751,1,805,0,Warehouse1
1938589,1,1182,0,Warehouse1
1423673,1,2579,0,Warehouse1
304266,1,416,0,Warehouse1
312462,2,1237,0,Warehouse1
894547,1,375,0,Warehouse1
143648,1,2695,0,Warehouse1
1938591,1,2438,0,Warehouse1
548951,1,2601,0,Warehouse1
1956965,1,1040,0,Warehouse1
12552219,1,2646,0,Warehouse1
4601717,1,1304,0,Warehouse1
1858640,1,2547,0,Warehouse1
1972352,1,2118,0,Warehouse1
17146154,1,745,0,Warehouse1
1990694,1,2208,0,Warehouse1
5122375,1,2292,0,Warehouse1
9119707,1,2227,0,Warehouse1
19597013,1,130,0,Warehouse1
9857273,1,1697,0,Warehouse1
29882221,1,1022,0,Warehouse1
10995214,1,1018,0,Warehouse1
1310668,1,2892,0,Warehouse1
7978148,1,1802,0,Warehouse1
76480,1,1842,0,Warehouse1
27147698,1,2919,0,Warehouse1
25589676,1,2775,0,Warehouse1
28542958,1,2398,0,Warehouse1
28542959,2,2774,0,Warehouse1
8116424,1,242,0,Warehouse1
5816738,1,2281,0,Warehouse1
8033994,1,580,0,Warehouse1
1620675,1,1425,0,Warehouse1
1620673,1,1861,0,Warehouse1
1198827,1,996,0,Warehouse1
653628,1,2662,0,Warehouse1
1673,1,2236,0,Warehouse1
1676,1,692,0,Warehouse1
1675,1,2101,0,Warehouse1
1678,1,1838,0,Warehouse1
84258,1,1733,0,Warehouse1
2074,1,1747,0,Warehouse1
514175,1,143,0,Warehouse1
2478452,1,1280,0,Warehouse1
2804721,1,865,0,Warehouse1
13970068,1,888,0,Warehouse1
17975469,1,489,0,Warehouse1
8799158,1,158,0,Warehouse1
1381285,1,115,0,Warehouse1
917703,1,620,0,Warehouse1
35137,1,1856,0,Warehouse1
639888,1,1138,0,Warehouse1
34433,1,1639,0,Warehouse1
6032508,1,1749,0,Warehouse1
1674439,1,2941,0,Warehouse1
1105462,1,481,0,Warehouse1
1105460,1,1669,0,Warehouse1
2252386,1,2716,0,Warehouse1
5929634,1,2880,0,Warehouse1
15040793,1,1443,0,Warehouse1
15040814,1,2959,0,Warehouse1
16712958,1,2161,0,Warehouse1
18523620,1,2023,0,Warehouse1
19631487,1,1384,0,Warehouse1
13818587,1,1023,0,Warehouse1
13818597,1,20,0,Warehouse1
13818635,1,1047,0,Warehouse1
20424141,1,259,0,Warehouse1
12602221,1,713,0,Warehouse1
15672122,1,149,0,Warehouse1
19226695,1,2098,0,Warehouse1
15672335,1,2446,0,Warehouse1
15672336,1,1897,0,Warehouse1
15672340,1,2241,0,Warehouse1
17567055,1,726,0,Warehouse1
22895817,1,2763,0,Warehouse1
19227217,1,130,0,Warehouse1
15672832,1,1216,0,Warehouse1
15672844,1,2921,0,Warehouse1
17837075,1,246,0,Warehouse1
17680350,1,1836,0,Warehouse1
17680351,1,1778,0,Warehouse1
12734496,1,1384,0,Warehouse1
13091658,1,475,0,Warehouse1
4359950,1,527,0,Warehouse1
19237389,1,1325,0,Warehouse1
19237536,1,957,0,Warehouse1
16711958,1,2196,0,Warehouse1
12592079,1,1042,0,Warehouse1
12592117,1,837,0,Warehouse1
13448286,1,640,0,Warehouse1
12592253,1,1002,0,Warehouse1
12592254,1,2999,0,Warehouse1
19238252,1,2663,0,Warehouse1
18174347,1,2387,0,Warehouse1
12389599,1,1022,0,Warehouse1
17414223,1,2684,0,Warehouse1
18187866,1,434,0,Warehouse1
12595342,1,1282,0,Warehouse1
15676940,1,397,0,Warehouse1
12765345,1,584,0,Warehouse1
13456402,1,381,0,Warehouse1
15676997,1,2844,0,Warehouse1
13456816,1,2481,0,Warehouse1
5609202,1,2622,0,Warehouse1
27123710,1,570,0,Warehouse1
7907268,1,2244,0,Warehouse1
7137969,1,2752,0,Warehouse1
7146432,1,1786,0,Warehouse1
7146782,1,2166,0,Warehouse1
7146795,1,2999,0,Warehouse1
15460406,1,623,0,Warehouse1
12368495,1,944,0,Warehouse1
20944828,1,1383,0,Warehouse1
7150595,1,1099,0,Warehouse1
12368745,1,1472,0,Warehouse1
20944831,1,2709,0,Warehouse1
20944832,1,2056,0,Warehouse1
20944829,1,668,0,Warehouse1
20944830,1,752,0,Warehouse1
7150659,1,2894,0,Warehouse1
12368873,1,1308,0,Warehouse1
7912421,1,1755,0,Warehouse1
7151922,1,2893,0,Warehouse1
12369022,1,972,0,Warehouse1
20944547,1,1142,0,Warehouse1
12369044,1,916,0,Warehouse1
12369224,1,657,0,Warehouse1
12369226,1,1576,0,Warehouse1
20944083,1,2198,0,Warehouse1
20944082,1,1055,0,Warehouse1
12369238,1,2160,0,Warehouse1
12369268,1,2580,0,Warehouse1
7975890,1,899,0,Warehouse1
12663733,1,1642,0,Warehouse1
7976097,1,2202,0,Warehouse1
11427958,1,1470,0,Warehouse1
20941880,1,886,0,Warehouse1
7977189,1,1955,0,Warehouse1
7977482,1,257,0,Warehouse1
7977484,1,53,0,Warehouse1
7978004,1,1954,0,Warehouse1
7978180,1,880,0,Warehouse1
7978182,1,997,0,Warehouse1
7978332,1,338,0,Warehouse1
7978333,1,1979,0,Warehouse1
20937214,1,2469,0,Warehouse1
20936028,1,48,0,Warehouse1
12677216,1,1036,0,Warehouse1
10709089,1,138,0,Warehouse1
10709143,1,801,0,Warehouse1
10709157,1,930,0,Warehouse1
15672314,1,1447,0,Warehouse1
10709391,1,2556,0,Warehouse1
10709650,1,824,0,Warehouse1
15725223,1,2420,0,Warehouse1
29813592,1,698,0,Warehouse1
17364551,1,1740,0,Warehouse1
17364615,1,78,0,Warehouse1
21575177,1,2275,0,Warehouse1
22101120,1,939,0,Warehouse1
23329899,1,1133,0,Warehouse1
22101223,1,1436,0,Warehouse1
10708989,1,519,0,Warehouse1
7978498,1,2033,0,Warehouse1
5165582,1,78,0,Warehouse1
24432049,1,2722,0,Warehouse1
19634147,1,503,0,Warehouse1
19370434,1,965,0,Warehouse1
11198809,1,1677,0,Warehouse1
12715093,1,760,0,Warehouse1
12715068,1,1018,0,Warehouse1
12715227,1,632,0,Warehouse1
9861944,1,1641,0,Warehouse1
9861946,1,2015,0,Warehouse1
9862051,1,971,0,Warehouse1
17424681,1,621,0,Warehouse1
12716443,1,1485,0,Warehouse1
12581730,1,1020,0,Warehouse1
19539253,1,1657,0,Warehouse1
15959149,1,1624,0,Warehouse1
12473791,1,1821,0,Warehouse1
12591658,1,2588,0,Warehouse1
9738652,1,71,0,Warehouse1
19539873,1,1378,0,Warehouse1
22027718,1,412,0,Warehouse1
22027365,1,2492,0,Warehouse1
20694677,1,2076,0,Warehouse1
22026534,1,2152,0,Warehouse1
17884877,1,2570,0,Warehouse1
9884598,1,1352,0,Warehouse1
14988634,1,92,0,Warehouse1
19593295,1,703,0,Warehouse1
22011880,1,2788,0,Warehouse1
505835,1,611,0,Warehouse1
24371820,1,2736,0,Warehouse1
13061156,1,2866,0,Warehouse1
13061155,1,333,0,Warehouse1
2935687,1,240,0,Warehouse1
1899,1,831,0,Warehouse1
66845,1,2011,0,Warehouse1
1241303,1,1000,0,Warehouse1
22902132,1,1849,0,Warehouse1
12376344,1,2644,0,Warehouse1
12376356,1,2642,0,Warehouse1
12376370,1,865,0,Warehouse1
27124508,1,615,0,Warehouse1
26763310,1,263,0,Warehouse1
9808854,1,2351,0,Warehouse1
17379619,1,1635,0,Warehouse1
18234685,1,1921,0,Warehouse1
5228010,1,975,0,Warehouse1
22542441,1,457,0,Warehouse1
14645198,1,1509,0,Warehouse1
15399459,1,1047,0,Warehouse1
9811305,1,1835,0,Warehouse1
13477542,1,1922,0,Warehouse1
18236267,1,539,0,Warehouse1
12386286,1,912,0,Warehouse1
13477567,1,1075,0,Warehouse1
5205153,1,110,0,Warehouse1
5239345,1,2264,0,Warehouse1
23060842,1,1167,0,Warehouse1
12386604,1,813,0,Warehouse1
12386610,1,2053,0,Warehouse1
15399492,1,1779,0,Warehouse1
5169736,1,550,0,Warehouse1
12387518,1,1920,0,Warehouse1
12387623,1,2113,0,Warehouse1
12387624,1,790,0,Warehouse1
12387647,1,2752,0,Warehouse1
12387648,1,1124,0,Warehouse1
12387685,1,1791,0,Warehouse1
12387687,1,1602,0,Warehouse1
12387712,1,768,0,Warehouse1
12387717,1,1434,0,Warehouse1
13477648,1,2467,0,Warehouse1
18280057,1,1384,0,Warehouse1
18280058,1,1697,0,Warehouse1
23478255,1,1819,0,Warehouse1
8485401,1,20,0,Warehouse1
13830505,1,619,0,Warehouse1
12388555,1,2795,0,Warehouse1
12388576,1,478,0,Warehouse1
12388578,1,2129,0,Warehouse1
18237409,1,842,0,Warehouse1
14645204,1,2313,0,Warehouse1
23214645,1,1051,0,Warehouse1
5242624,1,1382,0,Warehouse1
5670967,1,226,0,Warehouse1
4422997,1,2127,0,Warehouse1
19900352,1,1492,0,Warehouse1
9735746,1,2491,0,Warehouse1
9242781,1,294,0,Warehouse1
9735754,1,2306,0,Warehouse1
10725122,1,1544,0,Warehouse1
5199030,1,2073,0,Warehouse1
9724054,1,2857,0,Warehouse1
20323507,1,465,0,Warehouse1
24566952,1,1186,0,Warehouse1
15923689,1,648,0,Warehouse1
14709567,1,217,0,Warehouse1
18486563,1,2311,0,Warehouse1
17914837,1,2440,0,Warehouse1
26145778,1,1819,0,Warehouse1
19529136,1,80,0,Warehouse1
29385500,1,874,0,Warehouse1
29385499,1,1287,0,Warehouse1
7007003,1,1464,0,Warehouse1
5782445,1,2571,0,Warehouse1
26130002,1,106,0,Warehouse1
13186942,1,1485,0,Warehouse1
14873679,1,191,0,Warehouse1
19603639,1,2901,0,Warehouse1
24442452,1,1963,0,Warehouse1
24442453,1,2320,0,Warehouse1
11953513,1,744,0,Warehouse1
17383995,1,1276,0,Warehouse1
6033674,1,372,0,Warehouse1
9497258,1,2127,0,Warehouse1
327292,1,1503,0,Warehouse1
3331909,1,2499,0,Warehouse1
3331910,1,620,0,Warehouse1
23129163,1,994,0,Warehouse1
6432741,1,2793,0,Warehouse1
5493232,1,2926,0,Warehouse1
10725102,1,2539,0,Warehouse1
873370,1,1867,0,Warehouse1
139329,1,2784,0,Warehouse1
554878,1,5,0,Warehouse1
3923700,1,54,0,Warehouse1
1728222,1,432,0,Warehouse1
19650039,1,222,0,Warehouse1
29825695,1,2365,0,Warehouse1
2004869,1,2872,0,Warehouse1
2201784,1,2042,0,Warehouse1
19617107,1,2445,0,Warehouse1
99015,1,746,0,Warehouse1
20366572,1,329,0,Warehouse1
23348,1,910,0,Warehouse1
25304,1,318,0,Warehouse1
5360304,1,436,0,Warehouse1
23527,1,2395,0,Warehouse1
12388875,1,509,0,Warehouse1
153121,1,338,0,Warehouse1
1947280,1,1358,0,Warehouse1
11878096,1,2830,0,Warehouse1
11878097,1,1083,0,Warehouse1
3901813,1,2635,0,Warehouse1
1189889,1,202,0,Warehouse1
292364,1,210,0,Warehouse1
26496073,1,1138,0,Warehouse1
2269626,1,2701,0,Warehouse1
79146,1,830,0,Warehouse1
12509856,1,2133,0,Warehouse1
12388553,1,2495,0,Warehouse1
12388556,1,757,0,Warehouse1
13874683,1,1673,0,Warehouse1
822556,1,1362,0,Warehouse1
822512,1,542,0,Warehouse1
12642667,1,1678,0,Warehouse1
12387354,1,1416,0,Warehouse1
5163090,1,975,0,Warehouse1
1686914,1,1901,0,Warehouse1
14854119,1,781,0,Warehouse1
3332160,1,847,0,Warehouse1
3332161,1,943,0,Warehouse1
3332162,1,227,0,Warehouse1
15976993,1,1594,0,Warehouse1
10795215,1,1273,0,Warehouse1
15977118,1,1137,0,Warehouse1
15977119,1,1913,0,Warehouse1
1691,1,1709,0,Warehouse1
1372,1,532,0,Warehouse1
26538407,1,2423,0,Warehouse1
1373,1,2047,0,Warehouse1
1822,1,1891,0,Warehouse1
23907,1,2253,0,Warehouse1
5345669,1,131,0,Warehouse1
5167764,1,1526,0,Warehouse1
15745530,1,2455,0,Warehouse1
2328119,1,341,0,Warehouse1
108201,1,2664,0,Warehouse1
822187,1,2157,0,Warehouse1
5488645,1,1172,0,Warehouse1
18655847,1,1798,0,Warehouse2
13055363,1,1652,0,Warehouse2
953079,1,1930,0,Warehouse2
1728105,1,471,0,Warehouse1
7935553,1,14,0,Warehouse1
15415897,1,2472,0,Warehouse1
15415898,1,2150,0,Warehouse1
15415899,1,1431,0,Warehouse1
15415900,1,447,0,Warehouse1
15415931,1,1051,0,Warehouse1
15415932,1,2213,0,Warehouse1
18341971,1,1295,0,Warehouse1
5439028,1,1995,0,Warehouse1
662582,1,2440,0,Warehouse1
19164,1,2890,0,Warehouse1
78776,1,268,0,Warehouse1
80051,1,578,0,Warehouse1
23297307,1,1804,0,Warehouse1
12063853,1,1977,0,Warehouse1
2099,1,1111,0,Warehouse1
5616366,1,1227,0,Warehouse1
23021,1,1025,0,Warehouse1
591728,1,2,0,Warehouse1
13403026,1,480,0,Warehouse1
13403027,1,1156,0,Warehouse1
13403028,1,1528,0,Warehouse1
8750716,1,2936,0,Warehouse1
19417542,1,1498,0,Warehouse1
13820646,1,1192,0,Warehouse1
139598,1,2093,0,Warehouse1
9010416,1,2671,0,Warehouse1
1105512,1,2991,0,Warehouse1
19664493,1,746,0,Warehouse1
16475783,1,1601,0,Warehouse1
25924526,1,462,0,Warehouse1
19335449,1,760,0,Warehouse1
1424931,1,1074,0,Warehouse1
1857003,1,2613,0,Warehouse1
24557555,1,2192,0,Warehouse1
24557565,1,1522,0,Warehouse1
24557566,1,664,0,Warehouse1
24557588,1,1405,0,Warehouse1
24557598,1,2818,0,Warehouse1
24557599,1,2660,0,Warehouse1
24557609,1,846,0,Warehouse1
24557620,1,2708,0,Warehouse1
19617613,1,2928,0,Warehouse1
21837557,1,1424,0,Warehouse1
23216130,1,1512,0,Warehouse1
24557630,1,1906,0,Warehouse1
24557656,1,2535,0,Warehouse1
2249361,1,2740,0,Warehouse1
14071343,1,2932,0,Warehouse1
14088549,1,2537,0,Warehouse1
14071402,1,221,0,Warehouse1
14071396,1,1089,0,Warehouse1
14071398,1,1065,0,Warehouse1
78516,1,157,0,Warehouse1
9422280,1,2587,0,Warehouse1
9075145,1,2258,0,Warehouse1
21128901,1,2251,0,Warehouse1
18194987,1,2259,0,Warehouse1
18146996,1,2249,0,Warehouse1
11026724,1,2997,0,Warehouse1
2004203,1,861,0,Warehouse1
20196567,1,2712,0,Warehouse1
19672973,1,758,0,Warehouse1
5105588,1,1935,0,Warehouse1
29760671,1,2325,0,Warehouse1
1640559,1,2950,0,Warehouse1
9116452,1,458,0,Warehouse1
21999163,1,2990,0,Warehouse1
21999181,2,1356,0,Warehouse1
642968,1,276,0,Warehouse1
6047810,1,2650,0,Warehouse1
29911541,1,2202,0,Warehouse1
20002145,1,2985,0,Warehouse1
6314728,1,2579,0,Warehouse1
30408353,1,626,0,Warehouse1
1839599,1,1498,0,Warehouse1
1839600,1,1485,0,Warehouse1
644779,1,162,0,Warehouse1
1860849,1,1238,0,Warehouse1
1839596,1,1417,0,Warehouse1
1839597,1,2700,0,Warehouse1
11678714,1,1459,0,Warehouse1
11678715,1,2507,0,Warehouse1
11678696,1,766,0,Warehouse1
11678697,1,1617,0,Warehouse1
1860846,1,2095,0,Warehouse1
10797118,1,24,0,Warehouse1
10797142,1,868,0,Warehouse1
20756414,1,1354,0,Warehouse1
10797144,1,2274,0,Warehouse1
10797145,2,866,0,Warehouse1
20113070,1,2215,0,Warehouse1
33298,1,1987,0,Warehouse1
2096736,1,1624,0,Warehouse1
3712110,1,1151,0,Warehouse1
1322085,1,1313,0,Warehouse1
1542909,1,1575,0,Warehouse1
881221,1,1609,0,Warehouse1
27200661,1,1303,0,Warehouse1
1606140,1,2931,0,Warehouse1
10055494,1,1886,0,Warehouse1
1199584,1,954,0,Warehouse1
3718756,1,2134,0,Warehouse1
3718922,2,1871,0,Warehouse1
3737476,3,533,0,Warehouse1
5966603,4,2760,0,Warehouse1
1242322,1,369,0,Warehouse1
1359359,2,2019,0,Warehouse1
9012410,1,2923,0,Warehouse1
