slug,variantId,sku,name.en,manufacturer_name,product_id,image_big,image_small,category_id,category_key,xml_url,on_market,on_market_countries_set,icecat_last_updated
151_lenovo_l440,6,22297678,L440,Lenovo,20AS005WUS,http://images.icecat.biz/img/norm/high/22297678-4887.jpg,http://images.icecat.biz/img/norm/low/22297678-4887.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/22297678.xml,1,DE;US;CA;NL,2016-01-01T22:26:14.000Z
151_lenovo_l440,7,22297679,L440,Lenovo,20AS005XUS,http://images.icecat.biz/img/norm/high/22297679-2031.jpg,http://images.icecat.biz/img/norm/low/22297679-2031.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/22297679.xml,1,DE;US;CA;NL,2016-01-01T22:11:41.000Z
151_lenovo_l440,8,24355627,L440,Lenovo,20AT004RUS,http://images.icecat.biz/img/norm/high/24355627-3400.jpg,http://images.icecat.biz/img/norm/low/24355627-3400.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/24355627.xml,1,DE;US;NL,2015-12-29T15:39:54.000Z
151_lenovo_l540,1,19854122,L540,Lenovo,20AU0030US,http://images.icecat.biz/img/norm/high/19854122-5823.jpg,http://images.icecat.biz/img/norm/low/19854122-5823.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19854122.xml,1,DE;US;NL,2016-02-08T20:25:49.000Z
151_lenovo_l540,2,19854134,L540,Lenovo,20AU003HUS,http://images.icecat.biz/img/norm/high/19854134-7078.jpg,http://images.icecat.biz/img/norm/low/19854134-7078.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19854134.xml,1,DE;US;NL,2016-02-11T07:05:33.000Z
151_lenovo_n20,1,22678652,N20,Lenovo,59414148,http://images.icecat.biz/img/norm/high/22678652-281.jpg,http://images.icecat.biz/img/norm/low/22678652-281.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/22678652.xml,1,DE;US;NL,2016-02-10T20:03:25.000Z
151_lenovo_n21,1,26058615,N21,Lenovo,80MG0001US,http://images.icecat.biz/img/norm/high/26058615-945.jpg,http://images.icecat.biz/img/norm/low/26058615-945.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/26058615.xml,1,DE;US;NL;GB;CA,2016-01-05T21:36:15.000Z
151_lenovo_t410,1,9097969,T410,Lenovo,252252U,http://images.icecat.biz/img/norm/high/8050785-1290.jpg,http://images.icecat.biz/img/norm/low/8050785-1290.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/9097969.xml,1,DE;US;NL,2016-01-17T06:25:07.000Z
151_lenovo_t410,2,9097970,T410,Lenovo,252253U,http://images.icecat.biz/img/norm/high/8050785-1290.jpg,http://images.icecat.biz/img/norm/low/8050785-1290.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/9097970.xml,1,DE;US;NL,2016-01-01T05:59:36.000Z
151_lenovo_t420,1,9100181,T420,Lenovo,418064U,http://images.icecat.biz/img/norm/high/9100181-5593.jpg,http://images.icecat.biz/img/norm/low/9100181-5593.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/9100181.xml,1,DE;US,2016-01-03T12:59:42.000Z
151_lenovo_t430,1,15759764,T430,Lenovo,2344BPU,http://images.icecat.biz/img/norm/high/15963868-3957.jpg,http://images.icecat.biz/img/norm/low/15963868-3957.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/15759764.xml,1,DE;US;NL,2016-01-17T07:24:53.000Z
151_lenovo_t430,2,15759766,T430,Lenovo,23539LU,http://images.icecat.biz/img/norm/high/15759766-691.jpg,http://images.icecat.biz/img/norm/low/15759766-691.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/15759766.xml,1,DE;US;NL,2016-01-01T06:02:06.000Z
151_lenovo_t430,3,15899252,T430,Lenovo,23426FU,http://images.icecat.biz/img/norm/high/15899252-6199.jpg,http://images.icecat.biz/img/norm/low/15899252-6199.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/15899252.xml,1,DE;US;NL,2016-02-10T14:06:45.000Z
151_lenovo_t430s,1,17698048,T430S,Lenovo,2353ABU,http://images.icecat.biz/img/norm/high/17698048-9658.jpg,http://images.icecat.biz/img/norm/low/17698048-9658.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/17698048.xml,1,DE;US;NL,2016-02-10T13:40:37.000Z
151_lenovo_t440,1,19854148,T440,Lenovo,20B60057US,http://images.icecat.biz/img/norm/high/19854148-7061.jpg,http://images.icecat.biz/img/norm/low/19854148-7061.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19854148.xml,1,DE;US;NL,2016-02-10T14:01:30.000Z
151_lenovo_t440,2,19854163,T440,Lenovo,20B6005RUS,http://images.icecat.biz/img/norm/high/19854163-1388.jpg,http://images.icecat.biz/img/norm/low/19854163-1388.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19854163.xml,1,DE;US;NL,2016-02-11T07:18:08.000Z
151_lenovo_t440,3,20382668,T440,Lenovo,20B6005HUS,http://images.icecat.biz/img/norm/high/20382668-6104.jpg,http://images.icecat.biz/img/norm/low/20382668-6104.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20382668.xml,1,DE;US;NL,2016-01-17T05:23:38.000Z
151_lenovo_t440,4,20382669,T440,Lenovo,20B6005JUS,http://images.icecat.biz/img/norm/high/20382669-1720.jpg,http://images.icecat.biz/img/norm/low/20382669-1720.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20382669.xml,1,DE;US;NL,2016-01-17T05:28:02.000Z
151_lenovo_t440,5,20752060,T440,Lenovo,20B6006DUS,http://images.icecat.biz/img/norm/high/20752060-5964.jpg,http://images.icecat.biz/img/norm/low/20752060-5964.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20752060.xml,1,DE;US;NL,2016-01-17T05:26:04.000Z
151_lenovo_t440p,1,20840712,T440p,Lenovo,20AW0049FR,http://images.icecat.biz/img/norm/high/20840712-3117.jpg,http://images.icecat.biz/img/norm/low/20840712-3117.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20840712.xml,1,DE;US;GB;NL,2016-01-01T22:18:21.000Z
151_lenovo_t440p,2,21128642,T440p,Lenovo,20AN0096US,http://images.icecat.biz/img/norm/high/21128642-6601.jpg,http://images.icecat.biz/img/norm/low/21128642-6601.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/21128642.xml,1,DE;US;CA;NL,2016-01-01T04:53:41.000Z
151_lenovo_t440p,3,22002156,T440p,Lenovo,20AN00ANUS,http://images.icecat.biz/img/norm/high/22002156-3755.jpg,http://images.icecat.biz/img/norm/low/22002156-3755.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/22002156.xml,1,DE;US;NL,2016-01-01T21:14:33.000Z
151_lenovo_t440p,4,24913775,T440p,Lenovo,20AN00DCUS,http://images.icecat.biz/img/norm/high/24913775-6310.jpg,http://images.icecat.biz/img/norm/low/24913775-6310.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/24913775.xml,1,DE;US;NL,2016-01-05T21:18:02.000Z
151_lenovo_t440s,1,19672400,T440s,Lenovo,20AQ004EUS,http://images.icecat.biz/img/norm/high/19672400-2257.jpg,http://images.icecat.biz/img/norm/low/19672400-2257.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19672400.xml,1,DE;US;NL,2015-12-31T23:03:57.000Z
151_lenovo_t440s,2,19672401,T440s,Lenovo,20AQ004FUS,http://images.icecat.biz/img/norm/high/19672401-3205.jpg,http://images.icecat.biz/img/norm/low/19672401-3205.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19672401.xml,1,DE;US;NL,2015-12-31T23:06:26.000Z
151_lenovo_t440s,3,19672402,T440s,Lenovo,20AQ004GUS,http://images.icecat.biz/img/norm/high/19672402-8665.jpg,http://images.icecat.biz/img/norm/low/19672402-8665.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19672402.xml,1,DE;US;NL,2016-02-11T00:43:44.000Z
151_lenovo_t440s,4,19672403,T440s,Lenovo,20AQ004HUS,http://images.icecat.biz/img/norm/high/19672403-5868.jpg,http://images.icecat.biz/img/norm/low/19672403-5868.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19672403.xml,1,DE;US;NL,2016-01-01T05:13:21.000Z
151_lenovo_t440s,5,19672404,T440s,Lenovo,20AQ004JUS,http://images.icecat.biz/img/norm/high/19672404-3043.jpg,http://images.icecat.biz/img/norm/low/19672404-3043.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19672404.xml,1,DE;US;NL,2016-01-17T07:27:17.000Z
151_lenovo_t440s,6,19672405,T440s,Lenovo,20AQ004KUS,http://images.icecat.biz/img/norm/high/19672405-332.jpg,http://images.icecat.biz/img/norm/low/19672405-332.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19672405.xml,1,DE;US;NL,2016-02-10T13:16:14.000Z
151_lenovo_t440s,7,19854089,T440s,Lenovo,20AQ005WUS,http://images.icecat.biz/img/norm/high/19854089-8241.jpg,http://images.icecat.biz/img/norm/low/19854089-8241.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/19854089.xml,1,DE;US;NL,2016-02-08T14:19:35.000Z
151_lenovo_t440s,8,20382642,T440s,Lenovo,20AQ005TUS,http://images.icecat.biz/img/norm/high/20382642-4425.jpg,http://images.icecat.biz/img/norm/low/20382642-4425.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20382642.xml,1,DE;US;NL,2016-02-11T00:10:10.000Z
151_lenovo_t440s,9,20382643,T440s,Lenovo,20AQ005UUS,http://images.icecat.biz/img/norm/high/20382643-661.jpg,http://images.icecat.biz/img/norm/low/20382643-661.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20382643.xml,1,DE;US;NL,2015-12-31T03:52:39.000Z
151_lenovo_t440s,10,20382644,T440s,Lenovo,20AQ005XUS,http://images.icecat.biz/img/norm/high/20382644-5721.jpg,http://images.icecat.biz/img/norm/low/20382644-5721.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20382644.xml,1,DE;US;NL,2016-01-01T06:03:09.000Z
151_lenovo_t450,1,26028972,T450,Lenovo,20BV001VUK,http://images.icecat.biz/img/norm/high/26028972-6959.jpg,http://images.icecat.biz/img/norm/low/26028972-6959.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/26028972.xml,1,DE;US;FR;NL;GB,2016-02-06T22:31:22.000Z
151_lenovo_t530,1,18239889,T530,Lenovo,23595JU,http://images.icecat.biz/img/norm/high/18239889-5509.jpg,http://images.icecat.biz/img/norm/low/18239889-5509.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/18239889.xml,1,DE;US,2016-02-10T14:03:07.000Z
151_lenovo_t540p,1,20640624,T540p,Lenovo,20BF001NUS,http://images.icecat.biz/img/norm/high/20640624-7155.jpg,http://images.icecat.biz/img/norm/low/20640624-7155.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20640624.xml,1,DE;US;NL;CA,2016-01-17T04:49:07.000Z
151_lenovo_t540p,2,20640625,T540p,Lenovo,20BF001PUS,http://images.icecat.biz/img/norm/high/20640625-5720.jpg,http://images.icecat.biz/img/norm/low/20640625-5720.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20640625.xml,1,DE;US;NL,2016-01-17T05:16:39.000Z
151_lenovo_t540p,3,20640626,T540p,Lenovo,20BF001QUS,http://images.icecat.biz/img/norm/high/20640626-8642.jpg,http://images.icecat.biz/img/norm/low/20640626-8642.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20640626.xml,1,DE;US;NL;CA,2016-01-17T07:22:29.000Z
151_lenovo_t540p,4,20640629,T540p,Lenovo,20BF001TUS,http://images.icecat.biz/img/norm/high/20640629-6270.jpg,http://images.icecat.biz/img/norm/low/20640629-6270.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20640629.xml,1,DE;US;NL,2016-01-17T04:45:01.000Z
151_lenovo_t540p,5,20640630,T540p,Lenovo,20BF001UUS,http://images.icecat.biz/img/norm/high/20640630-7699.jpg,http://images.icecat.biz/img/norm/low/20640630-7699.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20640630.xml,1,DE;US;CA;NL,2016-01-17T05:06:12.000Z
151_lenovo_t540p,6,20640631,T540p,Lenovo,20BF0020US,http://images.icecat.biz/img/norm/high/20640631-3487.jpg,http://images.icecat.biz/img/norm/low/20640631-3487.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20640631.xml,1,DE;US;CA;NL,2016-01-17T05:01:27.000Z
151_lenovo_t540p,7,20640649,T540p,Lenovo,20BF002PUS,http://images.icecat.biz/img/norm/high/20640649-2715.jpg,http://images.icecat.biz/img/norm/low/20640649-2715.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20640649.xml,1,DE;US;CA;NL,2016-01-17T05:09:29.000Z
151_lenovo_t540p,8,20640652,T540p,Lenovo,20BF002SUS,http://images.icecat.biz/img/norm/high/20640652-6177.jpg,http://images.icecat.biz/img/norm/low/20640652-6177.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20640652.xml,1,DE;US;CA;NL,2016-01-17T05:19:47.000Z
151_lenovo_t540p,9,21128641,T540p,Lenovo,20BE007YUS,http://images.icecat.biz/img/norm/high/21128641-9157.jpg,http://images.icecat.biz/img/norm/low/21128641-9157.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/21128641.xml,1,DE;US;CA;NL,2016-02-08T20:14:28.000Z
151_lenovo_thinkpad-t400,1,2602363,ThinkPad T400,Lenovo,2767P1U,http://images.icecat.biz/img/norm/high/2602363-5558.jpg,,151,43171801,http://data.icecat.biz/export/freexml/INT/2602363.xml,1,DE;US;NL,2016-01-17T05:47:06.000Z
151_lenovo_thinkpad-x200,1,2538321,ThinkPad X200,Lenovo,74585FU,http://images.icecat.biz/img/norm/high/2538321-765.jpg,http://images.icecat.biz/img/norm/low/2538321-765.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/2538321.xml,1,DE;US;NL,2016-01-17T05:31:29.000Z
151_lenovo_thinkpad-x201-tablet,1,9522809,ThinkPad X201 Tablet,Lenovo,30933ZU,http://images.icecat.biz/img/norm/high/9522809-2756.jpg,http://images.icecat.biz/img/norm/low/9522809-2756.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/9522809.xml,1,DE;US;NL,2016-01-02T09:33:25.000Z
151_lenovo_twist,1,15922321,Twist,Lenovo,33472GU,http://images.icecat.biz/img/norm/high/15922321-1991.jpg,http://images.icecat.biz/img/norm/low/15922321-1991.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/15922321.xml,1,DE;US,2016-01-03T23:06:42.000Z
151_lenovo_w540,1,20845496,W540,Lenovo,20BG0013US,http://images.icecat.biz/img/norm/high/20845496-1178.jpg,http://images.icecat.biz/img/norm/low/20845496-1178.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20845496.xml,1,DE;US;NL,2016-01-17T05:19:51.000Z
151_lenovo_w540,2,20845498,W540,Lenovo,20BG0022US,http://images.icecat.biz/img/norm/high/20845498-6589.jpg,http://images.icecat.biz/img/norm/low/20845498-6589.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20845498.xml,1,DE;US;NL,2016-02-10T23:49:42.000Z
151_lenovo_w540,3,20845504,W540,Lenovo,20BG0011US,http://images.icecat.biz/img/norm/high/20845504-3047.jpg,http://images.icecat.biz/img/norm/low/20845504-3047.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20845504.xml,1,DE;US;NL,2016-01-17T04:00:37.000Z
151_lenovo_w540,4,20845505,W540,Lenovo,20BG0012US,http://images.icecat.biz/img/norm/high/20845505-1904.jpg,http://images.icecat.biz/img/norm/low/20845505-1904.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20845505.xml,1,DE;US;NL,2016-01-17T05:13:56.000Z
151_lenovo_w540,5,20845507,W540,Lenovo,20BG0015US,http://images.icecat.biz/img/norm/high/20845507-9029.jpg,http://images.icecat.biz/img/norm/low/20845507-9029.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20845507.xml,1,DE;US;NL,2016-02-11T00:59:34.000Z
151_lenovo_w540,6,20845530,W540,Lenovo,20BH002HUS,http://images.icecat.biz/img/norm/high/20845530-5706.jpg,http://images.icecat.biz/img/norm/low/20845530-5706.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20845530.xml,1,DE;US;NL,2016-02-11T07:20:29.000Z
151_lenovo_w541,1,26091759,W541,Lenovo,20EG0001US,http://images.icecat.biz/img/norm/high/26091759-3769.jpg,http://images.icecat.biz/img/norm/low/26091759-3769.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/26091759.xml,1,DE;US;NL;CA,2016-01-01T03:22:46.000Z
151_lenovo_w541,2,26091761,W541,Lenovo,20EG0003US,http://images.icecat.biz/img/norm/high/26091761-1891.jpg,http://images.icecat.biz/img/norm/low/26091761-1891.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/26091761.xml,1,DE;US;NL;CA,2016-01-05T21:38:19.000Z
151_lenovo_w550s,1,26937376,W550s,Lenovo,20E2001CUS,http://images.icecat.biz/img/gallery/26937376_0876.jpg,http://images.icecat.biz/img/gallery_lows/26937376_0876.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/26937376.xml,1,DE;US;NL;CA,2016-01-04T23:19:13.000Z
151_lenovo_w700,1,6296528,W700,Lenovo,2752MSU,http://images.icecat.biz/img/norm/high/6296528-4230.jpg,http://images.icecat.biz/img/norm/low/6296528-4230.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/6296528.xml,1,DE;US;NL,2016-01-01T12:35:06.000Z
151_lenovo_x1-carbon,1,21125384,X1 Carbon,Lenovo,20A7005UMS,http://images.icecat.biz/img/norm/high/21125384-8070.jpg,http://images.icecat.biz/img/norm/low/21125384-8070.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/21125384.xml,1,DE;US;FI;EE;NL;SE,2015-12-31T22:26:30.000Z
151_lenovo_x1-carbon,2,21130531,X1 Carbon,Lenovo,20A7003LUS,http://images.icecat.biz/img/norm/high/21130531-4614.jpg,http://images.icecat.biz/img/norm/low/21130531-4614.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/21130531.xml,1,DE;US;NL,2016-01-17T07:31:56.000Z
151_lenovo_x1-carbon,3,21130532,X1 Carbon,Lenovo,20A7003PUS,http://images.icecat.biz/img/norm/high/21130532-6673.jpg,http://images.icecat.biz/img/norm/low/21130532-6673.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/21130532.xml,1,DE;US;NL,2016-01-17T04:15:32.000Z
151_lenovo_x1-carbon,4,25917948,X1 Carbon,Lenovo,20BT003WUS,http://images.icecat.biz/img/norm/high/25917948-5774.jpg,http://images.icecat.biz/img/norm/low/25917948-5774.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/25917948.xml,1,DE;US;NL,2016-01-05T21:31:01.000Z
151_lenovo_x1-carbon,5,25917950,X1 Carbon,Lenovo,20BT000FUS,http://images.icecat.biz/img/norm/high/25917950-4920.jpg,http://images.icecat.biz/img/norm/low/25917950-4920.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/25917950.xml,1,DE;US;NL,2016-01-05T21:31:02.000Z
151_lenovo_x1-carbon,6,25917951,X1 Carbon,Lenovo,20BT000HUS,http://images.icecat.biz/img/norm/high/25917951-6205.jpg,http://images.icecat.biz/img/norm/low/25917951-6205.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/25917951.xml,1,DE;US;NL,2016-01-05T21:31:02.000Z
151_lenovo_x1-carbon,7,25917966,X1 Carbon,Lenovo,20BT003VUS,http://images.icecat.biz/img/norm/high/25917966-2100.jpg,http://images.icecat.biz/img/norm/low/25917966-2100.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/25917966.xml,1,DE;US;NL;CA,2015-12-31T15:54:42.000Z
151_lenovo_x1-carbon,8,25917967,X1 Carbon,Lenovo,20BT003XUS,http://images.icecat.biz/img/norm/high/25917967-5972.jpg,http://images.icecat.biz/img/norm/low/25917967-5972.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/25917967.xml,1,DE;US;NL,2016-01-05T21:31:11.000Z
151_lenovo_x1-carbon,9,25917968,X1 Carbon,Lenovo,20BT000AUS,http://images.icecat.biz/img/norm/high/25917968-7692.jpg,http://images.icecat.biz/img/norm/low/25917968-7692.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/25917968.xml,1,DE;US;NL;CA,2016-01-05T21:31:12.000Z
151_lenovo_x1-carbon-touch,1,16717369,X1 Carbon Touch,Lenovo,3444CUU,http://images.icecat.biz/img/norm/high/16717369-8654.jpg,http://images.icecat.biz/img/norm/low/16717369-8654.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/16717369.xml,1,DE;US;NL,2016-01-03T22:50:19.000Z
151_lenovo_x1-carbon-touch,2,16717370,X1 Carbon Touch,Lenovo,3444CWU,http://images.icecat.biz/img/norm/high/16717370-7571.jpg,http://images.icecat.biz/img/norm/low/16717370-7571.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/16717370.xml,1,DE;US;NL,2016-02-10T20:14:31.000Z
151_lenovo_x131e,1,15922340,X131e,Lenovo,33683BU,http://images.icecat.biz/img/norm/high/14928593-3644.jpg,http://images.icecat.biz/img/norm/low/14928593-3644.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/15922340.xml,1,DE;US;NL,2015-12-30T05:05:52.000Z
151_lenovo_x131e,2,15922341,X131e,Lenovo,33683CU,http://images.icecat.biz/img/norm/high/14928593-3644.jpg,http://images.icecat.biz/img/norm/low/14928593-3644.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/15922341.xml,1,DE;US;NL,2015-12-29T16:29:59.000Z
151_lenovo_x131e,3,15922351,X131e,Lenovo,33722VU,http://images.icecat.biz/img/norm/high/15922351-8571.jpg,http://images.icecat.biz/img/norm/low/15922351-8571.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/15922351.xml,1,DE;US;NL,2016-02-07T22:21:51.000Z
151_lenovo_x131e,4,21820622,X131e,Lenovo,33685BU,http://images.icecat.biz/img/norm/high/21820622-8744.jpg,http://images.icecat.biz/img/norm/low/21820622-8744.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/21820622.xml,1,DE;US;NL,2016-01-10T07:47:28.000Z
151_lenovo_x131e,5,21820623,X131e,Lenovo,33685CU,http://images.icecat.biz/img/norm/high/21820623-8404.jpg,http://images.icecat.biz/img/norm/low/21820623-8404.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/21820623.xml,1,DE;US;NL,2016-01-10T07:47:30.000Z
151_lenovo_x131e,6,21820624,X131e,Lenovo,33685DU,http://images.icecat.biz/img/norm/high/21820624-1316.jpg,http://images.icecat.biz/img/norm/low/21820624-1316.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/21820624.xml,1,DE;US;NL,2016-01-10T07:47:29.000Z
151_lenovo_x131e,7,22137208,X131e,Lenovo,628324U,http://images.icecat.biz/img/norm/high/22137208-8306.jpg,http://images.icecat.biz/img/norm/low/22137208-8306.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/22137208.xml,1,DE;US;NL,2016-01-10T08:18:38.000Z
151_lenovo_x140e,1,20765791,X140e,Lenovo,20BL0007US,http://images.icecat.biz/img/norm/high/20765791-246.jpg,http://images.icecat.biz/img/norm/low/20765791-246.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20765791.xml,1,DE;US;NL,2016-01-17T05:04:58.000Z
151_lenovo_x140e,2,20765794,X140e,Lenovo,20BL000GUS,http://images.icecat.biz/img/norm/high/20765794-6842.jpg,http://images.icecat.biz/img/norm/low/20765794-6842.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20765794.xml,1,DE;US;NL,2016-01-17T06:06:28.000Z
151_lenovo_x220-tablet,1,9140070,X220 Tablet,Lenovo,42962WU,http://images.icecat.biz/img/norm/high/9140070-4456.jpg,http://images.icecat.biz/img/norm/low/9140070-4456.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/9140070.xml,1,DE;US,2016-01-03T22:15:20.000Z
151_lenovo_x230,1,15899230,X230,Lenovo,2320A4U,http://images.icecat.biz/img/norm/high/15522075-1480.jpg,http://images.icecat.biz/img/norm/low/15522075-1480.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/15899230.xml,1,DE;US;NL,2015-12-31T04:44:33.000Z
151_lenovo_x230,2,15899234,X230,Lenovo,2320HMU,http://images.icecat.biz/img/norm/high/15522075-1480.jpg,http://images.icecat.biz/img/norm/low/15522075-1480.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/15899234.xml,1,DE;US;NL,2015-12-30T18:56:41.000Z
151_lenovo_x230,3,15899235,X230,Lenovo,2320HNU,http://images.icecat.biz/img/norm/high/15522075-1480.jpg,http://images.icecat.biz/img/norm/low/15522075-1480.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/15899235.xml,1,DE;US;NL,2015-12-30T20:50:28.000Z
151_lenovo_x230,4,17698046,X230,Lenovo,2320KMU,http://images.icecat.biz/img/norm/high/17698046-6785.jpg,http://images.icecat.biz/img/norm/low/17698046-6785.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/17698046.xml,1,DE;US;NL,2015-12-31T05:12:20.000Z
151_lenovo_x230-tablet,1,14583430,X230 Tablet,Lenovo,34352KU,http://images.icecat.biz/img/norm/high/14583430-9656.jpg,http://images.icecat.biz/img/norm/low/14583430-9656.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/14583430.xml,1,DE;US;NL,2015-12-31T05:34:31.000Z
151_lenovo_x240,1,20739502,X240,Lenovo,20AL008JUS,http://images.icecat.biz/img/norm/high/20739502-1481.jpg,http://images.icecat.biz/img/norm/low/20739502-1481.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/20739502.xml,1,DE;US;NL,2016-02-11T07:00:45.000Z
151_lenovo_x240,2,22002136,X240,Lenovo,20AL00D7US,http://images.icecat.biz/img/norm/high/22002136-299.jpg,http://images.icecat.biz/img/norm/low/22002136-299.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/22002136.xml,1,DE;US;NL,2016-01-17T05:18:02.000Z
151_lenovo_x240,3,23211352,X240,Lenovo,20AL00FKUS,http://images.icecat.biz/img/norm/high/23211352-2503.jpg,http://images.icecat.biz/img/norm/low/23211352-2503.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/23211352.xml,1,DE;US;NL,2016-02-11T06:17:44.000Z
151_lenovo_x250,1,27236728,X250,Lenovo,20CL001BLM,http://images.icecat.biz/img/norm/high/27236728-759.jpg,http://images.icecat.biz/img/norm/low/27236728-759.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/27236728.xml,1,DE;US;NL,2016-02-07T09:50:41.000Z
151_lenovo_y50,1,22764839,Y50,Lenovo,59418222,http://images.icecat.biz/img/norm/high/22764839-3163.jpg,http://images.icecat.biz/img/norm/low/22764839-3163.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/22764839.xml,1,DE;US;NL,2016-01-02T08:40:30.000Z
151_lenovo_y50-uhd,1,22764840,Y50 UHD,Lenovo,59425943,http://images.icecat.biz/img/norm/high/22764840-3426.jpg,http://images.icecat.biz/img/norm/low/22764840-3426.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/22764840.xml,1,DE;US;NL,2016-01-10T08:36:28.000Z
151_lenovo_y510p,1,21304547,Y510p,Lenovo,59406634,http://images.icecat.biz/img/norm/high/21304547-7013.jpg,http://images.icecat.biz/img/norm/low/21304547-7013.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/21304547.xml,1,DE;US;NL,2015-12-31T00:52:21.000Z
