abstract_sku,old_sku,concrete_sku,name.en_US,name.de_DE,attribute_key_1,value_1,attribute_key_1.en_US,value_1.en_US,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,icecat_pdp_url,description.en_US,description.de_DE,is_searchable.en_US,is_searchable.de_DE,icecat_license,bundled
102,30727008,102_30727008,TomTom Runner 2 Music,TomTom Runner 2 Music,,,,,,,,,,"Get Active Liquid Leap Active is a cool companion that tracks daily activities and keeps you constantly connected to your social circle. Staying active and social has never been easier. Sync with your smartphone to send social notifications directly to your wrist and control your music player1 without pulling out your phone. Power-efficient hardware and a long battery life make sure you'll never miss a message. Leap Active also features colourful wrist bands to match your outfit. While paired with your smartphone2, Leap Active sends notifications from your social apps straight to your wrist. It’ll also alert you of incoming calls and upcoming calendar events so you don’t miss out on any fun. Track daily activities and get instant information about your active lifestyle. Liquid Leap Active can track your exercise and even monitor sleep patterns. Thanks to its splash-proof design3, bad weather won’t slow you down.","Multisport-Modus Im Rad-, Schwimm-, Fitness- und Laufbandmodus trainieren. Zeit, Tempo, Distanz und verbrannte Kalorien zum Nachverfolgen auf deiner Uhr. Erfasse deine Schritte, aktiven Minuten und verbrannten Kalorien. Wähle eine deiner vergangenen Leistungen aus, um dagegen anzutreten. Verbessere deine Geschwindigkeit und Ausdauer mit individuell zusammengestellten Trainings- und Ruhephasen. Motiviere dich selbst mit dem Audio-Feedback zu deiner Leistung. Überwache deine Leistung auf dem Laufband oder im Fitnessstudio. Setz dir Ziele und verfolge deinen Fortschritt, täglich oder wöchentlich. Über 500 Songs immer mit dabei, auch ohne Handy.	 ",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
103,30727011,103_30727011,TomTom Runner 2 Music,TomTom Runner 2 Music,,,,,,,,,,"Get Active Liquid Leap Active is a cool companion that tracks daily activities and keeps you constantly connected to your social circle. Staying active and social has never been easier. Sync with your smartphone to send social notifications directly to your wrist and control your music player1 without pulling out your phone. Power-efficient hardware and a long battery life make sure you'll never miss a message. Leap Active also features colourful wrist bands to match your outfit. While paired with your smartphone2, Leap Active sends notifications from your social apps straight to your wrist. It’ll also alert you of incoming calls and upcoming calendar events so you don’t miss out on any fun. Track daily activities and get instant information about your active lifestyle. Liquid Leap Active can track your exercise and even monitor sleep patterns. Thanks to its splash-proof design3, bad weather won’t slow you down.","Multisport-Modus Im Rad-, Schwimm-, Fitness- und Laufbandmodus trainieren. Zeit, Tempo, Distanz und verbrannte Kalorien zum Nachverfolgen auf deiner Uhr. Erfasse deine Schritte, aktiven Minuten und verbrannten Kalorien. Wähle eine deiner vergangenen Leistungen aus, um dagegen anzutreten. Verbessere deine Geschwindigkeit und Ausdauer mit individuell zusammengestellten Trainings- und Ruhephasen. Motiviere dich selbst mit dem Audio-Feedback zu deiner Leistung. Überwache deine Leistung auf dem Laufband oder im Fitnessstudio. Setz dir Ziele und verfolge deinen Fortschritt, täglich oder wöchentlich. Über 500 Songs immer mit dabei, auch ohne Handy.	 ",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
104,30727010,104_30727010,TomTom Runner 2 Music,TomTom Runner 2 Music,,,,,,,,,,"Get Active Liquid Leap Active is a cool companion that tracks daily activities and keeps you constantly connected to your social circle. Staying active and social has never been easier. Sync with your smartphone to send social notifications directly to your wrist and control your music player1 without pulling out your phone. Power-efficient hardware and a long battery life make sure you'll never miss a message. Leap Active also features colourful wrist bands to match your outfit. While paired with your smartphone2, Leap Active sends notifications from your social apps straight to your wrist. It’ll also alert you of incoming calls and upcoming calendar events so you don’t miss out on any fun. Track daily activities and get instant information about your active lifestyle. Liquid Leap Active can track your exercise and even monitor sleep patterns. Thanks to its splash-proof design3, bad weather won’t slow you down.","Multisport-Modus Im Rad-, Schwimm-, Fitness- und Laufbandmodus trainieren. Zeit, Tempo, Distanz und verbrannte Kalorien zum Nachverfolgen auf deiner Uhr. Erfasse deine Schritte, aktiven Minuten und verbrannten Kalorien. Wähle eine deiner vergangenen Leistungen aus, um dagegen anzutreten. Verbessere deine Geschwindigkeit und Ausdauer mit individuell zusammengestellten Trainings- und Ruhephasen. Motiviere dich selbst mit dem Audio-Feedback zu deiner Leistung. Überwache deine Leistung auf dem Laufband oder im Fitnessstudio. Setz dir Ziele und verfolge deinen Fortschritt, täglich oder wöchentlich. Über 500 Songs immer mit dabei, auch ohne Handy.	 ",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
105,30727013,105_30727013,TomTom Runner 2 Cardio,TomTom Runner 2 Cardio,,,,,,,,,,"Built-in Heart-Rate Monitor Get accurate heart rate information on your wrist. Train in bike, swim, gym and treadmill modes. Run in 5 different zones to get results faster. Track your time, pace, distance and calories burnt. Capture your steps, active minutes and calories burnt. Select one of your past performances to race against. Improve speed and fitness with custom work-rest sessions. Track your performance on the treadmill or in the gym. Set and track your progress on daily and weekly goals.	","Multisport-Modus Im Rad-, Schwimm-, Fitness- und Laufbandmodus trainieren. Zeit, Tempo, Distanz und verbrannte Kalorien zum Nachverfolgen auf deiner Uhr. Erfasse deine Schritte, aktiven Minuten und verbrannten Kalorien. Wähle eine deiner vergangenen Leistungen aus, um dagegen anzutreten. Verbessere deine Geschwindigkeit und Ausdauer mit individuell zusammengestellten Trainings- und Ruhephasen. Motiviere dich selbst mit dem Audio-Feedback zu deiner Leistung. Überwache deine Leistung auf dem Laufband oder im Fitnessstudio. Setz dir Ziele und verfolge deinen Fortschritt, täglich oder wöchentlich. Über 500 Songs immer mit dabei, auch ohne Handy.	 ",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
106,30727014,106_30727014,TomTom Runner 2 Cardio,TomTom Runner 2 Cardio,,,,,,,,,,"Built-in Heart-Rate Monitor Get accurate heart rate information on your wrist. Train in bike, swim, gym and treadmill modes. Run in 5 different zones to get results faster. Track your time, pace, distance and calories burnt. Capture your steps, active minutes and calories burnt. Select one of your past performances to race against. Improve speed and fitness with custom work-rest sessions. Track your performance on the treadmill or in the gym. Set and track your progress on daily and weekly goals.	","Multisport-Modus Im Rad-, Schwimm-, Fitness- und Laufbandmodus trainieren. Zeit, Tempo, Distanz und verbrannte Kalorien zum Nachverfolgen auf deiner Uhr. Erfasse deine Schritte, aktiven Minuten und verbrannten Kalorien. Wähle eine deiner vergangenen Leistungen aus, um dagegen anzutreten. Verbessere deine Geschwindigkeit und Ausdauer mit individuell zusammengestellten Trainings- und Ruhephasen. Motiviere dich selbst mit dem Audio-Feedback zu deiner Leistung. Überwache deine Leistung auf dem Laufband oder im Fitnessstudio. Setz dir Ziele und verfolge deinen Fortschritt, täglich oder wöchentlich. Über 500 Songs immer mit dabei, auch ohne Handy.	 ",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
107,30727016,107_30727016,TomTom Runner 2 Cardio,TomTom Runner 2 Cardio,,,,,,,,,,"Built-in Heart-Rate Monitor Get accurate heart rate information on your wrist. Train in bike, swim, gym and treadmill modes. Run in 5 different zones to get results faster. Track your time, pace, distance and calories burnt. Capture your steps, active minutes and calories burnt. Select one of your past performances to race against. Improve speed and fitness with custom work-rest sessions. Track your performance on the treadmill or in the gym. Set and track your progress on daily and weekly goals.	","Multisport-Modus Im Rad-, Schwimm-, Fitness- und Laufbandmodus trainieren. Zeit, Tempo, Distanz und verbrannte Kalorien zum Nachverfolgen auf deiner Uhr. Erfasse deine Schritte, aktiven Minuten und verbrannten Kalorien. Wähle eine deiner vergangenen Leistungen aus, um dagegen anzutreten. Verbessere deine Geschwindigkeit und Ausdauer mit individuell zusammengestellten Trainings- und Ruhephasen. Motiviere dich selbst mit dem Audio-Feedback zu deiner Leistung. Überwache deine Leistung auf dem Laufband oder im Fitnessstudio. Setz dir Ziele und verfolge deinen Fortschritt, täglich oder wöchentlich. Über 500 Songs immer mit dabei, auch ohne Handy.	 ",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
108,21047360,108_21047360,Sony SW2 SmartWatch,Sony SW2 SmartWatch,,,,,,,,,,"Anywhere. Any weather SmartWatch 2 is the wireless accessory that has something for everybody. If you are a busy communicator, you will appreciate being on top of everything. If you like to get out running, you can use SmartWatch as your phone remote. If it rains, you can keep on going. SmartWatch 2 can take the rain. If it is bright and sunny, SmartWatch 2 has an impressive sunlight-readable display. Take it anywhere. When you are using a wireless Bluetooth® headset for music, you can use SmartWatch 2 as a phone remote to make or receive calls. When a call comes in, you can see who’s calling in your SmartWatch display, press once to answer and enjoy hands-free calling at its easiest. You can also browse recent calls in your call log and use SmartWatch to initiate a call.","Multisport-Modus Im Rad-, Schwimm-, Fitness- und Laufbandmodus trainieren. Zeit, Tempo, Distanz und verbrannte Kalorien zum Nachverfolgen auf deiner Uhr. Erfasse deine Schritte, aktiven Minuten und verbrannten Kalorien. Wähle eine deiner vergangenen Leistungen aus, um dagegen anzutreten. Verbessere deine Geschwindigkeit und Ausdauer mit individuell zusammengestellten Trainings- und Ruhephasen. Motiviere dich selbst mit dem Audio-Feedback zu deiner Leistung. Überwache deine Leistung auf dem Laufband oder im Fitnessstudio. Setz dir Ziele und verfolge deinen Fortschritt, täglich oder wöchentlich. Über 500 Songs immer mit dabei, auch ohne Handy.	 ",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
109,19416433,109_19416433,Sony SW2 SmartWatch,Sony SW2 SmartWatch,,,,,,,,,,"Anywhere. Any weather SmartWatch 2 is the wireless accessory that has something for everybody. If you are a busy communicator, you will appreciate being on top of everything. If you like to get out running, you can use SmartWatch as your phone remote. If it rains, you can keep on going. SmartWatch 2 can take the rain. If it is bright and sunny, SmartWatch 2 has an impressive sunlight-readable display. Take it anywhere. When you are using a wireless Bluetooth® headset for music, you can use SmartWatch 2 as a phone remote to make or receive calls. When a call comes in, you can see who’s calling in your SmartWatch display, press once to answer and enjoy hands-free calling at its easiest. You can also browse recent calls in your call log and use SmartWatch to initiate a call.","Multisport-Modus Im Rad-, Schwimm-, Fitness- und Laufbandmodus trainieren. Zeit, Tempo, Distanz und verbrannte Kalorien zum Nachverfolgen auf deiner Uhr. Erfasse deine Schritte, aktiven Minuten und verbrannten Kalorien. Wähle eine deiner vergangenen Leistungen aus, um dagegen anzutreten. Verbessere deine Geschwindigkeit und Ausdauer mit individuell zusammengestellten Trainings- und Ruhephasen. Motiviere dich selbst mit dem Audio-Feedback zu deiner Leistung. Überwache deine Leistung auf dem Laufband oder im Fitnessstudio. Setz dir Ziele und verfolge deinen Fortschritt, täglich oder wöchentlich. Über 500 Songs immer mit dabei, auch ohne Handy.	 ",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
110,19682159,110_19682159,Samsung Galaxy Gear,Samsung Galaxy Gear,,,,,,,,,,"Voice Operation With Samsung's latest groundbreaking innovation, the Galaxy Gear, it's clear that time's up on the traditional watch. It features the smart technology you love and the functionality that you still need, and is the perfect companion to the new Galaxy Note 3.","Voice Operation Der eingebaute Lautsprecher ermöglicht Anrufe direkt vom GALAXY Gear – ohne Benutzung der Hände. Auf diese Weise bleibt man stets erreichbar ohne in seiner alltäglichen Routine gestört zu werden. Ein Beispiel: Ein User verlässt den Supermarkt voll bepackt mit Einkaufstaschen. Kein Problem, denn mit GALAXY Gear kann man telefonieren ohne den Touchscreen berühren zu müssen. Textentwürfe, neue Kalendereinträge, Alarmeinstellungen und einen kurzen Wettercheck sind beim GALAXY Gear dank S Voice schnell gemacht. Mit dem Samsung GALAXY Gear lassen sich nicht nur Smart Devices bedienen, sondern es bietet auch zahlreiche Features, um die bedeutenden Momente im Leben festzuhalten. Mit dem Memographer Feature, einer 1,9 Megapixel Kamera, können User auch von unterwegs oder während sie sportlich aktiv sind, schnelle Aufnahmen wichtiger Ereignisse machen und diese auf ihren Social Network-Kanälen teilen. Das Konzept für Schnellaufnahmen wurde ausgebaut und mit Voice Memo können User wichtige Gedanken oder Gesprächsnotizen am Handgelenk speichern und diese Tonaufnahmen auf Samsung GALAXY Devices in Textform bringen.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
111,12295890,111_12295890,Sony SmartWatch,Sony SmartWatch,,,,,,,,,,"Your world at your fingertips SmartWatch features an easy-to-use, ultra-responsive touch display. Finding your way around SmartWatch is super simple. Your world’s just a tap, swipe or press away. Want to do more with your SmartWatch? Download compatible applications on Google Play™. And customise your SmartWatch to make it exclusively yours. Customise your SmartWatch with a 20mm wristband. Or wear its stylish wristband. You can even use it as a clip. This ultra-thin Android™ remote was designed to impress. An elegant Android watch that’ll keep you discreetly updated and your hands free.	","Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
112,312526171,112_312526171,Acer Extensa M2610,Acer Extensa M2610,processor_frequency,3.7 GHz,,,,,processor_cache,3 MB,//icecat.de/en/p/acer/dt.x0cet.035/pcs-workstations-4713392506673-Acer-Extensa-M2610-3-7GHz-i3-4170-Black-31252617.html,"Get more done The latest Intel Core processors and HD graphics give you essential performance to power through the work day. Extensa M2 series PCs come with up to 8GB of DDR3 memory and 2TB HDD. They also offer optional 16X Super Multi drives that are compatible with various DVD formats and USB 3.0 ports. The PCs support multi monitor set-ups for additional viewing space. With Extensa M2 series PCs, you can rest assured and stay focused on getting work done. TPM 1.2 encryption protects files, passwords and vital data, and the Acer ProShield console unifies security and management features for easy administration. Plus, the PCs are Acer Commercial Reliability qualified and have been tested for maximum trustworthiness.","Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
112,306918001,112_306918001,Acer Extensa M2610,Acer Extensa M2610,processor_frequency,3.2 GHz,,,,,processor_cache,6 MB,//icecat.de/en/p/acer/dt.x0cek.009/pcs-workstations-4713392523120-Acer-Extensa-M2610-3-2GHz-i5-4460-Black-30691800.html,"Get more done The latest Intel Core processors and HD graphics give you essential performance to power through the work day. Extensa M2 series PCs come with up to 8GB of DDR3 memory and 2TB HDD. They also offer optional 16X Super Multi drives that are compatible with various DVD formats and USB 3.0 ports. The PCs support multi monitor set-ups for additional viewing space. With Extensa M2 series PCs, you can rest assured and stay focused on getting work done. TPM 1.2 encryption protects files, passwords and vital data, and the Acer ProShield console unifies security and management features for easy administration. Plus, the PCs are Acer Commercial Reliability qualified and have been tested for maximum trustworthiness.","Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
112,312526191,112_312526191,Acer Extensa M2610,Acer Extensa M2610,processor_frequency,3.3 GHz,,,,,processor_cache,12 MB,//icecat.de/en/p/acer/dt.x0cet.039/pcs-workstations-4713392554308-Acer-Extensa-M2610-3-3GHz-G3260-1L-sized-PC-31252619.html,"Get more done The latest Intel Core processors and HD graphics give you essential performance to power through the work day. Extensa M2 series PCs come with up to 8GB of DDR3 memory and 2TB HDD. They also offer optional 16X Super Multi drives that are compatible with various DVD formats and USB 3.0 ports. The PCs support multi monitor set-ups for additional viewing space. With Extensa M2 series PCs, you can rest assured and stay focused on getting work done. TPM 1.2 encryption protects files, passwords and vital data, and the Acer ProShield console unifies security and management features for easy administration. Plus, the PCs are Acer Commercial Reliability qualified and have been tested for maximum trustworthiness.","Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
112,312526172,112_312526172,Acer Extensa M2610,Acer Extensa M2610,processor_frequency,3.7 GHz,,,,,processor_cache,6 MB,//icecat.de/en/p/acer/dt.x0cet.035/pcs-workstations-4713392506673-Acer-Extensa-M2610-3-7GHz-i3-4170-Black-31252617.html,"Get more done The latest Intel Core processors and HD graphics give you essential performance to power through the work day. Extensa M2 series PCs come with up to 8GB of DDR3 memory and 2TB HDD. They also offer optional 16X Super Multi drives that are compatible with various DVD formats and USB 3.0 ports. The PCs support multi monitor set-ups for additional viewing space. With Extensa M2 series PCs, you can rest assured and stay focused on getting work done. TPM 1.2 encryption protects files, passwords and vital data, and the Acer ProShield console unifies security and management features for easy administration. Plus, the PCs are Acer Commercial Reliability qualified and have been tested for maximum trustworthiness.","Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
112,306918002,112_306918002,Acer Extensa M2610,Acer Extensa M2610,processor_frequency,3.2 GHz,,,,,processor_cache,3 MB,//icecat.de/en/p/acer/dt.x0cek.009/pcs-workstations-4713392523120-Acer-Extensa-M2610-3-2GHz-i5-4460-Black-30691800.html,"Get more done The latest Intel Core processors and HD graphics give you essential performance to power through the work day. Extensa M2 series PCs come with up to 8GB of DDR3 memory and 2TB HDD. They also offer optional 16X Super Multi drives that are compatible with various DVD formats and USB 3.0 ports. The PCs support multi monitor set-ups for additional viewing space. With Extensa M2 series PCs, you can rest assured and stay focused on getting work done. TPM 1.2 encryption protects files, passwords and vital data, and the Acer ProShield console unifies security and management features for easy administration. Plus, the PCs are Acer Commercial Reliability qualified and have been tested for maximum trustworthiness.","Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
