externalId,name.de,slug.de
1334,Elektrische Zahnbürsten,1334_elektrische-zahnbursten
1335,Solarien / Sonnenstudios,1335_solarien-sonnenstudios
1336,Rasierapparate für Frauen,1336_rasierapparate-fur-frauen
1337,Rasierapparate für Männer,1337_rasierapparate-fur-manner
1338,Audio-Empfänger,1338_audio-empfanger
1339,Home-Stereoanlagen,1339_home-stereoanlagen
1340,Kassettenspieler,1340_kassettenspieler
1341,Dunstabzugshauben,1341_dunstabzugshauben
1342,Minidiscspieler,1342_minidiscspieler
1343,Speditionssteuer,1343_speditionssteuer
1345,Projektionsfernseher,1345_projektionsfernseher
1346,Lautsprecher Halter,1346_lautsprecher-halter
1347,Flachbildschirm-Bodenhalter,1347_flachbildschirm-bodenhalter
1348,Papiereinzug,1348_papiereinzug
1349,Kosmetiktücher,1349_kosmetiktucher
1350,Dosen & Eimer,1350_dosen-eimer
1351,"Kisten, Schränke & Koffer",1351_kisten-schranke-koffer
1352,Kannen,1352_kannen
1353,Verpackte Erdnüsse,1353_verpackte-erdnusse
1354,handsägen,1354_handsagen
1355,Handwerkzeuge,1355_handwerkzeuge
1356,Hammer,1356_hammer
1357,Schraubenschlüssel & -dreher,1357_schraubenschlussel-dreher
1358,Mess- & Planwerkzeuge,1358_mess-planwerkzeuge
1359,Zangen,1359_zangen
1360,Bohrmaschinen,1360_bohrmaschinen
1361,Arbeitskleidung,1361_arbeitskleidung
1362,Oberbekleidung für Männer,1362_oberbekleidung-fur-manner
1363,Herren Arbeitsmantel,1363_herren-arbeitsmantel
1364,Kleiderbügel,1364_kleiderbugel
1365,Überschuhe,1365_uberschuhe
1366,Zahnpflege,1366_zahnpflege
1367,Glitter,1367_glitter
1368,Warntafeln,1368_warntafeln
1369,Backwaren,1369_backwaren
1370,"Soßen, Brotaufstriche & Würzmittel",1370_soen-brotaufstriche-wurzmittel
1371,Säubern & Desinfizieren,1371_saubern-desinfizieren
1372,Video-Server/-Encoder,1372_video-server-encoder
1373,Medienspieler/-recorder,1373_medienspieler-recorder
1374,Autolautsprecher,1374_autolautsprecher
1375,Wein,1375_wein
1376,alkoholische Getränke,1376_alkoholische-getranke
1377,künstliche Pflanzen,1377_kunstliche-pflanzen
1378,Koch- & Tafelsalze,1378_koch-tafelsalze
1379,Getränkekühler,1379_getrankekuhler
1380,Damenhygieneprodukte,1380_damenhygieneprodukte
1381,Schutzhosen,1381_schutzhosen
1382,Sicherheitszugangskontrollsysteme,1382_sicherheitszugangskontrollsysteme
1383,Parkuhren,1383_parkuhren
1385,getrocknete Früchte,1385_getrocknete-fruchte
1386,Etikettierpistolen,1386_etikettierpistolen
1387,Waffeleisen,1387_waffeleisen
1388,Spannungsschutz,1388_spannungsschutz
1389,Barebooks,1389_barebooks
1390,Grills,1390_grills
1391,Bierzapfanlagen,1391_bierzapfanlagen
1392,Mixer,1392_mixer
1393,Krepppapier,1393_krepppapier
1394,Vergrößerungsgläser,1394_vergroerungsglaser
1395,Kaffee-Zubehör,1395_kaffee-zubehor
1396,Verbandskästen,1396_verbandskasten
1397,Druckbleistifte,1397_druckbleistifte
1398,Audio-/Videokassetten,1398_audio-videokassetten
1399,Ladegeräte für Mobilgeräte,1399_ladegerate-fur-mobilgerate
1400,Personenwaagen,1400_personenwaagen
1401,Infrarotlampen,1401_infrarotlampen
1402,ultraviolette UV-Lampen,1402_ultraviolette-uv-lampen
1403,Babyfone,1403_babyfone
1405,Haarschneider/-spangen,1405_haarschneider-spangen
1406,Saftpressen,1406_saftpressen
1407,Dosenöffner,1407_dosenoffner
1408,Blutdruckmessgeräte,1408_blutdruckmessgerate
1409,Bohnerwachs,1409_bohnerwachs
1410,Heizdecken/-Kissen,1410_heizdecken-kissen
1411,Eierkocher,1411_eierkocher
1412,Haartrockner/Föhne,1412_haartrocknerfohne
1413,Kosmetikspiegel,1413_kosmetikspiegel
1414,Haarpflegegeräte,1414_haarpflegegerate
1415,Geschirrwärmer,1415_geschirrwarmer
1417,Eismaschinen,1417_eismaschinen
1418,Wecker,1418_wecker
1419,Kühlboxen,1419_kuhlboxen
1420,Kaffeemühlen,1420_kaffeemuhlen
1421,Ferngläser,1421_fernglaser
1422,Hochdruckreiniger,1422_hochdruckreiniger
1423,Teppichkehrer,1423_teppichkehrer
1424,Sandwich-Toaster,1424_sandwich-toaster
1425,Babyflaschen,1425_babyflaschen
1426,Küchenwaagen,1426_kuchenwaagen
1427,Hosenbügler,1427_hosenbugler
1429,Reiskocher,1429_reiskocher
1430,Dampfreiniger,1430_dampfreiniger
1431,Weinschränke,1431_weinschranke
1432,Rasierapparat-Zubehör,1432_rasierapparat-zubehor
1433,Fußbäder,1433_fubader
1434,Fleischwölfe,1434_fleischwolfe
1435,Regenmesser,1435_regenmesser
1436,Luftentfeuchter,1436_luftentfeuchter
1437,Luftreiniger,1437_luftreiniger
1438,Luftreinigerzubehör,1438_luftreinigerzubehor
1439,Satellitenantennen,1439_satellitenantennen
1440,Freisprechanlagen,1440_freisprechanlagen
1441,Farbmessgeräte,1441_farbmessgerate
1442,Spektrofotometer,1442_spektrofotometer
1443,Dichtemesser,1443_dichtemesser
1445,Glühlampen,1445_gluhlampen
1446,Magnet Optical Disks,1446_magnet-optical-disks
1447,Etikettenhalter,1447_etikettenhalter
1448,Zeitschriftenständer,1448_zeitschriftenstander
1449,Namensschild/-halter,1449_namensschild-halter
1450,Visitenkartenhalter,1450_visitenkartenhalter
1452,Globen,1452_globen
1454,Spülmittel,1454_spulmittel
1455,Streichhölzer,1455_streichholzer
1456,Tafelreinigungsset,1456_tafelreinigungsset
1457,Bücher,1457_bucher
1458,"Ton, Modelliermasse & Zubehör",1458_ton-modelliermasse-zubehor
1459,Batterietester,1459_batterietester
1460,Polster für Ohrstöpsel,1460_polster-fur-ohrstopsel
1461,Schnee-/Eis-Schmelzer,1461_schnee-eis-schmelzer
1462,Aktenkoffer,1462_aktenkoffer
1463,Universelle Reinigungsmittel,1463_universelle-reinigungsmittel
1464,Aluminiumfolie,1464_aluminiumfolie
1465,Backofenroste & Backbleche,1465_backofenroste-backbleche
1466,Flöten,1466_floten
1467,Scan Converter,1467_scan-converter
1468,Kohlestifte,1468_kohlestifte
1469,Thermopapier,1469_thermopapier
1470,Pfannen,1470_pfannen
1471,Dekorative Aufkleber,1471_dekorative-aufkleber
1472,Tinten,1472_tinten
1473,Schreibfedern,1473_schreibfedern
1474,Tickets,1474_tickets
1475,Pinzetten,1475_pinzetten
1476,Lacke,1476_lacke
1477,Bilderrahmen,1477_bilderrahmen
1478,Selbstklebende Symbole,1478_selbstklebende-symbole
1479,Kosmetik,1479_kosmetik
1480,Schiefertafeln,1480_schiefertafeln
1481,Thermoflaschen,1481_thermoflaschen
1482,Plakate,1482_plakate
1483,Acrylfarben,1483_acrylfarben
1484,Farben auf Wasserbasis,1484_farben-auf-wasserbasis
1485,abwaschbare Fingerfarben,1485_abwaschbare-fingerfarben
1486,Küchenmaschinen,1486_kuchenmaschinen
1487,Farbmanagement-Software,1487_farbmanagement-software
1488,Handyanhänger,1488_handyanhanger
1489,MIDI Tastaturen,1489_midi-tastaturen
1490,Handy-Schutzhüllen,1490_handy-schutzhullen
1491,Digitale Audiorekorder,1491_digitale-audiorekorder
1492,Kabelbinder,1492_kabelbinder
1493,Signalkabel,1493_signalkabel
1494,Tastatur/Video/Maus (KVM)-Kabel,1494_tastaturvideomaus-kvm-kabel
1495,PS/2-Kabel,1495_ps2-kabel
1496,Büroklammerspender,1496_buroklammerspender
1497,Handykabel,1497_handykabel
1498,Kaugummis,1498_kaugummis
1499,Stromunterbrecher,1499_stromunterbrecher
1500,Konsolenregale,1500_konsolenregale
1501,Schnittstellenkabeladapter,1501_schnittstellenkabeladapter
1504,Network Management Software,1504_network-management-software
1505,Kabel-Montagewerkzeuge,1505_kabel-montagewerkzeuge
1506,Neonleuchten,1506_neonleuchten
1508,Bareboneserver,1508_bareboneserver
1509,Audio-Netzwerkmodule,1509_audio-netzwerkmodule
1510,Handyverträge,1510_handyvertrage
1511,Telefonnummernanzeigen,1511_telefonnummernanzeigen
1512,Docking-Lautsprecher,1512_docking-lautsprecher
1513,Digitale Bilderrahmen,1513_digitale-bilderrahmen
1514,Notebook-Ständer,1514_notebook-stander
1515,CD-Ständer,1515_cd-stander
1516,PoE-Adapter,1516_poe-adapter
1517,Elektronische Enzyklopädie,1517_elektronische-enzyklopadie
1518,Schirmständer,1518_schirmstander
1519,Schrittzähler,1519_schrittzahler
1522,Ständer für Audio/DVD-Zubehör,1522_stander-fur-audiodvd-zubehor
1523,Enterprise-Resource-Planning Software,1523_enterprise-resource-planning-software
1524,Netzwerksplitter,1524_netzwerksplitter
1525,Elektronische Wörterbücher,1525_elektronische-worterbucher
1526,Handrührgeräte,1526_handruhrgerate
1527,Epilierer,1527_epilierer
1528,"Fondues, Gourmets & Woks",1528_fondues-gourmets-woks
1529,Wärmeleitspasten,1529_warmeleitspasten
1530,Videosplitter,1530_videosplitter
1531,Schalttafeln,1531_schalttafeln
1532,Regalzubehör,1532_regalzubehor
1533,TV-Antennen,1533_tv-antennen
1534,Webbrowser,1534_webbrowser
1535,Brennsoftware,1535_brennsoftware
1536,Multi Bin Mailboxes,1536_multi-bin-mailboxes
1537,Schalttafelnzubehör,1537_schalttafelnzubehor
1538,Elektrische Boxen,1538_elektrische-boxen
1539,Premise-Branch-Exchange (PBX) Systeme,1539_premise-branch-exchange-pbx-systeme
1540,Eingabegerätzubehör,1540_eingabegeratzubehor
1542,Leistungsrelais,1542_leistungsrelais
1543,Biometrische Identifikationsausrüstung,1543_biometrische-identifikationsausrustung
1544,Logistik,1544_logistik
1545,Datenspeicherdienstleistungen,1545_datenspeicherdienstleistungen
1546,IT Support Dienstleistungen,1546_it-support-dienstleistungen
1547,Industrielle Druckpressen,1547_industrielle-druckpressen
1549,Recycling von IT-Produkten,1549_recycling-von-it-produkten
1550,Brenner,1550_brenner
1552,Content Management Software,1552_content-management-software
1553,Kameragehäuse,1553_kameragehause
1554,USB-Sticks,1554_usb-sticks
1555,Unterwasserkameragehäuse,1555_unterwasserkameragehause
1556,Zubehör für Unterwasserkameragehäuse,1556_zubehor-fur-unterwasserkameragehause
1557,Sicherheitskameras,1557_sicherheitskameras
1558,Bewegungsmelder,1558_bewegungsmelder
1559,Sirenen,1559_sirenen
1560,Objektivdeckel,1560_objektivdeckel
1562,Digitale Fieberthermometer,1562_digitale-fieberthermometer
1563,Solid State Drives (SSD),1563_solid-state-drives-ssd
1564,Massagegeräte,1564_massagegerate
1565,Lebensmittelaufbewahrungsbehälter,1565_lebensmittelaufbewahrungsbehalter
1566,Bildungsquellen,1566_bildungsquellen
1568,Bildschirmschutzfolien,1568_bildschirmschutzfolien
1569,InfiniBand-Kabel,1569_infiniband-kabel
1570,Spielkonsolenzubehör,1570_spielkonsolenzubehor
1571,Hardwarekühlungszubehör,1571_hardwarekuhlungszubehor
1572,Kabelisolierung,1572_kabelisolierung
1573,E-Book-Reader,1573_e-book-reader
1574,Serial Attached SCSI (SAS)-Kabel,1574_serial-attached-scsi-sas-kabel
1575,Fashion & Style,1575_fashion-style
1576,Damen Hosen & Shorts,1576_damen-hosen-shorts
1577,Herrenbekleidung,1577_herrenbekleidung
1578,Damenbekleidung,1578_damenbekleidung
1579,Herrenunterwäsche,1579_herrenunterwasche
1580,Plattenspieler,1580_plattenspieler
1581,VoIP-Telefonanschlüsse,1581_voip-telefonanschlusse
1582,Neonschläuche,1582_neonschlauche
1583,Abonnements zu den mobilen Daten,1583_abonnements-zu-den-mobilen-daten
1584,LED-Fernseher,1584_led-fernseher
1585,Abonnementoptionen zu den mobilen Daten,1585_abonnementoptionen-zu-den-mobilen-daten
1586,Baugerüst,1586_baugerust
1587,Blu-Ray-Player,1587_blu-ray-player
1589,Leere Blu-Ray Discs,1589_leere-blu-ray-discs
1590,Haarpflege & Make-up Zubehör,1590_haarpflege-make-up-zubehor
1591,Transporterleichterungsservice,1591_transporterleichterungsservice
1592,Instandhaltungs- & Supportgebühren,1592_instandhaltungs-supportgebuhren
1593,Elektrische Schraubendreher,1593_elektrische-schraubendreher
1594,Diskherausgeber,1594_diskherausgeber
1595,Winkelschleifer,1595_winkelschleifer
1596,Bandschleifmaschinen,1596_bandschleifmaschinen
1597,Stifte/Nagel-Sets,1597_stiftenagel-sets
1598,Abisolierwerkzeuge,1598_abisolierwerkzeuge
1599,Steckschlüsselaufsätze,1599_steckschlusselaufsatze
1600,Steckdosen,1600_steckdosen
1601,Elektrische Verbindungen,1601_elektrische-verbindungen
1602,Radiofrequenzverbinder (RF),1602_radiofrequenzverbinder-rf
1603,Elektronische Filter,1603_elektronische-filter
1604,Num-Lock-Tasten,1604_num-lock-tasten
1605,antistatische Handgelenkbänder,1605_antistatische-handgelenkbander
1606,Anti-Staub-Produkte,1606_anti-staub-produkte
1607,Deckel für elektronische Verbindungen,1607_deckel-fur-elektronische-verbindungen
1608,Fixierlampen/-bauteile,1608_fixierlampen-bauteile
1611,Stativzubehör,1611_stativzubehor
1612,Blu-Ray-/DVD-Filme,1612_blu-ray-dvd-filme
1613,Telekomunikationsterminalanlagen,1613_telekomunikationsterminalanlagen
1614,Kabelspalter oder -kombinatoren,1614_kabelspalter-oder-kombinatoren
1615,Computerdatenumschalter,1615_computerdatenumschalter
1616,Kabelnetzwerktester,1616_kabelnetzwerktester
1617,Konsolenerweiterungsglieder,1617_konsolenerweiterungsglieder
1618,Universelle Telekomunikationsverbinder,1618_universelle-telekomunikationsverbinder
1619,Lichtleiterverteiler,1619_lichtleiterverteiler
1620,Reperaturdienstleistungen für Produktionsanlagen,1620_reperaturdienstleistungen-fur-produktionsanlagen
1621,Spektive,1621_spektive
1623,Computer-Kühlmittel,1623_computer-kuhlmittel
1624,Dokumentenmanagementsoftware,1624_dokumentenmanagementsoftware
1625,Fernmanagementadapter,1625_fernmanagementadapter
1626,Content Delivery Network Ausrüstung,1626_content-delivery-network-ausrustung
1627,Wetterstationen,1627_wetterstationen
1629,Barcodeleser-Zubehör,1629_barcodeleser-zubehor
1630,Sportuhren,1630_sportuhren
1631,Kreisssägen,1631_kreisssagen
1632,Fruchttrockner,1632_fruchttrockner
1633,Crêpes-Maschinen,1633_crepes-maschinen
1634,Raclettegrills,1634_raclettegrills
1635,Signalumsetzer,1635_signalumsetzer
1636,Elektrische Anschlussbauteile,1636_elektrische-anschlussbauteile
1637,Headsets,1637_headsets
1638,Parallele Kabel,1638_parallele-kabel
1639,Serien-Kabel,1639_serien-kabel
1640,Video-Umschaltpult,1640_video-umschaltpult
1641,Ratscheschlüsseln,1641_ratscheschlusseln
1642,Telefonsplitters,1642_telefonsplitters
1643,Netzwerk-Management-Geräte,1643_netzwerk-management-gerate
1645,Steroskopische 3-D Brillen,1645_steroskopische-3-d-brillen
1646,Grafiksoftware,1646_grafiksoftware
1647,Dampfgarer,1647_dampfgarer
1648,Popcornmaschinen,1648_popcornmaschinen
1649,Pfeffer-/Salzmühlen,1649_pfeffer-salzmuhlen
1650,Eiswürfelmaschinen,1650_eiswurfelmaschinen
1651,Zuckerwattemaschinen,1651_zuckerwattemaschinen
1652,Nageltrockner,1652_nageltrockner
1653,IP-Telefone,1653_ip-telefone
1654,Videokonferenzsysteme,1654_videokonferenzsysteme
1655,Flaschensterilisatoren,1655_flaschensterilisatoren
1656,Wärmeschubladen,1656_warmeschubladen
1657,Schriftart-(Font-)Software,1657_schriftart-font-software
1658,Heizlüfter,1658_heizlufter
1659,Bügelbretter,1659_bugelbretter
1660,Farbenskala u.-muster,1660_farbenskala-u-muster
1661,LED-Lampen,1661_led-lampen
1662,drahtloses Netzwerk-Equipment,1662_drahtloses-netzwerk-equipment
1663,Kabelschutz,1663_kabelschutz
1664,Hotdogmaschinen,1664_hotdogmaschinen
1665,Bügelbrettbezüge,1665_bugelbrettbezuge
1666,Gutscheine,1666_gutscheine
1667,Schokoladenbrunnen,1667_schokoladenbrunnen
1668,Türklingeln,1668_turklingeln
1669,FM-Transmitter,1669_fm-transmitter
1671,Herdkontrollmodule,1671_herdkontrollmodule
1672,Dampfkochtöpfe,1672_dampfkochtopfe
1673,Thermostate,1673_thermostate
1674,Dinstleistungen zu den Einzelhandelsdistributionen,1674_dinstleistungen-zu-den-einzelhandelsdistributionen
1675,(POS)-Bondrucker,1675_pos-bondrucker
1676,Mücken-/Insektenkiller,1676_mucken-insektenkiller
1677,Spülbecken,1677_spulbecken
1678,Türsprechanlagen,1678_tursprechanlagen
1679,Wasserhähne,1679_wasserhahne
1680,Elektrische Zahbürstenköpfe,1680_elektrische-zahburstenkopfe
1681,Kamine,1681_kamine
1682,Kamerafilter,1682_kamerafilter
1683,Tieftöner,1683_tieftoner
1684,Küchen- & Haushaltswaren-Zubehör,1684_kuchen-haushaltswaren-zubehor
1685,Digitale Videorekorder (DVR),1685_digitale-videorekorder-dvr
1686,Blitzableiter,1686_blitzableiter
1687,Freisprecheinrichtungen,1687_freisprecheinrichtungen
1688,Lichtmesser,1688_lichtmesser
1689,Notebook-Kühlpads,1689_notebook-kuhlpads
1690,Softboxen,1690_softboxen
1691,Haarglätter,1691_haarglatter
1692,Baby-Schnuller,1692_baby-schnuller
1693,Beissringe,1693_beissringe
1694,Wasserspender,1694_wasserspender
1695,Milchpumpen,1695_milchpumpen
1696,Luftbefeuchter,1696_luftbefeuchter
1697,Baby-Geschenksets,1697_baby-geschenksets
1698,Füttern von Kleinkindern,1698_futtern-von-kleinkindern
1699,Hautpflegeprodukte,1699_hautpflegeprodukte
1700,Licht-Enthaarung,1700_licht-enthaarung
1701,Lichtherapien,1701_lichtherapien
1703,E-Mail-Archivierungsgeräte,1703_e-mail-archivierungsgerate
1704,Netzwerk-Überwachungs- & Optimierungs-Geräte,1704_netzwerk-uberwachungs-optimierungs-gerate
1705,Druckeremulation-Upgrades,1705_druckeremulation-upgrades
1706,Stroboskope & Disco-Lichter,1706_stroboskope-disco-lichter
1707,Mikroskope,1707_mikroskope
1708,Mikroskop-Accessoires,1708_mikroskop-accessoires
1709,Operngläser,1709_opernglaser
1710,Elektrische Stichsägen,1710_elektrische-stichsagen
1711,Bohrhämmer,1711_bohrhammer
1712,Entfernungsmesser,1712_entfernungsmesser
1713,Mixer / Küchenmaschinen Zubehör,1713_mixer-kuchenmaschinen-zubehor
1714,Audio-CDs,1714_audio-cds
1715,Funksprechgeräte,1715_funksprechgerate
1716,Teleskope,1716_teleskope
1717,Entkalker,1717_entkalker
1718,Hardware-Echtheitsbestätigungen,1718_hardware-echtheitsbestatigungen
1719,Dienstverwaltungs-Software,1719_dienstverwaltungs-software
1720,Schokoladenmacher,1720_schokoladenmacher
1721,Elektrische Messer,1721_elektrische-messer
1722,Joghurt-Macher,1722_joghurt-macher
1723,Sat Multischalter,1723_sat-multischalter
1724,Fernbedienbare Netzteile,1724_fernbedienbare-netzteile
1725,Audio-Mixer,1725_audio-mixer
1726,Objektivdeckel,1726_objektivdeckel
1727,Plastikkarten-Drucker,1727_plastikkarten-drucker
1728,Blanko-Plastikkarten,1728_blanko-plastikkarten
1729,Saftkonzentrate,1729_saftkonzentrate
1730,Klebepistolen,1730_klebepistolen
1731,Universal-Fräser,1731_universal-fraser
1732,Musikinstrumente,1732_musikinstrumente
1733,Gitarren,1733_gitarren
1734,Schlagzeuge,1734_schlagzeuge
1735,Abfallkörbe,1735_abfallkorbe
1736,Schneidemaschinen,1736_schneidemaschinen
1737,Ultraschall-Reinigungsgeräte,1737_ultraschall-reinigungsgerate
1738,Dampfreiniger,1738_dampfreiniger
1739,Kaffees,1739_kaffees
1740,Fisch-Finder,1740_fisch-finder
1741,Wasserkocher & -Boiler,1741_wasserkocher-boiler
1742,Teleskop-Zubehör,1742_teleskop-zubehor
1743,Große Haushaltsgeräte,1743_groe-haushaltsgerate
1744,Klimaautomatik,1744_klimaautomatik
1746,Nähen & Bügeln,1746_nahen-bugeln
1747,Sanitärkeramiken,1747_sanitarkeramiken
1748,Gartenwerkzeuge,1748_gartenwerkzeuge
1749,Rasenmäher,1749_rasenmaher
1750,Rasenkantenschneider,1750_rasenkantenschneider
1751,Stechkarten-Maschinen,1751_stechkarten-maschinen
1752,Tachograph-Kartenleser,1752_tachograph-kartenleser
1753,Smart-Card-Software,1753_smart-card-software
1754,Smart-Card-Lesegeräte,1754_smart-card-lesegerate
1755,Spielzeuge,1755_spielzeuge
1756,RAID-Controller,1756_raid-controller
1757,Moskitonetze,1757_moskitonetze
1758,Ventilatorgeschwindigkeitsregler,1758_ventilatorgeschwindigkeitsregler
1759,Wasserpumpen,1759_wasserpumpen
1760,Uhren,1760_uhren
1761,Projektorhalterungen,1761_projektorhalterungen
1762,CPU-Halterungen,1762_cpu-halterungen
1764,Flachbildschirm-Deckenhalter,1764_flachbildschirm-deckenhalter
1765,Wand-/Deckenhalterungs-Zubehör,1765_wand-deckenhalterungs-zubehor
1766,Wasserpumpen-Zubehör,1766_wasserpumpen-zubehor
1767,Konsolenserver,1767_konsolenserver
1768,Serien-Konverter / -Repeater / -Isolatoren,1768_serien-konverter-repeater-isolatoren
1769,Serien-Server,1769_serien-server
1770,Radiofrequenz (RF)-Modeme,1770_radiofrequenz-rf-modeme
1771,Digital & Analog I/O Module,1771_digital-analog-io-module
1772,Netzwerk-Switch-Module,1772_netzwerk-switch-module
1773,Mobile Netzwerkgeräte,1773_mobile-netzwerkgerate
1774,Wimpernzangen,1774_wimpernzangen
1775,Lot,1775_lot
1776,Multimeter,1776_multimeter
1777,Elektrische Besen,1777_elektrische-besen
1778,Druckerspeicher,1778_druckerspeicher
1779,Nebelmaschinenen,1779_nebelmaschinenen
1780,Schaummaschinen,1780_schaummaschinen
1781,Diskokugeln,1781_diskokugeln
1782,Eiszerkleinerer,1782_eiszerkleinerer
1783,Teekocher,1783_teekocher
1784,Vakuumversiegelungsgeräte,1784_vakuumversiegelungsgerate
1785,Vakuumfüller Zubehör,1785_vakuumfuller-zubehor
1786,Tachometer,1786_tachometer
1787,Video-Konverter,1787_video-konverter
1788,Messerschärfer,1788_messerscharfer
1789,Netzwerk-Interface-Prozessor,1789_netzwerk-interface-prozessor
1790,Kassen,1790_kassen
1791,Druck-Spool-Geräte,1791_druck-spool-gerate
1792,DJ Patronen,1792_dj-patronen
1793,DECT-Basisstationen,1793_dect-basisstationen
1794,Pulsmesser,1794_pulsmesser
1795,Deckenbeleuchtungen,1795_deckenbeleuchtungen
1796,Wandbeleuchtungen,1796_wandbeleuchtungen
1797,Elektronische Bauelemente und Zubehör,1797_elektronische-bauelemente-und-zubehor
1798,Audio-Wandler,1798_audio-wandler
1799,Lichtspots,1799_lichtspots
1800,Toilettenbürsten,1800_toilettenbursten
1801,Unterwasserbeleuchtungen,1801_unterwasserbeleuchtungen
1802,Spiegel / Display-Beleuchtung,1802_spiegel-display-beleuchtung
1803,Beleuchtungs-Transformatoren / Stromversorgungen,1803_beleuchtungs-transformatoren-stromversorgungen
1804,Lichtfilter,1804_lichtfilter
1805,Lampenschirme,1805_lampenschirme
1806,Beleuchtungs-Ringe,1806_beleuchtungs-ringe
1807,Beleuchtungs-Objektive,1807_beleuchtungs-objektive
1808,Beleuchtungs-Zubehör,1808_beleuchtungs-zubehor
1810,Rauchmelder,1810_rauchmelder
1811,Klarsichthüllen,1811_klarsichthullen
1812,Durchschlagpapiere,1812_durchschlagpapiere
1813,Selbstklebende Notizpapiere,1813_selbstklebende-notizpapiere
1814,Telefonnachrichten-Pads/-Bücher,1814_telefonnachrichten-pads-bucher
1815,Kartonverschlussband-Spender,1815_kartonverschlussband-spender
1816,Bandabroller,1816_bandabroller
1817,Plastiktüten,1817_plastiktuten
1818,Papiertüten,1818_papiertuten
1819,Kästen und Körbe,1819_kasten-und-korbe
1820,Tacker,1820_tacker
1821,Epoxid-Bindungen,1821_epoxid-bindungen
1822,Siegelwachse,1822_siegelwachse
1823,Externe Festplatten,1823_externe-festplatten
1824,UV-Sterilisatoren,1824_uv-sterilisatoren
1825,Korrektur-Medien,1825_korrektur-medien
1826,Korrekturstift-Nachfüllungen,1826_korrekturstift-nachfullungen
1827,Radierer-Nachfüllungen,1827_radierer-nachfullungen
1828,Korrektur-Filme /-Bänder,1828_korrektur-filme-bander
1829,Radierer,1829_radierer
1830,Kondensatoren,1830_kondensatoren
1831,Wasserhahn-Armaturen,1831_wasserhahn-armaturen
1832,Rettungsdienst-Katastrophenschutz-Produkte,1832_rettungsdienst-katastrophenschutz-produkte
1833,Ultra Density Optical UDO-Blanko-Disketten,1833_ultra-density-optical-udo-blanko-disketten
1834,Kassen-Bänder,1834_kassen-bander
1835,Textilkunst & Stoffdekorationsmaterialien & Zubehör,1835_textilkunst-stoffdekorationsmaterialien-zubehor
1836,Fahnen,1836_fahnen
1837,Thermobänder,1837_thermobander
1838,Common Interface (CI)-Module,1838_common-interface-ci-module
1839,Stativaufsätze,1839_stativaufsatze
1840,Interaktive Whiteboards & Zubehör,1840_interaktive-whiteboards-zubehor
1841,Mantel- / Tischuhren,1841_mantel-tischuhren
1842,Gurte,1842_gurte
1843,Beschriftungen,1843_beschriftungen
1844,Wegweiser,1844_wegweiser
1847,Selbstklebende Fahnen,1847_selbstklebende-fahnen
1848,Überwachungskamera-Halterungen und Gehäuse,1848_uberwachungskamera-halterungen-und-gehause
1849,Antistatische Fußmatten,1849_antistatische-fumatten
1850,Sicherheitszeichen,1850_sicherheitszeichen
1851,Künstliche Süßstoffe,1851_kunstliche-sustoffe
1852,Multi-Tool-Zangen,1852_multi-tool-zangen
1853,Messer,1853_messer
1854,Duschköpfe und Zubehör,1854_duschkopfe-und-zubehor
1855,Zielfernrohre,1855_zielfernrohre
1856,Handwerkzeuge & Zubehör,1856_handwerkzeuge-zubehor
1857,Sicherungen,1857_sicherungen
1858,IP-Add-On-Module,1858_ip-add-on-module
1859,Handschraubendreher & Sets,1859_handschraubendreher-sets
1860,Hörsysteme,1860_horsysteme
1861,Ratschen- & Werkzeugsets,1861_ratschen-werkzeugsets
1862,Inhalatoren,1862_inhalatoren
1863,Waschtrockner,1863_waschtrockner
1864,Kochfelder,1864_kochfelder
1865,Schleudern,1865_schleudern
1866,Camping-Stühle,1866_camping-stuhle
1867,Nähmaschinen,1867_nahmaschinen
1868,Lautsprechersets,1868_lautsprechersets
1869,Netzwerk-Transceiver-Module,1869_netzwerk-transceiver-module
1870,Soundbar-Lautsprecher,1870_soundbar-lautsprecher
1871,Infoterminals,1871_infoterminals
1872,Handstaubsauger,1872_handstaubsauger
1873,Kühl- und Gefrierkombi,1873_kuhl-und-gefrierkombi
1874,Funkempfänger,1874_funkempfanger
1875,Säbelsägen,1875_sabelsagen
1876,Mauernutfräsen,1876_mauernutfrasen
1877,CD-Radios,1877_cd-radios
1878,Schleifbock,1878_schleifbock
1879,Geradschleifer,1879_geradschleifer
1880,Schlagschrauber,1880_schlagschrauber
1881,Elektrische Kettensägen,1881_elektrische-kettensagen
1882,Kabellose Heckenscheren,1882_kabellose-heckenscheren
1883,Handwerkzeuge,1883_handwerkzeuge
1884,Elektrowerkzeuge,1884_elektrowerkzeuge
1885,Akku-Werkzeuge,1885_akku-werkzeuge
1886,Druckluftwerkzeuge,1886_druckluftwerkzeuge
1887,Infrarotlampen,1887_infrarotlampen
1889,Lockenstäbe,1889_lockenstabe
1890,Akkuschrauber,1890_akkuschrauber
1891,Akku-Bohrer,1891_akku-bohrer
1892,Akku-Klebepistolen,1892_akku-klebepistolen
1893,Smartphones,1893_smartphones
1894,Hifi-Verstärker,1894_hifi-verstarker
1895,Akku-Stichsägen,1895_akku-stichsagen
1896,Akkusäbelsägen,1896_akkusabelsagen
1897,portable DVD/Blu-Ray players,1897_portable-dvdblu-ray-players
1898,Akku-Bohrhämmer,1898_akku-bohrhammer
