abstract_sku,old_sku,concrete_sku,name.en_US,name.de_DE,attribute_key_1,value_1,attribute_key_1.en_US,value_1.en_US,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,icecat_pdp_url,image_big,image_small,description.en_US,description.de_DE,is_searchable.en_US,is_searchable.de_DE,icecat_license,bundled
066,22613708,066_22613708,HP Z 620,HP Z 620,total_storage_capacity,256 GB,,,,,,,http://icecat.de/en/p/hp/wm682ea/pcs-workstations-620-22613708.html,http://images.icecat.biz/img/norm/high/22613708-1336.jpg,http://images.icecat.biz/img/norm/high/22828284-8540.jpg,"Big Possibilities. Compact Form Factor. More versatile than ever before. With up to 16 discrete processor cores, the HP Z620 Workstation packs a ton of computing and visualization power into a quiet, compact footprint. This dual-socket system helps you boost productivity with next-generation Intel® Xeon® processors and support for up to 8 displays. Get massive system performance with a small footprint. The HP Z620 features the next evolution in processor technology and system architecture, setting the standard for versatility with support for a single Intel E5-1600 Series Xeon® processor or dual Intel E5-2600 Series Xeon® processors. With 800W 90% efficient power supply and support for up to 8 displays, the HP Z620 gives you the freedom of doing and seeing more.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
066,20723326,066_20723326,HP Z 620,HP Z 620,total_storage_capacity,1000 GB,,,,,,,http://icecat.de/en/p/hp/bwm596et1/pcs-workstations-620-20723326.html,http://images.icecat.biz/img/norm/high/20723326-8407.jpg,http://images.icecat.biz/img/norm/high/22828284-8540.jpg,"Big Possibilities. Compact Form Factor. More versatile than ever before. With up to 16 discrete processor cores, the HP Z620 Workstation packs a ton of computing and visualization power into a quiet, compact footprint. This dual-socket system helps you boost productivity with next-generation Intel® Xeon® processors and support for up to 8 displays. Get massive system performance with a small footprint. The HP Z620 features the next evolution in processor technology and system architecture, setting the standard for versatility with support for a single Intel E5-1600 Series Xeon® processor or dual Intel E5-2600 Series Xeon® processors. With 800W 90% efficient power supply and support for up to 8 displays, the HP Z620 gives you the freedom of doing and seeing more.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
066,22613709,066_22613709,HP Z 620,HP Z 620,total_storage_capacity,512 GB,,,,,,,http://icecat.de/en/p/hp/wm683ea/pcs-workstations-620-22613709.html,http://images.icecat.biz/img/norm/high/22613709-9671.jpg,http://images.icecat.biz/img/norm/high/22828284-8540.jpg,"Big Possibilities. Compact Form Factor. More versatile than ever before. With up to 16 discrete processor cores, the HP Z620 Workstation packs a ton of computing and visualization power into a quiet, compact footprint. This dual-socket system helps you boost productivity with next-generation Intel® Xeon® processors and support for up to 8 displays. Get massive system performance with a small footprint. The HP Z620 features the next evolution in processor technology and system architecture, setting the standard for versatility with support for a single Intel E5-1600 Series Xeon® processor or dual Intel E5-2600 Series Xeon® processors. With 800W 90% efficient power supply and support for up to 8 displays, the HP Z620 gives you the freedom of doing and seeing more.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
067,29955336,067_29955336,Lenovo ThinkCentre E73,Lenovo ThinkCentre E73,processor_frequency,3.2 GHz,,,,,,,http://icecat.de/en/p/lenovo/10du0010ix/pcs-workstations-E73-29955336.html,http://images.icecat.biz/img/norm/high/29955336-4681.jpg,http://images.icecat.biz/img/norm/medium/29955336-4681.jpg,"Small Form Factor Small Form Factor desktops provide the ultimate performance with full-featured scalability, yet weigh as little as 13.2 lbs / 6 kgs. Keep your business-critical information safe through USB port disablement and the password-protected BIOS and HDD. You can also safeguard your hardware by physically securing your mouse and keyboard, while the Kensington slot enables you to lock down your E73. Lenovo Desktop Power Manager lets you balance power management and performance to save energy and lower costs. The E73 is also ENERGY STAR compliant, EPEAT® Gold and Cisco EnergyWise™ certified—so you can feel good about the planet and your bottom line. With SuperSpeed USB 3.0, transfer data up to 10 times faster than previous USB technologies. You can also connect to audio- and video-related devices with WiFi and Bluetooth® technology.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
067,27314278,067_27314278,Lenovo ThinkCentre E73,Lenovo ThinkCentre E73,processor_frequency,3.6 GHz,,,,,,,http://icecat.de/en/p/lenovo/10ds000hmh/pcs-workstations-E73-27314278.html,http://images.icecat.biz/img/gallery/27314278_8355.jpg,http://images.icecat.biz/img/norm/medium/29955336-4681.jpg,"Small Form Factor Small Form Factor desktops provide the ultimate performance with full-featured scalability, yet weigh as little as 13.2 lbs / 6 kgs. Keep your business-critical information safe through USB port disablement and the password-protected BIOS and HDD. You can also safeguard your hardware by physically securing your mouse and keyboard, while the Kensington slot enables you to lock down your E73. Lenovo Desktop Power Manager lets you balance power management and performance to save energy and lower costs. The E73 is also ENERGY STAR compliant, EPEAT® Gold and Cisco EnergyWise™ certified—so you can feel good about the planet and your bottom line. With SuperSpeed USB 3.0, transfer data up to 10 times faster than previous USB technologies. You can also connect to audio- and video-related devices with WiFi and Bluetooth® technology.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
068,30706500,068_30706500,Lenovo ThinkCenter E73,Lenovo ThinkCenter E73,processor_frequency,3.2 GHz,,,,,,,http://icecat.de/en/p/lenovo/10ds000yuk/pcs-workstations-E73-30706500.html,http://images.icecat.biz/img/gallery/29554217_7377.jpg,http://images.icecat.biz/img/gallery/29554217_7377.jpg,"Eco-friendly and Energy Efficient Lenovo Desktop Power Manager lets you balance power management and performance to save energy and lower costs. The E73 is also ENERGY STAR compliant, EPEAT® Gold and Cisco EnergyWise™ certified—so you can feel good about the planet and your bottom line. With SuperSpeed USB 3.0, transfer data up to 10 times faster than previous USB technologies. You can also connect to audio- and video-related devices with WiFi and Bluetooth® technology. With 10% more processing power, 4th generation Intel® Core™ processors deliver the performance to increase business productivity for your business. They can also guard against identity theft and ensure safe access to your network with built-in security features.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
068,27107297,068_27107297,Lenovo ThinkCenter E73,Lenovo ThinkCenter E73,processor_frequency,3.6 GHz,,,,,,,http://icecat.de/en/p/lenovo/10b5000yuk/pcs-workstations-M73-27107297.html,http://images.icecat.biz/img/norm/high/27107297-7207.jpg,http://images.icecat.biz/img/gallery/29554217_7377.jpg,"Eco-friendly and Energy Efficient Lenovo Desktop Power Manager lets you balance power management and performance to save energy and lower costs. The E73 is also ENERGY STAR compliant, EPEAT® Gold and Cisco EnergyWise™ certified—so you can feel good about the planet and your bottom line. With SuperSpeed USB 3.0, transfer data up to 10 times faster than previous USB technologies. You can also connect to audio- and video-related devices with WiFi and Bluetooth® technology. With 10% more processing power, 4th generation Intel® Core™ processors deliver the performance to increase business productivity for your business. They can also guard against identity theft and ensure safe access to your network with built-in security features.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
068,24325712,068_24325712,Lenovo ThinkCenter E73,Lenovo ThinkCenter E73,processor_frequency,3 GHz,,,,,,,http://icecat.de/en/p/lenovo/10b1a0f3pb/pcs-workstations-M73-24325712.html,http://images.icecat.biz/img/norm/high/24325712-6717.jpg,http://images.icecat.biz/img/gallery/29554217_7377.jpg,"Eco-friendly and Energy Efficient Lenovo Desktop Power Manager lets you balance power management and performance to save energy and lower costs. The E73 is also ENERGY STAR compliant, EPEAT® Gold and Cisco EnergyWise™ certified—so you can feel good about the planet and your bottom line. With SuperSpeed USB 3.0, transfer data up to 10 times faster than previous USB technologies. You can also connect to audio- and video-related devices with WiFi and Bluetooth® technology. With 10% more processing power, 4th generation Intel® Core™ processors deliver the performance to increase business productivity for your business. They can also guard against identity theft and ensure safe access to your network with built-in security features.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
069,29285281,069_29285281,Lenovo ThinkStation P300,Lenovo ThinkStation P300,processor_frequency,3.6 GHz,,,,,,,http://icecat.de/en/p/lenovo/30ah005rix/pcs-workstations-P300-29285281.html,http://images.icecat.biz/img/gallery/29285281_8883.jpg,http://images.icecat.biz/img/gallery/29285281_8883.jpg,"Optional Flex Module The innovative Flex Module lets you customize I/O ports, so you add only what you need. With the 2 available 5.25"" bays on the P300 Tower, you can mix and match components including an ultraslim ODD, 29-in-1 media card reader, Firewire, and eSATA – up to 8 configurations among an ODD, HDD, and Flex Module. We've redesigned our ThinkStations. No more bulky handles, just a clean-looking, functional design. An extended lip on the top lid that includes a red touch point, combined with a ledge on the back-side, make the P300 exceptionally easy to lift and carry. The P300 workstation features a 15-month life cycle with no planned hardware changes that affect the preloaded software image. Image stability for long-term deployments helps to reduce transition, qualification, and testing costs to ensure savings for your business.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
069,24326086,069_24326086,Lenovo ThinkStation P300,Lenovo ThinkStation P300,processor_frequency,3.3 GHz,,,,,,,http://icecat.de/en/p/lenovo/30ak000cmc/pcs-workstations-P300+SFF-24326086.html,http://images.icecat.biz/img/norm/high/24326086-6406.jpg,http://images.icecat.biz/img/gallery/29285281_8883.jpg,"Optional Flex Module The innovative Flex Module lets you customize I/O ports, so you add only what you need. With the 2 available 5.25"" bays on the P300 Tower, you can mix and match components including an ultraslim ODD, 29-in-1 media card reader, Firewire, and eSATA – up to 8 configurations among an ODD, HDD, and Flex Module. We've redesigned our ThinkStations. No more bulky handles, just a clean-looking, functional design. An extended lip on the top lid that includes a red touch point, combined with a ledge on the back-side, make the P300 exceptionally easy to lift and carry. The P300 workstation features a 15-month life cycle with no planned hardware changes that affect the preloaded software image. Image stability for long-term deployments helps to reduce transition, qualification, and testing costs to ensure savings for your business.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
069,24725761,069_24725761,Lenovo ThinkStation P300,Lenovo ThinkStation P300,processor_frequency,3.5 GHz,,,,,,,http://icecat.de/en/p/lenovo/30ah0047ge/pcs-workstations-P300-24725761.html,http://images.icecat.biz/img/norm/high/24725761-8168.jpg,http://images.icecat.biz/img/gallery/29285281_8883.jpg,"Optional Flex Module The innovative Flex Module lets you customize I/O ports, so you add only what you need. With the 2 available 5.25"" bays on the P300 Tower, you can mix and match components including an ultraslim ODD, 29-in-1 media card reader, Firewire, and eSATA – up to 8 configurations among an ODD, HDD, and Flex Module. We've redesigned our ThinkStations. No more bulky handles, just a clean-looking, functional design. An extended lip on the top lid that includes a red touch point, combined with a ledge on the back-side, make the P300 exceptionally easy to lift and carry. The P300 workstation features a 15-month life cycle with no planned hardware changes that affect the preloaded software image. Image stability for long-term deployments helps to reduce transition, qualification, and testing costs to ensure savings for your business.","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
070,24872891,070_24872891,Lenovo ThinkStation P900,Lenovo ThinkStation P900,,,color,Black,color,Schwarz,,,http://icecat.de/en/p/lenovo/30a5000ege/pcs-workstations-P900-24872891.html,http://images.icecat.biz/img/norm/high/24872891-7070.jpg,http://images.icecat.biz/img/norm/medium/24872891-7070.jpg,"Thermal Design: Elegant & Efficient. Patented tri-channel cooling with just 3 system fans – as opposed to 10 that other workstations typically rely on — and a direct cooling air baffle directs fresh air into the CPU and memory. ThinkStation P900 delivers new technologies and design to keep your workstation cool and quiet. The innovative Flex Module lets you customize I/O ports, so you add only what you need. Using the 5.25"" bays, you can mix and match components including an ultraslim ODD, 29-in-1 media card reader, Firewire, and eSATA. The Flex Connector is a mezzanine card that fits into the motherboard and allows for expanded storage and I/O, without sacrificing the use of rear PCI. It supports SATA/SAS/PCIe advanced RAID solution. ThinkStation P900 includes two available connectors (enabled with each CPU).","Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
