slug,variant_id,sku,name.en_US,manufacturer_name,product_id,image_big,image_small,category_id,category_key,xml_url,on_market,on_market_countries_set,icecat_last_updated,name.de_DE,license
153_hp_440-mt,1,24801337,440 MT,HP,G1X59EA,http://images.icecat.biz/img/gallery/24801337_6544.jpg,http://images.icecat.biz/img/gallery_lows/24801337_6544.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/24801337.xml,1,GB;SE;DK;CH;AF;PL;NL;RU;US;DE;AE;NO;FI;IE,2015-12-29T17:56:33.000Z,440 MT,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_hp_600-g1-sff,1,23061675,600 G1 SFF,HP,J0E94ET,,,,,,,,,600 G1 SFF,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_hp_600-g2-mt,1,29891842,600 G2 MT,HP,P1G84EA,http://images.icecat.biz/img/gallery/29891842_6106.jpg,http://images.icecat.biz/img/gallery_lows/29891842_6106.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29891842.xml,1,SE;NO;NL;CH;PL;DK;FI,2015-12-31T17:13:40.000Z,600 G2 MT,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_hp_620,1,13710816,620,HP,WM439EA,http://images.icecat.biz/img/norm/high/13710816-7488.jpg,http://images.icecat.biz/img/norm/low/13710816-7488.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/13710816.xml,1,RU;GB;NL;AT;DE;BE,2016-01-18T17:52:25.000Z,620,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_hp_800-g1,1,24673744,800 G1,HP,J0F02ET,http://images.icecat.biz/img/norm/high/24673744-5689.jpg,http://images.icecat.biz/img/norm/low/24673744-5689.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/24673744.xml,1,FI;FR;DE;NL;IT;AT;BE;US;IE;GB,2016-01-17T09:14:24.000Z,800 G1,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_hp_p1g46ea,1,29891041,P1G46EA,HP,P1G46EA,http://images.icecat.biz/img/gallery/29891041_6657.jpg,http://images.icecat.biz/img/gallery_lows/29891041_6657.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29891041.xml,1,CH;NL;DE;SE;ES;FR;BE;NO;HU;GB;IT;DK;TR;PT;US;FI;RU,2016-02-04T08:49:18.000Z,P1G46EA,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_lenovo_e73,1,29529631,E73,Lenovo,10DU000TMB,http://images.icecat.biz/img/norm/high/29529631-5845.jpg,http://images.icecat.biz/img/norm/low/29529631-5845.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29529631.xml,1,NL;BE;DE,2016-01-16T23:14:21.000Z,E73,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_lenovo_e73,2,29761404,E73,Lenovo,10DS000SIX,http://images.icecat.biz/img/gallery/29761404_1690.jpg,http://images.icecat.biz/img/gallery_lows/29761404_1690.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29761404.xml,1,IT;NL,2015-12-31T09:33:12.000Z,E73,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_lenovo_m73,1,27107296,M73,Lenovo,10B5000XUK,http://images.icecat.biz/img/norm/high/27107296-7713.jpg,http://images.icecat.biz/img/norm/low/27107296-7713.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/27107296.xml,1,NL;FI;US;GB;DE,2016-01-16T22:39:00.000Z,M73,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_lenovo_p300-tower,1,23087059,P300 Tower,Lenovo,30AH001GMT,http://images.icecat.biz/img/norm/high/23087059-3229.jpg,http://images.icecat.biz/img/norm/low/23087059-3229.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/23087059.xml,1,NO;FI;NL;ES;GB;DK;DE;SE;BE;IT,2016-01-01T00:48:06.000Z,P300 Tower,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_lenovo_p310,1,30648859,P310,Lenovo,30AT003QGE,http://images.icecat.biz/img/norm/high/30648859-5472.jpg,http://images.icecat.biz/img/norm/low/30648859-5472.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/30648859.xml,1,NL;AT;IS;FI;DE,2016-02-10T23:41:00.000Z,P310,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_lenovo_p900,1,24788120,P900,Lenovo,30A5000CMT,http://images.icecat.biz/img/norm/high/24788120-7062.jpg,http://images.icecat.biz/img/norm/low/24788120-7062.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/24788120.xml,1,NL;DK;DE;FI;IT;GB;NO;SE;ES;BE,2015-12-29T18:17:09.000Z,P900,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1630_asus_vivowatch,1,27003893,VivoWatch,ASUS,90HC0021-M00H01,http://images.icecat.biz/img/gallery/27003893_5195.jpg,http://images.icecat.biz/img/gallery_lows/27003893_5195.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/27003893.xml,1,FI;ES;IT;GB;SE;PT;FR,2016-01-20T09:20:57.000Z,VivoWatch,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1630_asus_vivowatch,2,27207215,VivoWatch,ASUS,90HC0021-M00H10,http://images.icecat.biz/img/gallery/27207215_4967.jpg,http://images.icecat.biz/img/gallery_lows/27207215_4967.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/27207215.xml,1,FR;IE;PL;NO;IT;DE;GB;ES;AT;US;DK;SE;PT;NL,2015-08-02T10:11:45.000Z,VivoWatch,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1630_hannspree_sw68sd12,1,26192836,SW68SD12,Hannspree,SW68SD12,http://images.icecat.biz/img/norm/high/26192836-1489.jpg,http://images.icecat.biz/img/norm/low/26192836-1489.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/26192836.xml,1,GB;BE;NL;IT;PL;IS;PT;FR;DE;AT;ES,2016-01-15T16:33:33.000Z,SW68SD12,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1630_tomtom_golf,1,24235707,Golf,TomTom,1RG0.001.01,http://images.icecat.biz/img/norm/high/24235707-6105.jpg,http://images.icecat.biz/img/norm/low/24235707-6105.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/24235707.xml,1,CH;DK;FI;PT;NO;IT;ES;DE;AT;US;AU;NL;GB;SE;FR,2015-04-14T10:56:34.000Z,Golf,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1630_tomtom_golfer,1,27290499,Golfer,TomTom,1RG0.001.03,http://images.icecat.biz/img/gallery/27290499_3126.jpg,http://images.icecat.biz/img/gallery_lows/27290499_3126.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/27290499.xml,1,GB;DE;ES;SE;CH;NO;FR;PT;IT;NL;DK,2016-02-03T13:27:38.000Z,Golfer,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1630_tomtom_multi-sport-cardio,1,22196533,Multi-Sport Cardio,TomTom,1RH0.001.03,http://images.icecat.biz/img/norm/high/22196533-8033.jpg,http://images.icecat.biz/img/norm/low/22196533-8033.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/22196533.xml,1,SE;FR;IT;NL;US;CH;DK;PT;RO;NO;ES;GB;AU;AT;DE,2015-12-16T23:37:02.000Z,Multi-Sport Cardio,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1630_tomtom_runner,1,19611864,Runner,TomTom,1RR0.001.00,http://images.icecat.biz/img/norm/high/19611864-7765.jpg,http://images.icecat.biz/img/norm/low/19611864-7765.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/19611864.xml,1,NL;AU;PT;FI;AT;DE;NO;US;ES;IT;DK;SE;FR;GB,2016-01-24T21:33:00.000Z,Runner,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1630_tomtom_spark-cardio-music,1,29805780,Spark Cardio + Music,TomTom,1RFM.003.03,http://images.icecat.biz/img/gallery/29805780_2184.jpg,http://images.icecat.biz/img/gallery_lows/29805780_2184.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/29805780.xml,1,NL;RO;SE;AT;BE;PT;GB;AU;FR;DE;NO;ES;DK;PL;IT;CH,2015-11-02T00:17:41.000Z,Spark Cardio + Music,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_acer_330,1,29843537,330,Acer,HM.HPUEE.001,http://images.icecat.biz/img/gallery/29843537_8224.jpg,http://images.icecat.biz/img/gallery_lows/29843537_8224.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29843537.xml,1,CH;IT;IS;DK;PL;ES;PT;GB;FR;NL;NO;DE;SE;AT,2016-02-07T16:07:53.000Z,330,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_acer_jade-z,1,26175504,Jade Z,Acer,HM.HMZEE.001,http://images.icecat.biz/img/norm/high/26175504-2265.jpg,http://images.icecat.biz/img/norm/low/26175504-2265.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26175504.xml,1,IT;NL;PT;GB;ES;DE;FR,2016-02-06T23:33:38.000Z,Jade Z,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_acer_jade-z-white,1,26175505,Jade Z White,Acer,HM.HN2EE.001,http://images.icecat.biz/img/norm/high/26175505-214.jpg,http://images.icecat.biz/img/norm/low/26175505-214.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26175505.xml,1,FR;AT;PL;IT;NL;PT;ES;DE,2016-02-06T23:33:34.000Z,Jade Z White,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_acer_z530,1,29406183,Z530,Acer,HM.HQSEE.001,http://images.icecat.biz/img/gallery/29406183_5782.jpg,http://images.icecat.biz/img/gallery_lows/29406183_5782.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29406183.xml,1,FR;GB;SE;CH;DE;PT;IT;IS;DK;PL;AT;NO;ES;BE;NL,2016-02-08T10:03:14.000Z,Z530,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_acer_z630,1,29406182,Z630,Acer,HM.HQGEE.001,http://images.icecat.biz/img/gallery/29406182_3072.jpg,http://images.icecat.biz/img/gallery_lows/29406182_3072.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29406182.xml,1,FR;GB;SE;DE;PT;IT;IS;DK;PL;AT;NO;ES;BE;NL,2016-02-09T17:56:32.000Z,Z630,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_acer_z630,2,29406184,Z630,Acer,HM.HQEEE.001,http://images.icecat.biz/img/gallery/29406184_5039.jpg,http://images.icecat.biz/img/gallery_lows/29406184_5039.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29406184.xml,1,FR;GB;SE;CH;DE;PT;IT;IS;DK;PL;AT;NO;ES;BE;NL,2016-02-09T17:57:24.000Z,Z630,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_acer_z630s,1,30620196,Z630S,Acer,HM.HT6EE.001,http://images.icecat.biz/img/gallery/30620196_9706.jpg,http://images.icecat.biz/img/gallery_lows/30620196_9706.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/30620196.xml,1,PL;IT;BE;DE;ES;GB;IS;AT;NL;FR,2016-02-05T10:21:23.000Z,Z630S,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_3,1,26552089,3,Samsung,SM-G388FDSABTU,http://images.icecat.biz/img/norm/high/26552089-4534.jpg,http://images.icecat.biz/img/norm/low/26552089-4534.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26552089.xml,1,NL;GB;DE;FR;IE;US,2016-01-16T17:45:58.000Z,3,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_gt-i9060,1,25923236,GT-I9060,Samsung,GT-I9060MKIITV,http://images.icecat.biz/img/norm/high/25923236-397.jpg,http://images.icecat.biz/img/norm/low/25923236-397.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/25923236.xml,1,DE;PT;NL;FR;GB;IT;ES,2015-05-15T12:53:26.000Z,GT-I9060,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_gt-s7390,1,21736789,GT-S7390,Samsung,GT-S7390RWAITV,http://images.icecat.biz/img/norm/high/21736789-517.jpg,http://images.icecat.biz/img/norm/low/21736789-517.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/21736789.xml,1,DE;IT;FR;NL;ES,2015-04-24T15:17:16.000Z,GT-S7390,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g110h,1,24751053,SM-G110H,Samsung,SM-G110HZWA,http://images.icecat.biz/img/norm/high/24751053-5028.jpg,http://images.icecat.biz/img/norm/low/24751053-5028.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/24751053.xml,1,IT;GB;FR;DE;CH;NL;ES,2015-04-24T15:17:17.000Z,SM-G110H,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g355h,1,23339155,SM-G355H,Samsung,SM-G355HZKNITV,http://images.icecat.biz/img/norm/high/23339155-1126.jpg,http://images.icecat.biz/img/norm/low/23339155-1126.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/23339155.xml,1,ES;NL;IT;DE;FR,2015-04-24T15:17:13.000Z,SM-G355H,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g920f,1,26346564,SM-G920F,Samsung,SM-G920FZKAPHN,http://images.icecat.biz/img/norm/high/26346564-3890.jpg,http://images.icecat.biz/img/norm/low/26346564-3890.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26346564.xml,1,FR;BE;DE;NL,2016-02-07T00:38:30.000Z,SM-G920F,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g920f,2,26408542,SM-G920F,Samsung,SM-G920FZBA,http://images.icecat.biz/img/norm/high/26408542-7762.jpg,http://images.icecat.biz/img/norm/low/26408542-7762.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26408542.xml,1,PL;DE;NL;FR;GB;ES;SE;PT;AT;GR;IT;CH;FI;IS,2016-02-07T00:55:09.000Z,SM-G920F,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g925f,1,26408559,SM-G925F,Samsung,SM-G925FZGA,http://images.icecat.biz/img/norm/high/26408559-6956.jpg,http://images.icecat.biz/img/norm/low/26408559-6956.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26408559.xml,1,IS;GR;PL;GB;ES;FR;DE;AT;BE;NL;FI;IT;PT,2016-02-07T00:55:02.000Z,SM-G925F,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-g928f,1,29544908,SM-G928F,Samsung,SM-G928FZKA,http://images.icecat.biz/img/gallery/29544908_0624.jpg,http://images.icecat.biz/img/gallery_lows/29544908_0624.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29544908.xml,1,DK;DE;PT;AT;SE;IS;NL;IT;ES;FR;BE;GB;FI;CH,2016-02-07T14:27:20.000Z,SM-G928F,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_samsung_sm-n910f,1,24675870,SM-N910F,Samsung,SM-N910FZDEATO,http://images.icecat.biz/img/norm/high/24675870-3321.jpg,http://images.icecat.biz/img/norm/low/24675870-3321.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/24675870.xml,1,AT;DE;NL,2015-04-24T15:17:11.000Z,SM-N910F,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
1893_sony_c5-ultra,1,29847624,C5 Ultra,Sony,1300-0331,http://images.icecat.biz/img/gallery/29847624_3088.jpg,http://images.icecat.biz/img/gallery_lows/29847624_3088.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29847624.xml,1,DE;BE;NL,2016-02-07T16:11:20.000Z,C5 Ultra,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
