"slug","variantId","sku","image_quality","lens_system","focus","shutter","Video","short_description-en","long_description-en","short_description-de","long_description-de"
"575_sony_dsc-w630","1","12255434","16,1 MP","5 x","TTL","1/1600 s","true","Sony Cyber-shot DSC-W630, Auto, Cloudy, Daylight, Flash, Fluorescent, Incandescent, Beach, Close-up (macro), Fireworks, Landscape, Night portrait, Panorama, Snow, Auto, Movie, Scene, Movie, Single image, Slide show, AC, Battery, USB, Compact camera","Sony DSC-W630, Cyber-shot. Megapixel: 16.1 MP, Camera type: Compact camera, Image sensor size: 1/2.3"". Optical zoom: 5x, Digital zoom: 20x, Focal length range (f-f): 4.5 - 22.5 mm. Focus: TTL, Focus adjustment: Auto, Auto focusing (AF) modes: Centre weighted Auto Focus, Multi Point Auto Focus, Spot Auto Focus. ISO sensitivity: 80, 100, 200, 400, 800, 1600, 3200, Light exposure modes: Auto, Light exposure control: Program AE. Fastest camera shutter speed: 1/1600 s, Slowest camera shutter speed: 2 s","Sony Cyber-shot W630 Digitale Kompaktkamera, Auto, wolkig, Tageslicht, Flash, fluorisierend, glühend, Strand, Close-up (Makro), Feuerwerk, Landschaft, Nachtporträt, Panorama, Schnee, Auto, Bild, Scene, Bild, Einzelbild, Diashow, AC, Batterie/Akku, USB, Kompaktkamera","Sony W630 Digitale Kompaktkamera, Cyber-shot. Kamerabildpunkte: 16,1 MP, Kamera-Typ: Kompaktkamera, Größe des Bildsensors: 1/2.3"". Optischer Zoom: 5x, Digitaler Zoom: 20x, Brennweitenbereich: 4,5 - 22,5 mm. Fokus: TTL, Fokus-Apassung: Auto, Autofokus (AF)-Modi: Zentrumsgewichteter Auto-Fokus, Multi Point Auto Focus, Spot Auto Focus. ISO-Empfindlichkeit: 80, 100, 200, 400, 800, 1600, 3200, Belichtungstyp: Auto, Belichtungssteuerung: Programm AE. Längste Verschlusszeit: 1/1600 s, Kürzeste Verschlusszeit: 2 s"
"584_canon_hf-g25","1","17365820",,,,,,,,,
"584_canon_hf-g30","1","18662566",,,,,,,,,
"584_canon_hf-r606","1","25910847",,,,,,,,,
"584_canon_hf-r66","1","25955264",,,,,,,,,
"584_ricoh_theta-s","1","30150732",,,,,,,,,
"584_samsung_hmx-f90wp","1","17681791",,,,,,,,,
"584_samsung_mini-dv-camcorder-black","1","828188",,,,,,,,,
"584_sony_fdr-ax33","1","25904159",,,,,,,,,
"584_sony_hdr-cx405","1","25904123",,,,,,,,,
"584_sony_hdr-mv1","1","19692589",,,,,,,,,
"584_sony_hxr-mc2500e","1","24788780",,,,,,,,,
"584_sony_nex-vg30e","1","15619960",,,,,,,,,
"584_sony_pxw-fs5k","1","29851280",,,,,,,,,
"584_toshiba_camileo-s30","1","6350138",,,,,,,,,
"584_toshiba_camileo-s40","1","15721464",,,,,,,,,
"897_acer_one-7-b1-770","1","29545800",,,,,,,,,
"897_asus_z170c-1b012a","1","29525342",,,,,,,,,
"897_asus_z170c-1l019a","1","29525343",,,,,,,,,
"897_asus_z300c-1a069a","1","29518547",,,,,,,,,
"897_asus_z300c-1b053a","1","29518551",,,,,,,,,
"897_asus_z380c-1l051a","1","29565391",,,,,,,,,
"897_asus_z580ca-1a032a","1","28373128",,,,,,,,,
"897_asus_z580ca-1b024a","1","29565389",,,,,,,,,
"897_hp_1000-g2","1","26289661",,,,,,,,,
"897_hp_608-g1","1","28586825",,,,,,,,,
"897_hp_elite-x2-1012-g1","1","30375360",,,,,,,,,
"897_hp_pro-slate-10-ee-g1","1","25988329",,,,,,,,,
"897_hp_pro-slate-8","1","25893779",,,,,,,,,
"897_lenovo_3-8","1","29414094",,,,,,,,,
"897_lenovo_3-pro-10","1","29743301",,,,,,,,,
"897_lenovo_a10-70","1","27262160",,,,,,,,,
"897_lenovo_miix-300-10iby","1","30274741",,,,,,,,,
"897_lenovo_tab-2-a7-10f","1","26072016",,,,,,,,,
"897_lenovo_thinkpad-8","1","22626962",,,,,,,,,
"897_panasonic_fz-b2","1","24980927",,,,,,,,,
"897_samsung_80","1","29385583",,,,,,,,,
"897_samsung_96","1","28547942",,,,,,,,,
"897_samsung_sm-t550","1","26981568",,,,,,,,,
"897_samsung_sm-t550n","1","26564922",,,,,,,,,
"897_samsung_sm-t560","1","29536449",,,,,,,,,
"897_samsung_sm-t670","1","30345097",,,,,,,,,
"897_sony_z2","1","21811723",,,,,,,,,
"897_sony_z2-tablet","1","26974234",,,,,,,,,
"897_sony_z3-compact","1","24692598",,,,,,,,,
