slug,variant_id,sku,display,storage,waterproof,battery,color,weight,short_description.en_US,long_description.en_US,short_description.de_DE,long_description.de_DE
1893_sony_m4-aqua,1,26534020,5'',8 GB,"Qualcomm Snapdragon 1,5 GHz",13 MP,TRUE,136 g,"Sony Xperia M4 Aqua, Single SIM, Android, EDGE, GPRS, GSM, HSPA+, UMTS, LTE, Micro-USB","Sony M4 Aqua, Xperia. Display diagonal: 12.7 cm (5""), Display resolution: 1280 x 720 pixels, Display type: IPS. Processor frequency: 1.5 GHz, Processor family: Qualcomm Snapdragon, Coprocessor frequency: 1 GHz. Internal storage capacity: 8 GB, Internal RAM: 2048 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 13 MP, Digital zoom: 4x, White balance: Auto. SIM card capability: Single SIM, 2G standards: EDGE, GPRS, GSM, 3G standards: HSPA+, UMTS","Sony Xperia M4 Aqua, Single SIM, Android, EDGE, GPRS, GSM, HSPA+, UMTS, LTE, Micro-USB","Sony M4 Aqua, Xperia. Bildschirmdiagonale: 12,7 cm (5""), Bildschirmauflösung: 1280 x 720 Pixel, Display-Typ: IPS. Prozessor-Taktfrequenz: 1,5 GHz, Prozessorfamilie: Qualcomm Snapdragon, Co-Prozessor-Taktfrequenz: 1 GHz. Interne Speicherkapazität: 8 GB, Internes RAM: 2048 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 13 MP, Digitaler Zoom: 4x, Weißabgleich: Auto. Sim Card Steckplätze: Single SIM, 2G-Standards: EDGE, GPRS, GSM, 3G-Standards: HSPA+, UMTS"
1893_sony_xperia-z5,1,29579058,5.2'',32 GB,"Qualcomm Snapdragon 2,5 GHz",23 MP,TRUE,154 g,"Sony Xperia Xperia Z5, Single SIM, Android, NanoSIM, GSM, GPRS, HSPA, UMTS, LTE","Sony Xperia Z5, Xperia. Display diagonal: 13.2 cm (5.2""), Display resolution: 1920 x 1080 pixels. Processor family: Qualcomm Snapdragon. Internal storage capacity: 32 GB, Internal RAM: 2048 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 23 MP, Optical sensor size: 25.4 / 2.3 mm (1 / 2.3""), Digital zoom: 8x. SIM card capability: Single SIM, SIM card type: NanoSIM, 2G standards: GSM, GPRS","Sony Xperia Xperia Z5, Single SIM, Android, NanoSIM, GSM, GPRS, HSPA, UMTS, LTE","Sony Xperia Z5, Xperia. Bildschirmdiagonale: 13,2 cm (5.2""), Bildschirmauflösung: 1920 x 1080 Pixel. Prozessorfamilie: Qualcomm Snapdragon. Interne Speicherkapazität: 32 GB, Internes RAM: 2048 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 23 MP, CCD-Sensorgröße: 25,4 / 2,3 mm (1 / 2.3""), Digitaler Zoom: 8x. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: GSM, GPRS"
1893_sony_xperia-z5,2,29579061,5.2'',32 GB,"Qualcomm Snapdragon 2,5 GHz",23 MP,TRUE,154 g,"Sony Xperia Xperia Z5, Single SIM, Android, NanoSIM, GSM, GPRS, HSPA, UMTS, LTE","Sony Xperia Z5, Xperia. Display diagonal: 13.2 cm (5.2""), Display resolution: 1920 x 1080 pixels. Processor family: Qualcomm Snapdragon. Internal storage capacity: 32 GB, Internal RAM: 2048 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 23 MP, Optical sensor size: 25.4 / 2.3 mm (1 / 2.3""), Digital zoom: 8x. SIM card capability: Single SIM, SIM card type: NanoSIM, 2G standards: GSM, GPRS","Sony Xperia Xperia Z5, Single SIM, Android, NanoSIM, GSM, GPRS, HSPA, UMTS, LTE","Sony Xperia Z5, Xperia. Bildschirmdiagonale: 13,2 cm (5.2""), Bildschirmauflösung: 1920 x 1080 Pixel. Prozessorfamilie: Qualcomm Snapdragon. Interne Speicherkapazität: 32 GB, Internes RAM: 2048 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 23 MP, CCD-Sensorgröße: 25,4 / 2,3 mm (1 / 2.3""), Digitaler Zoom: 8x. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: GSM, GPRS"
1893_sony_xperia-z5-compact,1,29579056,5.2'',32 GB,"Qualcomm Snapdragon 2,5 GHz",23 MP,TRUE,154 g,"Sony Xperia Xperia Z5, Single SIM, Android, NanoSIM, GSM, GPRS, HSPA, UMTS, LTE","Sony Xperia Z5, Xperia. Display diagonal: 13.2 cm (5.2""), Display resolution: 1920 x 1080 pixels. Processor family: Qualcomm Snapdragon. Internal storage capacity: 32 GB, Internal RAM: 2048 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 23 MP, Optical sensor size: 25.4 / 2.3 mm (1 / 2.3""), Digital zoom: 8x. SIM card capability: Single SIM, SIM card type: NanoSIM, 2G standards: GSM, GPRS","Sony Xperia Xperia Z5, Single SIM, Android, NanoSIM, GSM, GPRS, HSPA, UMTS, LTE","Sony Xperia Z5, Xperia. Bildschirmdiagonale: 13,2 cm (5.2""), Bildschirmauflösung: 1920 x 1080 Pixel. Prozessorfamilie: Qualcomm Snapdragon. Interne Speicherkapazität: 32 GB, Internes RAM: 2048 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 23 MP, CCD-Sensorgröße: 25,4 / 2,3 mm (1 / 2.3""), Digitaler Zoom: 8x. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: GSM, GPRS"
1893_sony_z3-compact,1,24602396,4.6'',16 GB,"Qualcomm Snapdragon 2,5 GHz","20,7 MP",TRUE,129 g,"Sony Z3 Compact Xperia, 11.68 cm (4.6""), 1280 x 720 pixels, TFT, 2.5 GHz, Qualcomm Snapdragon, MSM 8974AC","Sony Z3 Compact, Xperia. Display diagonal: 11.68 cm (4.6""), Display resolution: 1280 x 720 pixels, Display type: TFT. Processor frequency: 2.5 GHz, Processor family: Qualcomm Snapdragon, Processor model: MSM 8974AC. Internal RAM: 2048 MB, Internal storage capacity: 16 GB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 20.7 MP, Optical sensor size: 1/0.0906 mm (1/2.3""), Digital zoom: 8x. SIM card capability: Single SIM, SIM card type: NanoSIM, 2G standards: EDGE, GPRS, GSM","Sony Z3 Compact Xperia, 11,68 cm (4.6""), 1280 x 720 Pixel, TFT, 2,5 GHz, Qualcomm Snapdragon, MSM 8974AC","Sony Z3 Compact, Xperia. Bildschirmdiagonale: 11,68 cm (4.6""), Bildschirmauflösung: 1280 x 720 Pixel, Display-Typ: TFT. Prozessor Taktfrequenz: 2,5 GHz, Prozessorfamilie: Qualcomm Snapdragon, Prozessor: MSM 8974AC. Internes RAM: 2048 MB, Interne Speicherkapazität: 16 GB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 20,7 MP, CCD-Sensorgröße: 1/0,0906 mm (1/2.3""), Digitaler Zoom: 8x. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: NanoSIM, 2G Standard: EDGE, GPRS, GSM"
1893_sony_z5,1,29801571,5.2'',32 GB,Qualcomm Snapdragon 2 GHz,23 MP,TRUE,154 g,"Sony Xperia Z5, Single SIM, Android, NanoSIM, EDGE, GPRS, GSM, HSPA+, UMTS, LTE","Sony Z5, Xperia. Display diagonal: 13.2 cm (5.2""), Display resolution: 1920 x 1080 pixels, Display type: IPS. Processor frequency: 2 GHz, Processor family: Qualcomm Snapdragon, Coprocessor frequency: 1.5 GHz. Internal storage capacity: 32 GB, Internal RAM: 3072 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 23 MP, Optical sensor size: 25.4 / 2.3 mm (1 / 2.3""), Digital zoom: 8x. SIM card capability: Single SIM, SIM card type: NanoSIM, 2G standards: EDGE, GPRS, GSM","Sony Xperia Z5, Single SIM, Android, NanoSIM, EDGE, GPRS, GSM, HSPA+, UMTS, LTE","Sony Z5, Xperia. Bildschirmdiagonale: 13,2 cm (5.2""), Bildschirmauflösung: 1920 x 1080 Pixel, Display-Typ: IPS. Prozessor-Taktfrequenz: 2 GHz, Prozessorfamilie: Qualcomm Snapdragon, Co-Prozessor-Taktfrequenz: 1,5 GHz. Interne Speicherkapazität: 32 GB, Internes RAM: 3072 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 23 MP, CCD-Sensorgröße: 25,4 / 2,3 mm (1 / 2.3""), Digitaler Zoom: 8x. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: EDGE, GPRS, GSM"
1893_sony_z5-premium,1,29731567,5.5'',32 GB,"Qualcomm Snapdragon 1,5 GHz",23 MP,TRUE,181 g,"Sony Xperia Z5 Premium, Single SIM, Android, NanoSIM, EDGE, GSM, GPRS, HSDPA, HSUPA, UMTS, LTE","Sony Z5 Premium, Xperia. Display diagonal: 14 cm (5.5""), Display resolution: 2160 x 3840 pixels, Display type: TFT. Processor frequency: 1.5 GHz, Processor family: Qualcomm Snapdragon, Coprocessor frequency: 2 GHz. Internal storage capacity: 32 GB, Internal RAM: 3072 MB, Compatible memory cards: MicroSD (TransFlash), MicroSDXC. Main camera resolution (numeric): 23 MP, Optical sensor size: 25.4 / 2.3 mm (1 / 2.3""), Digital zoom: 8x. SIM card capability: Single SIM, SIM card type: NanoSIM, 2G standards: EDGE, GSM, GPRS","Sony Xperia Z5 Premium, Single SIM, Android, NanoSIM, EDGE, GSM, GPRS, HSDPA, HSUPA, UMTS, LTE","Sony Z5 Premium, Xperia. Bildschirmdiagonale: 14 cm (5.5""), Bildschirmauflösung: 2160 x 3840 Pixel, Display-Typ: TFT. Prozessor-Taktfrequenz: 1,5 GHz, Prozessorfamilie: Qualcomm Snapdragon, Co-Prozessor-Taktfrequenz: 2 GHz. Interne Speicherkapazität: 32 GB, Internes RAM: 3072 MB, Kompatible Speicherkarten: MicroSD (TransFlash), MicroSDXC. Hauptkamera-Auflösung: 23 MP, CCD-Sensorgröße: 25,4 / 2,3 mm (1 / 2.3""), Digitaler Zoom: 8x. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: EDGE, GSM, GPRS"
2647_samsung_galaxy-gear,1,19682158,,,,,,,,,,
2647_samsung_galaxy-gear,2,19682159,,,,,,,,,,
2647_samsung_galaxy-gear,3,19763031,,,,,,,,,,
2647_samsung_gear-s,1,24666697,,,,,,,,,,
2647_samsung_gear-s2,1,30014805,,,,,,,,,,
2647_samsung_gear-s2,2,30014807,,,,,,,,,,
2647_samsung_gear-s2-classic,1,29901936,,,,,,,,,,
2647_sony_smartwatch,1,12295890,,,,,,,,,,
2647_sony_smartwatch-3-swr50,1,24495842,,,,,,,,,,
2647_sony_smartwatch-3-swr50,2,24495843,,,,,,,,,,
2647_sony_smartwatch-3-swr50,3,26512883,,,,,,,,,,
2647_sony_smartwatch-3-swr50,4,26512884,,,,,,,,,,
2647_sony_sw2-smartwatch-2,1,21047360,,,,,,,,,,
2871_acer_leap-active,1,29727910,,,,,,,,,,
2871_hannspree_sw49st11,1,28535676,,,,,,,,,,
2871_sony_smartband-talk-swr30,1,24495852,,,,,,,,,,
2871_sony_smartband-talk-swr30,2,24495853,,,,,,,,,,
2871_sony_swr10-limited-brazil-edition,1,22078075,,,,,,,,,,
3073_sony_swr12,1,29634940,,,,,,,,,,
3073_sony_swr12,2,29634947,,,,,,,,,,
575_canon_1200d-ef-s-18-55mm,1,21751902,,,,,,,,,,
575_canon_160,1,25905585,,,,,,,,,,
575_canon_165,1,25904598,,,,,,,,,,
575_canon_285-hs,1,30688700,,,,,,,,,,
575_canon_g9-x,1,30021637,,,,,,,,,,
575_canon_rebel-sl1-ef-s-18-55mm,1,18146996,,,,,,,,,,
575_canon_sx610-hs,1,25904691,,,,,,,,,,
575_fujifilm_xp80,1,26224361,,,,,,,,,,
575_panasonic_dmc-fz300,1,29393146,,,,,,,,,,
575_panasonic_dmc-gh4-g-vario-hd-14-140mm,1,22766226,,,,,,,,,,
575_panasonic_dmc-sz10,1,26141878,,,,,,,,,,
575_panasonic_dmc-tz57eg,1,26933260,,,,,,,,,,
575_sony_dsc-w630,1,12255434,,,,,,,,,,
584_canon_hf-g25,1,17365820,,,,,,,,,,
584_canon_hf-g30,1,18662566,,,,,,,,,,
584_canon_hf-r606,1,25910847,,,,,,,,,,
584_canon_hf-r66,1,25955264,,,,,,,,,,
584_ricoh_theta-s,1,30150732,,,,,,,,,,
584_samsung_hmx-f90wp,1,17681791,,,,,,,,,,
584_samsung_mini-dv-camcorder-black,1,828188,,,,,,,,,,
584_sony_hdr-cx405,1,25904123,,,,,,,,,,
584_sony_hdr-mv1,1,19692589,,,,,,,,,,
584_sony_hxr-mc2500e,1,24788780,,,,,,,,,,
584_sony_nex-vg30e,1,15619960,,,,,,,,,,
584_sony_pxw-fs5k,1,29851280,,,,,,,,,,
584_toshiba_camileo-s30,1,6350138,,,,,,,,,,
897_acer_one-7-b1-770,1,29545800,,,,,,,,,,
897_asus_z170c-1b012a,1,29525342,,,,,,,,,,
897_asus_z170c-1l019a,1,29525343,,,,,,,,,,
897_asus_z300c-1a069a,1,29518547,,,,,,,,,,
897_asus_z300c-1b053a,1,29518551,,,,,,,,,,
897_asus_z380c-1l051a,1,29565391,,,,,,,,,,
897_asus_z580ca-1a032a,1,28373128,,,,,,,,,,
897_asus_z580ca-1b024a,1,29565389,,,,,,,,,,
897_hp_1000-g2,1,26289661,,,,,,,,,,
897_hp_608-g1,1,28586825,,,,,,,,,,
897_hp_pro-slate-10-ee-g1,1,25988329,,,,,,,,,,
897_hp_pro-slate-8,1,25893779,,,,,,,,,,
897_lenovo_3-8,1,29414094,,,,,,,,,,
897_lenovo_3-pro-10,1,29743301,,,,,,,,,,
897_lenovo_a10-70,1,27262160,,,,,,,,,,
897_lenovo_miix-300-10iby,1,30274741,,,,,,,,,,
897_lenovo_tab-2-a7-10f,1,26072016,,,,,,,,,,
897_lenovo_thinkpad-8,1,22626962,,,,,,,,,,
897_panasonic_fz-b2,1,24980927,,,,,,,,,,
897_samsung_80,1,29385583,,,,,,,,,,
897_samsung_96,1,28547942,,,,,,,,,,
897_samsung_sm-t550,1,26981568,,,,,,,,,,
897_samsung_sm-t550n,1,26564922,,,,,,,,,,
897_samsung_sm-t560,1,29536449,,,,,,,,,,
897_samsung_sm-t670,1,30345097,,,,,,,,,,
897_sony_z2,1,21811723,,,,,,,,,,
897_sony_z2-tablet,1,26974234,,,,,,,,,,
897_sony_z3-compact,1,24692598,,,,,,,,,,
